기준_년_코드,기준_분기_코드,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
64672,77,12078373066.0,1732754,2604,599,459,504,458,552,640,442,159,42,630,835,751,754,193,2156,1048,17,274,608,413,855,1038,9001937007.0,3076436059.0,972229212,2043678433.0,1880510124.0,1733234344.0,3252915673.0,2195805280,7726001401.0,3969998969.0,175980013,2577937627,3434613420.0,2239275943.0,2239441068.0,1028752303.0,1319105,413649,256984,264678,254720,264858,277865,221949,191700,133952,350542,286392,249764,413539,298565,1097393,606535,46468,448348,515643,313343,272909,107223
70735,85,15190065861.0,995092,3085,417,673,505,552,721,639,222,193,18,644,987,1091,586,177,1922,1582,11,434,820,771,865,607,13912913646.0,1277152215.0,106971295,2333500931.0,3984842696.0,5194529822.0,2763253797.0,806967320,6931325148.0,3723370350.0,57648980,1476483506,2228379555.0,2284130243.0,2978754505.0,1629298713.0,846684,148408,166514,167248,172257,171705,168960,93635,54773,14455,234420,227084,205336,206184,107613,608098,346780,14183,238197,287967,215856,141042,57631
84882,105,18390621180.0,1148731,3286,918,582,573,712,649,786,664,257,32,306,911,1546,1154,259,945,3258,81,1501,938,751,656,283,14367523153.0,4023098027.0,171684551,1325206816.0,4023802330.0,5465412678.0,6159411449.0,1245103356,4705753839.0,11824898597.0,353426003,5445680966,3418045882.0,2685237172.0,2823937589.0,1804324824.0,860562,288169,168711,169753,175626,172217,174255,160250,127919,30843,125468,198457,225703,402531,165729,307044,826939,39783,603667,176660,113070,144773,56038
86903,106,21200077068.0,2674661,3174,1130,504,847,529,520,786,607,528,38,275,1115,1242,1417,222,1559,2745,55,1462,867,701,853,369,15627956299.0,5572120769.0,1245148864,1772706822.0,3661764029.0,4027461373.0,6796230849.0,3696765131,7785943489.0,13345766943.0,330388237,8738759535,4945679187.0,3077418142.0,2681235297.0,1358230031.0,1971942,702719,380134,384687,387107,399022,420992,383668,319051,182811,324926,416772,428292,801104,520756,987947,1684826,56688,1349826,571589,289495,291939,113243
127323,156,60095447947.0,2653075,4668,1642,747,1075,936,897,1020,1041,597,22,528,1932,2355,1364,116,2862,3444,23,719,829,1196,1617,1932,43029202471.0,17066245476.0,478919581,4760433997.0,17429141507.0,21895430575.0,13310011186.0,2221511101,23296986697.0,32222562411.0,272200407,6922388467,7795929903.0,9923797570.0,14230371723.0,16375124335.0,1913193,739882,356641,368675,391299,384111,412467,433452,306430,51226,388177,675686,724327,633152,180507,1316050,1222716,26093,579597,587846,536324,470806,338092
38399,46,2081183639.0,136166,1386,516,336,289,228,244,291,215,307,52,416,413,482,385,157,1222,683,3,241,204,393,598,462,1623073241.0,458110398.0,15133244,378830147.0,444630466.0,480833922.0,526394270.0,235361590,1155743201.0,740404865.0,3720525,182964631,232784187.0,402600311.0,537538359.0,536540052.0,100860,35306,18928,20963,20026,20414,20529,19389,15917,769,17217,22506,27183,43489,25002,83286,50864,629,19173,21490,28279,35678,28899
54567,69,1172302300.0,102591,1812,892,278,392,261,356,528,558,335,14,298,468,959,893,76,1182,1520,17,244,474,579,796,593,855422683.0,316879617.0,28649790,126380462.0,142939974.0,372299476.0,362095780.0,139936818,584850703.0,583622116.0,8607683,158721637,176492607.0,252513067.0,421451273.0,150686552.0,70809,31782,12910,13569,13875,14403,16052,16372,15410,3888,14447,16608,18976,32843,15829,58838,43599,2228,20584,21690,23987,21592,12353
8084,10,415707938.0,48442,276,125,59,51,51,52,62,67,58,0,45,51,69,158,76,285,116,0,58,49,122,78,93,286391422.0,129316516.0,235472,46437310.0,53090515.0,71649607.0,164060027.0,80235007,296619765.0,119088173.0,137507,60729364,50066924.0,126232436.0,81042356.0,97499351.0,33509,14933,7027,6468,6636,6391,6987,7813,7120,38,5475,6223,8353,18411,9942,34834,13608,57,10316,6136,13777,8402,9754
78819,96,94004661778.0,3629525,2970,934,631,643,575,598,542,593,344,2,490,1087,1334,966,26,1578,2323,3,150,274,585,1005,1890,71188892659.0,22815769119.0,252702416,17414961120.0,23483507164.0,27082614978.0,25141613574.0,629262526,32721713412.0,60117237094.0,45970044,3081192682,8590455921.0,12429347076.0,29349435549.0,39342549237.0,2696808,932717,553236,513618,525285,530683,573986,598154,334563,1228,626003,940295,1089213,943141,29645,1404603,2210387,4985,234561,549661,594081,933473,1298225
72756,87,6505623479.0,664830,2632,974,456,359,551,516,751,712,264,35,338,702,1257,1037,242,1901,1702,23,412,843,845,626,852,4715162115.0,1790461364.0,204895673,726474977.0,1027668760.0,1498026239.0,2022375950.0,1026181880,3525436865.0,2828385140.0,29639114,984536317,1793337462.0,1360587922.0,1113697735.0,1072023450.0,474535,190295,94349,92031,91328,92759,104068,108555,81740,28097,86118,96663,109144,208442,136366,387597,275416,6843,148699,198324,114288,105620,89235
147533,180,42206748829.0,2771474,5386,1926,1053,1028,1151,1142,1017,1246,685,43,532,1664,2286,2483,303,2948,4363,54,504,925,1393,1968,2463,30351227001.0,11855521828.0,93963221,3798584972.0,8808756372.0,12090323336.0,15307301675.0,2107819253,17144291548.0,24363740253.0,91747428,3122263135,6196361453.0,8028328360.0,10454766920.0,13614646903.0,1973581,797893,399495,372184,380700,381641,439561,456168,341725,14751,206299,508079,731024,1094710,216611,1198749,1566059,21897,345100,511402,551803,632020,702609
60630,74,10526551769.0,346312,2780,220,485,638,445,605,611,193,29,0,597,684,1064,615,44,1725,1278,5,258,163,481,925,1177,9650434717.0,876117052.0,0,2944559990.0,2098561442.0,2448063836.0,2875874945.0,159491556,3658475841.0,4739742844.0,26873034,303858588,455630915.0,906068069.0,2391576161.0,4314211920.0,298158,48154,52322,67841,52217,57679,68099,38871,9283,0,59419,98495,78933,96146,13319,173417,135500,1510,15553,29785,39991,104347,117724
16168,20,458011427.0,45325,649,152,174,115,93,83,187,100,51,0,69,210,288,214,21,594,207,0,36,47,131,179,406,376513728.0,81497699.0,0,52915659.0,101230647.0,115467149.0,169227338.0,19170634,349588801.0,77963651.0,1388453,28672974,29858555.0,90559166.0,156157760.0,120915543.0,37032,8293,7605,6622,7622,7135,8048,5822,2471,0,6513,10836,10670,15488,1818,37063,7636,210,5069,5173,10566,14152,9529
121260,150,17802314137.0,962245,4333,1674,995,736,759,882,972,1059,617,44,574,1647,1856,1709,183,2703,3303,52,629,701,1092,1957,1583,14313591820.0,3488722317.0,480958707,2257989549.0,3213673260.0,4949151473.0,5824171708.0,1076369440,7619900322.0,10049612636.0,72372974,3334116336,2234160578.0,3260245172.0,5758989537.0,3009628366.0,706337,255908,139908,136444,137415,141106,151464,141592,114316,64643,150511,151760,166072,297218,132041,603243,352777,11163,185163,235617,197364,202553,124159
113176,140,30028749670.0,1971385,3940,1667,743,758,815,742,890,976,697,84,392,1317,1685,1891,247,2525,3082,13,442,728,1376,1509,1546,21202208209.0,8826541461.0,398241994,2409556998.0,6130672383.0,8752803573.0,10681722229.0,1655752493,12755884196.0,16014362580.0,84721685,2211244660,3916955611.0,6241215273.0,7485698285.0,8830411261.0,1374910,596475,275313,258257,274351,271035,295954,332620,263855,20102,148137,355604,487341,782794,177407,912481,1048634,11760,255320,333540,440738,470776,448973
72756,90,4548290496.0,414186,2716,887,454,616,497,511,649,591,298,41,378,654,1307,1033,200,1761,1842,9,329,613,951,978,729,3337586680.0,1210703816.0,196656749,572895884.0,701730609.0,1093044792.0,1389575510.0,594386952,2519856573.0,1956515200.0,25456644,618966754,910814872.0,1129975630.0,1006143340.0,785014534.0,299481,114705,58187,57398,58566,61038,64292,63874,50831,25943,60077,60493,73660,121426,72587,248831,163359,6179,87773,102071,96328,72264,47580
86903,111,10604367524.0,871070,3282,1022,623,695,622,543,802,765,261,70,425,846,1388,1264,318,2302,2002,36,461,836,973,889,1113,7991994171.0,2612373353.0,525212143,1496305966.0,2051058065.0,2601585039.0,2682123265.0,1248083046,6167439828.0,3857151211.0,66489904,1323729326,1962065401.0,2073700395.0,2482858942.0,2115747074.0,622271,248799,126746,120516,121227,122680,131102,138903,109896,70252,121502,124341,152844,248273,153858,544651,312056,17943,184885,218861,173390,161700,99937
36378,45,1270979105.0,131961,1246,556,246,187,365,202,249,313,244,18,118,422,508,585,148,691,1109,8,285,488,398,375,247,853387750.0,417591355.0,25385920,146117486.0,211091001.0,288085903.0,423529993.0,176768802,647963996.0,601981031.0,8537072,228223924,280276348.0,241571176.0,272163846.0,219172659.0,82672,49289,14606,15086,18200,16125,18655,24395,24894,3225,18192,22492,30032,37968,20052,78966,52689,1954,31672,28663,26542,25404,17424
153596,190,362583871761.0,11455888,5997,1606,996,1121,1142,1227,1520,910,704,43,835,1873,2629,1925,306,4198,3404,29,875,1729,1533,1576,1874,235725803595.0,126858068166.0,4173976615,24714459196.0,84279700639.0,114537991052.0,113785387888.0,21092356371,143953877297.0,208242545929.0,1548312206,77966658452,114556648303.0,69705831630.0,52277280787.0,36141691858.0,7815599,3640289,1488702,1481243,1563671,1551915,1730068,1954760,1685529,493553,1335563,2058777,2391426,3493701,1682868,6013704,5303179,203321,3689354,3481127,1936669,1282075,724333
16168,20,3084208782.0,85361,667,134,127,141,121,125,152,95,39,0,95,225,285,196,1,402,399,3,82,111,190,184,232,2832699550.0,251509232.0,0,464242264.0,962318269.0,1127921800.0,528048012.0,1678437,1637495901.0,1446712881.0,8640324,225044229,363233884.0,612565856.0,752986096.0,1121738393.0,79507,5854,16669,16466,15106,15511,15755,5109,745,0,14658,25299,29754,15614,36,40737,44624,544,7358,12273,18586,17752,28848
185932,228,140731970721.0,8739817,7283,1929,1495,1333,1520,1361,1598,1447,483,49,711,2324,3041,2814,274,4059,5147,52,758,1567,3229,1961,1650,107603882832.0,33128087889.0,3190557964,15131027995.0,31913815270.0,38292559039.0,42731329363.0,9472681090,63876574633.0,71905568187.0,884891337,15357864953,27487563348.0,44429403410.0,26870646802.0,20752921764.0,6628609,2111208,1336790,1290930,1274348,1299139,1427402,1305629,805579,397552,1108723,1703192,1928689,2515328,1086333,4597271,4053421,174434,1847218,1992617,2344417,1397599,894412
117218,143,335954883411.0,12609815,4380,1423,577,834,1052,770,1155,793,633,13,436,1370,2148,1582,258,3024,2779,49,963,1233,824,1192,1552,214837390411.0,121117493000.0,511186162,24436651654.0,84098561841.0,107536760073.0,109386335027.0,9985388654,112511397189.0,208397707628.0,1422247594,72523674022,103415961920.0,68171596768.0,39061666338.0,36313868839.0,8787925,3821890,1340868,1771318,1782131,1926855,1966753,2012976,1808914,73518,5050982,2835887,2233597,2074457,341374,4652924,7898036,151261,4324935,3592968,2376090,1462256,643438
2021,4,99607506.0,526,78,22,38,9,16,6,9,22,0,0,6,52,42,0,0,0,100,0,0,0,100,0,0,77953700.0,21653806.0,0,6186802.0,51659793.0,41760911.0,0.0,0,0.0,9280203.0,0,0,0.0,9280203.0,0.0,0.0,464,62,124,93,123,62,62,62,0,0,62,124,340,0,0,0,62,0,0,0,62,0,0
52546,67,5011698390.0,623108,1943,658,356,368,400,446,375,404,256,36,292,538,798,731,211,1283,1320,15,203,490,681,707,509,3528601986.0,1483096404.0,296733534,538882363.0,766904545.0,855270193.0,1530999446.0,1022908309,3042865526.0,1947924436.0,61927775,806044762,1327822860.0,1330053157.0,926154133.0,538787268.0,437432,185676,86017,84437,89746,86385,90847,98607,87069,39988,79129,97875,105265,184693,116158,382974,239004,14758,136507,167911,146752,100676,55375
16168,20,739678633.0,114118,598,202,89,131,118,127,136,137,65,36,91,121,186,275,92,349,452,4,137,143,143,164,213,525977058.0,213701575.0,57442254,111167778.0,93497321.0,112561874.0,217293112.0,147716294,440877681.0,298800952.0,4370993,209773296,180339591.0,123160272.0,122485306.0,99549175.0,81803,32315,16331,16461,15770,16490,16751,16689,15626,9713,19630,15283,16864,28638,23990,75941,38177,1129,42881,28637,15863,16329,9279
113176,140,19007782096.0,1056912,4295,1315,859,751,849,804,1038,850,467,0,746,1437,2024,1353,47,2783,2821,5,218,537,1195,1609,2046,14743179191.0,4264602905.0,0,2913999441.0,4614040629.0,5852438942.0,5398163170.0,229139914,9304743179.0,9431167978.0,14033334,893197574,1685594681.0,3464417167.0,4990074222.0,7688594179.0,802087,254825,171599,157018,161572,156316,155582,93745,161080,0,146686,233112,305783,346479,24852,523424,529052,2201,68273,140191,217040,264325,360433
80840,100,6657277091.0,473084,2986,1018,565,493,630,643,664,527,493,12,390,742,1179,1509,177,1489,2514,4,286,484,909,1156,1174,4818894704.0,1838382387.0,24267127,642487014.0,1188330802.0,1687522666.0,2653343102.0,461326380,2976497995.0,3633047320.0,11125371,486271042,959785789.0,1240000584.0,1912996038.0,1999366493.0,344750,128334,72397,64850,67212,66343,73948,71043,57291,2380,39158,76898,100660,203615,50373,246924,226006,1798,48255,89224,84120,135218,114316
8084,10,502618822.0,60126,290,110,59,61,55,55,61,59,53,1,75,57,71,112,83,283,118,4,60,115,105,77,42,364442234.0,138176588.0,1639126,94485595.0,70416418.0,90364033.0,140487473.0,105226177,356041905.0,146576917.0,4229360,77123078,142826989.0,133322732.0,94527653.0,50589010.0,43439,16687,8674,8565,8518,8410,9272,8089,8598,192,12525,9292,10535,14756,12826,42106,18020,1105,13932,16528,12539,10172,5850
56588,70,13515364783.0,695391,2091,713,449,368,398,411,466,480,233,33,410,542,816,791,210,1428,1375,6,254,398,467,805,874,10724461427.0,2790903356.0,32494018,2265896277.0,3288406560.0,4568403902.0,2847063796.0,513100230,5414551928.0,7744174166.0,24767935,975986480,2023059884.0,2013425423.0,3644072083.0,4477414290.0,525683,169708,111597,101806,98983,100477,112820,105965,63743,4475,117244,162108,189827,183300,38437,347002,346984,4161,94833,124415,133786,165101,171693
107113,130,18121566177.0,1241450,4187,1118,819,780,781,852,960,850,268,41,598,1296,1853,1363,161,2028,3279,23,368,602,876,1519,1914,14085098145.0,4036468032.0,258812542,2632618182.0,4330496711.0,5345518559.0,4732348997.0,821771186,8258651320.0,9407222905.0,140971546,1859169631,2329422492.0,3395703083.0,4202553326.0,5738054149.0,981232,260218,207929,193071,189470,185328,205434,184571,75647,34217,196715,263525,302559,347608,96826,622640,615727,30345,214257,226742,227683,248857,290485
46483,56,13152661043.0,883983,1802,501,282,499,283,384,357,313,186,49,160,428,718,799,152,1184,1116,4,368,332,361,465,770,9298493723.0,3854167320.0,92818897,886929484.0,2112164300.0,3512171599.0,5401035476.0,1147541287,5693772209.0,7234596511.0,37690323,1711716587,2085090833.0,2167694540.0,3133769236.0,3792407200.0,618040,265943,120685,121742,121898,122268,131447,134489,131454,13206,66035,127715,181352,377444,118231,420573,460430,5358,160422,184107,162735,185029,183352
76798,92,3145879103.0,107416,2601,1201,532,416,471,708,481,757,450,0,324,859,1449,1140,37,1642,2158,8,260,451,637,1052,1398,1947856942.0,1198022161.0,13885,314453234.0,753964102.0,967925310.0,1048087403.0,61435169,1466177363.0,1515419394.0,8426042,160430502,403993463.0,501944813.0,875216728.0,1031585208.0,73914,33502,15406,13713,14328,14705,15762,19377,14125,14,12029,21414,28690,40382,4887,51809,54629,1119,9536,17434,14806,30626,32923
32336,40,739299144.0,109268,1443,157,351,267,302,218,309,107,49,42,369,533,361,218,81,904,696,6,157,279,312,420,429,594314407.0,144984737.0,55468583,140678496.0,164015080.0,136523096.0,137762307.0,104851582,461552997.0,260802642.0,5265085,125088093,175181307.0,177764379.0,160333990.0,78722785.0,86245,23023,17088,17170,16700,16876,18411,13685,9338,8691,23767,19714,20437,21675,14984,71712,36842,1549,23565,29100,26170,19532,8644
143491,177,86936037455.0,4993352,5416,1688,971,1165,1193,1047,1048,1107,580,58,640,1707,2293,2170,253,2838,4267,10,671,1224,1270,1976,1967,65553394416.0,21382643039.0,3140686459,10589953288.0,14582620463.0,27997367611.0,22634284320.0,7991125314,38203456301.0,45632613027.0,260159888,7795979128,14607800770.0,16846402222.0,25968810457.0,18356916850.0,3604481,1388871,704813,693151,723497,709188,773832,751071,637800,342167,692864,749231,976550,1468622,763918,2927898,2022128,47326,812030,1207694,1066384,1086651,729946
14147,16,69164037.0,4625,555,145,91,96,167,151,50,122,22,0,29,164,115,392,0,525,175,0,115,98,53,165,269,52303835.0,16860202.0,0,4363462.0,13723325.0,13164614.0,37912636.0,0,42515752.0,26648285.0,0,2624333,14181252.0,8815974.0,13456172.0,30086306.0,3545,1080,627,543,1115,634,626,812,268,0,358,820,943,2504,0,2754,1871,0,231,894,715,818,1967
86903,108,21888994643.0,1775644,3343,958,768,733,582,694,574,659,306,76,499,1193,1083,1265,191,2458,1846,13,274,483,1003,1137,1396,15977160606.0,5911834037.0,692323151,2698575465.0,4233361594.0,4556119120.0,7428458563.0,2280156750,11947301084.0,9768373935.0,104880449,1898525906,3663969275.0,5266752514.0,6335699462.0,4445847411.0,1262572,513072,246673,242354,255254,250747,267544,271943,241129,92321,249686,270108,303329,600516,259684,1084213,686184,25707,264412,369278,407570,425563,277867
185932,230,136440172323.0,6676773,7134,2078,1329,1526,1603,1316,1380,1506,574,93,1149,2359,2697,2661,264,3921,5290,55,770,1250,2518,2406,2214,107139330096.0,29300842227.0,2428768622,23690393134.0,35342796894.0,35206289349.0,33519087340.0,6252836984,54038690130.0,74282827802.0,328168786,8620250935,19260693660.0,32427392958.0,29976322938.0,37708688664.0,5035007,1641766,1038790,980542,985212,970461,1060002,992444,649322,236422,973766,1319492,1571504,1943188,632401,3296079,3280996,68961,875627,1428977,1636652,1375963,1190901
103071,127,5208287143.0,209857,3961,1145,940,936,702,551,838,780,364,1,360,1476,1909,1276,82,2507,2599,19,242,926,907,1324,1693,4088981910.0,1119305233.0,2345993,418106196.0,1680028026.0,1869366872.0,1124476394.0,113963662,3451394958.0,1739568879.0,6697053,289205095,544261928.0,850155731.0,1066900600.0,2433743431.0,161130,48727,31654,27829,34210,30200,37237,28637,20090,277,27222,51426,52611,67912,10409,156490,52702,1117,16855,36912,49589,70466,34253
84882,104,6124459595.0,265995,3429,776,849,481,822,498,789,532,243,53,461,1081,1365,1109,133,1708,2496,20,435,393,448,1415,1496,5179131828.0,945327767.0,191478711,617173022.0,1174639414.0,1223588070.0,2233773494.0,683806884,3000888338.0,2647355041.0,30101752,1245684439,754897299.0,1468014242.0,1083273983.0,1066271664.0,191268,74727,38255,36523,38652,37600,40238,37170,37557,22820,38379,36196,42368,84226,42006,158420,106428,7538,55204,53320,53402,50787,44597
8084,10,1404750960.0,233258,291,109,56,56,58,57,65,60,49,51,63,44,48,97,97,285,115,4,164,109,62,47,18,1022761680.0,381989280.0,177901085,221207961.0,154848566.0,169840101.0,342523164.0,338430083,994540517.0,401891629.0,10768535,567192495,379549229.0,215982489.0,161191703.0,61747695.0,170151,63107,32884,33317,34060,33717,36173,33191,29916,24274,43133,30310,30943,57268,47330,158916,73866,2833,105924,60216,30480,24430,8900
80840,100,11508537107.0,1107905,3211,794,702,626,692,552,645,557,241,66,541,650,1038,1421,294,2015,1989,33,341,819,1242,688,892,8387428573.0,3121108534.0,725868796,1232276613.0,1433953650.0,2150764654.0,4007742860.0,1957930534,6357369210.0,5079568422.0,62140830,1665406804,2770764576.0,3186406121.0,1965105590.0,1787113712.0,792913,314992,152918,155280,158178,153471,173066,171524,143468,88146,132040,139610,173877,356807,217425,671945,433248,17066,241245,314238,261987,169122,101534
40420,50,2689159580.0,256636,1546,457,275,333,247,438,257,307,150,55,192,439,598,479,242,1204,798,15,287,242,645,483,334,2109222679.0,579936901.0,68048691,446986980.0,502813197.0,700077527.0,710306539.0,260926646,1400676604.0,1282457938.0,21612660,348851352,383563139.0,717030426.0,623687178.0,588389788.0,194503,62133,40174,37088,37233,38273,41735,39525,22608,9381,40570,41605,55195,76477,33408,142838,113434,4898,53683,47512,58903,51830,39445
30315,38,3636134903.0,365286,1141,362,210,172,248,259,248,293,67,45,267,353,426,315,94,882,619,7,93,256,261,422,462,2756530660.0,879604243.0,265324766,630558841.0,686340564.0,635384267.0,879101095.0,539425370,2056929628.0,1556122971.0,35875829,401140302,704684693.0,905270597.0,808556497.0,757524676.0,271225,94061,56148,53225,51759,51878,58215,53666,40395,32989,63901,58149,61341,89689,59217,209155,155804,9122,60631,84397,87405,72495,50913
72756,87,9821627307.0,471586,2637,964,634,475,599,426,509,586,381,0,388,1063,1144,977,37,1127,2476,15,302,222,558,980,1530,6799366187.0,3022261120.0,5488047,940082777.0,2457265365.0,3000131096.0,3302212961.0,116447061,3427020325.0,6142784073.0,31726878,545558548,816853785.0,1782602602.0,2980990110.0,3412072471.0,339655,131931,67478,64228,66960,66758,74231,78322,53609,11,44203,111062,141099,168120,7091,173153,295461,2940,31700,45251,87562,138953,162209
74777,90,13719657828.0,933700,2861,840,476,552,602,552,689,580,262,35,303,874,1109,1178,210,2157,1550,17,303,627,993,997,771,10112301775.0,3607356053.0,264018934,1568386877.0,2376653838.0,3520365393.0,5115002579.0,875230207,8082415831.0,5241710100.0,54869406,865246867,2374449957.0,4192312003.0,3740749715.0,2096497983.0,719372,214328,141663,144551,141173,143082,148903,117501,96827,36343,146546,163052,194081,291967,101711,533017,390654,11941,128213,202268,225916,203433,151907
202100,250,163689568040.0,4271900,7510,2496,1266,1707,1301,1764,1487,1402,1099,11,821,2834,3743,2403,204,5018,4990,25,799,2344,2578,2504,1773,137296027285.0,26393540755.0,164492355,11435826039.0,44565002386.0,70506470506.0,26668949017.0,10348827737,83651065112.0,52592110405.0,177994249,8836139401,19713403034.0,47198144620.0,31266390115.0,29051104103.0,3273446,998454,635917,652272,662504,647519,675234,560452,438002,19835,695518,1098363,1215109,1124512,118563,2469881,1691652,20208,784118,1203278,1117243,629821,406893
30315,36,1393634910.0,64057,1263,240,91,468,296,192,220,124,115,0,81,240,643,456,82,1041,459,5,353,354,171,452,168,1025530786.0,368104124.0,0,33219069.0,150409727.0,805825934.0,327488255.0,76691925,598010320.0,757150763.0,3797646,330936381,425632153.0,129615209.0,234828494.0,230351197.0,47603,16454,7817,11383,8346,10622,9435,8939,7515,0,4607,8968,15670,24844,9968,44252,17256,830,13808,16070,11289,12106,7407
30315,37,7365229668.0,635535,1190,312,183,291,207,337,176,141,170,48,244,376,433,323,80,622,879,2,212,318,502,330,139,5909733391.0,1455496277.0,453064901,910307105.0,1708138436.0,1568686619.0,1967620011.0,757412596,2842182041.0,3712812820.0,20549253,1086069593,1560375201.0,1969228418.0,1402467775.0,516304623.0,479048,156487,90604,92510,97342,97404,101188,84963,71524,64019,136695,110003,87899,141773,95146,375943,251889,4657,192111,186079,117710,93753,33520
24252,30,13178804211.0,269152,1060,140,232,281,179,169,200,85,56,0,195,426,296,242,40,427,774,2,249,122,184,482,161,11931414268.0,1247389943.0,0,2934602689.0,3966609483.0,3280864529.0,2579602603.0,417124907,3610162807.0,5707925502.0,11698760,1578141294,1113031923.0,1653615274.0,4032596899.0,929004155.0,202629,66523,37364,40738,42073,39610,42844,33328,33195,0,32158,47471,56027,97420,36076,128319,124526,669,60226,51549,50859,50679,38860
76798,92,6750186897.0,380700,3062,741,573,428,734,661,673,535,206,35,485,944,1246,996,112,1455,2347,50,279,467,492,1289,1232,5497429237.0,1252757660.0,60810876,1073254592.0,1842265022.0,1926198981.0,1655988455.0,191668971,2799177142.0,3944299401.0,19963273,552980022,883694634.0,1169084979.0,1944001198.0,2173752434.0,316350,64350,63016,62645,60076,65643,64970,46812,17538,9435,87851,91868,89108,83693,18745,178751,201680,3035,56011,67416,62252,99015,92704
76798,93,65817796299.0,840001,3179,626,611,579,647,541,804,410,218,11,844,952,1019,812,168,1827,1975,12,416,778,861,967,774,57581164053.0,8236632246.0,76188191,30488386165.0,12195266836.0,20548807876.0,2085748351.0,423398880,21637850228.0,42888923905.0,47152267,4606354653,3973624370.0,8788766556.0,19075796783.0,28035079506.0,693244,146757,131621,132795,135608,139129,154091,97214,49543,9735,228411,201829,215396,126170,58460,403397,419938,12050,146511,133468,136769,194549,199988
127323,159,174540006518.0,4448923,4883,1422,973,958,1107,991,862,936,488,37,629,1968,1754,1671,253,3626,2680,15,449,848,1203,1757,2045,158835484600.0,15704521918.0,1524170676,25638860257.0,72717043726.0,52846789948.0,16884912530.0,4928229381,80892851459.0,90363993895.0,252931148,7457248173,12768943001.0,39750634542.0,67284603537.0,43818343233.0,3501550,947373,693876,690970,691610,692311,732783,552907,394466,188826,873431,905945,847614,1135806,497301,2765106,1612480,28237,897403,1052940,980755,831018,587271
58609,71,1637147740.0,162774,2210,691,406,412,635,377,385,392,299,44,280,512,878,1006,183,1777,1126,7,240,429,481,1073,675,1241116425.0,396031315.0,96532751,190634259.0,245336112.0,350728183.0,546730766.0,207185669,1047732267.0,580004683.0,8049558,200615060,319068535.0,305461844.0,482374508.0,312167446.0,119823,42951,23392,23286,24135,23832,25178,22004,20947,12610,23852,25823,27436,47826,25227,93719,68728,2498,32546,38306,37028,33962,18106
44462,53,3097081872.0,169936,1698,507,299,272,395,294,437,316,188,0,174,439,615,834,144,1253,949,48,130,260,593,656,518,2426920226.0,670161646.0,1909742,203385595.0,1010608579.0,596714301.0,907834533.0,376629122,1412814780.0,1467083346.0,10609486,281666889,398410817.0,559758005.0,1136790639.0,492662290.0,118325,51611,22074,23258,24172,23328,25493,26334,25277,357,13019,23765,30713,68502,33580,107490,59349,2186,28473,32895,39452,34110,29724
135407,169,13333820702.0,783405,4893,1811,1126,898,891,1037,950,1414,401,2,651,1826,2203,1930,104,3320,3384,16,378,669,1168,2107,2372,9743295158.0,3590525544.0,3137865,1727104755.0,2954304889.0,3683566691.0,4270347612.0,695358890,6847798993.0,5646467530.0,26429126,602546544,1423670403.0,2396799609.0,3276902131.0,4767918717.0,575863,207542,121274,114484,110757,114368,114980,122248,85294,489,81088,157610,195528,273354,75336,437616,338302,6518,67188,129483,171447,195524,205746
8084,10,811235122.0,11555,379,21,90,35,49,119,86,18,4,0,35,231,75,55,2,123,277,29,3,22,240,84,20,760254027.0,50981095.0,0,105661948.0,522139850.0,164986194.0,15163950.0,3283180,265596159.0,545638963.0,57765220,8111386,23248863.0,464719268.0,246947014.0,10443371.0,10914,641,1744,1584,2661,3699,1226,289,352,0,1821,7053,2208,425,48,3714,7841,1045,96,295,6785,3104,230
