기준_년_코드,기준_분기_코드,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
56588,70,3232131340.0,303582,2029,773,355,399,451,445,389,487,286,31,466,464,780,943,124,1086,1719,2,243,541,481,672,867,2324855534.0,907275806.0,98127782,450860850.0,555010683.0,711314122.0,1100251342.0,316566561,1596830047.0,1561970538.0,7126112,453171346,604231538.0,657998875.0,720911437.0,715361276.0,221806,81776,44161,42704,43640,43664,47637,48998,32778,15249,51345,49246,53017,94163,40562,174286,123559,1485,71904,60762,56934,55322,51441
42441,54,3688485419.0,577957,1925,176,299,348,305,470,507,132,42,15,446,628,594,359,62,1047,1054,4,153,296,447,689,515,3085329856.0,603155563.0,111494044,933160906.0,823645882.0,774905419.0,712929166.0,332350002,2208385177.0,1039983241.0,16724648,432992863,852749137.0,888421080.0,735876839.0,321603860.0,489766,88191,95073,98376,97355,100572,98390,46320,41871,13380,177381,125646,122721,99858,38971,370173,156843,4893,98879,165820,141208,86306,29907
99029,128,51610591903.0,5243969,4146,762,782,944,759,863,805,456,306,31,481,1620,1396,1293,87,2378,2528,31,745,1324,1612,980,223,45373396200.0,6237195703.0,1496769107,8305413219.0,14986125098.0,13092929497.0,10852312974.0,2877042008,24398806312.0,15813160958.0,346565611,7769948312,11762296582.0,11943437872.0,6528069969.0,1861648913.0,4620737,623232,934106,945165,911221,942424,887821,347299,275933,196266,1175349,1378638,1095367,1047162,351187,3049810,1793196,72776,1236935,1511261,1261777,590212,170064
74777,91,6712875245.0,514643,2833,871,621,459,760,518,482,543,329,43,314,843,1535,828,140,2022,1681,9,404,379,634,931,1355,4792868315.0,1920006930.0,204480175,673141310.0,1851398564.0,1317357600.0,1974957649.0,691539947,3531281840.0,3012504138.0,30567204,717701507,1171703231.0,1559681105.0,1628793541.0,1435339393.0,359028,155615,72526,69415,69178,70757,77152,78744,76871,13674,73175,94031,88897,166634,78232,328143,180473,3856,89281,104367,133389,101806,75916
52546,65,10338579336.0,1230103,2123,480,483,500,376,417,352,282,200,66,220,548,476,999,294,1427,1176,4,637,868,393,530,172,7690298290.0,2648281046.0,705097268,866201156.0,1367760302.0,1449044129.0,3858740031.0,2091736450,6187426226.0,4060752450.0,27206474,3229336792,3674438560.0,1758167478.0,1218137860.0,340891515.0,921303,308800,180669,181969,183532,181087,194046,169244,139556,89380,142459,157016,151446,432987,256815,766652,458750,4451,443635,452731,189255,100352,34976
80840,102,20526052189.0,1330003,2838,1174,599,415,575,601,653,647,523,70,315,984,1140,1289,214,1592,2415,4,585,706,1014,777,920,14237273037.0,6288779152.0,547145056,2089802073.0,4007037333.0,5177961592.0,6852461957.0,1851644178,8977121033.0,11431641773.0,42292919,2289413698,3575782955.0,5531485276.0,4963246037.0,4006541924.0,924814,405189,187201,176857,185351,179926,195479,202672,202517,66218,145554,218638,273393,450355,175845,645767,681428,7004,222117,288927,340539,280903,187708
52546,63,25076501202.0,700520,2260,344,380,433,422,647,385,229,114,31,554,984,466,462,107,1328,1274,3,243,499,610,634,620,23333068697.0,1743432505.0,261272713,13477594370.0,8473639267.0,1140186900.0,1105099770.0,618708182,12494444209.0,11722312366.0,17573717,1379173566,5964471992.0,3745728982.0,8637574067.0,4472234255.0,587033,113487,117873,125340,107772,118852,117196,63552,49935,27598,157697,231634,94343,118786,70462,455641,224330,4064,113361,188823,172066,128191,73462
8084,10,3272105066.0,471371,298,103,55,59,59,60,66,57,48,50,78,44,49,97,83,241,159,6,88,80,107,88,34,2431308249.0,840796817.0,411182574,635461175.0,356868745.0,397837663.0,790923067.0,679831842,1951740179.0,1291239936.0,43447152,708648051,647591219.0,864441928.0,712415901.0,266435861.0,356488,114883,67583,70734,72451,70122,75598,60767,54116,47698,106957,58512,58839,111306,88059,277417,192566,12431,121583,97440,104003,98772,35755
52546,66,5206315332.0,422724,2048,552,314,506,396,410,427,336,218,56,198,637,814,725,176,1103,1500,9,150,294,505,657,991,3686734078.0,1519581254.0,136376163,534387958.0,1034385904.0,1129589286.0,1693205132.0,678370889,2606293675.0,2542459188.0,25827232,394318539,795868871.0,1050822717.0,1454586905.0,1427328595.0,302732,119992,58253,57912,61793,58654,66120,62204,57788,17711,49960,69916,79455,138009,67673,229390,190290,4920,52814,81321,79098,104632,96903
16168,20,14178628078.0,900582,564,236,102,109,124,105,123,138,99,1,73,167,210,321,29,359,442,0,67,153,158,234,189,10097002222.0,4081625856.0,47361238,2216302246.0,2897830827.0,3556074869.0,4674056532.0,787002366,5997484222.0,7671976771.0,20013924,684889417,1965535740.0,2744361386.0,3600594658.0,4654065868.0,644342,256240,130767,125712,127120,128648,132095,132910,123330,4867,133596,163473,202475,321112,75059,419897,469452,3155,78306,157124,187239,194111,269415
30315,36,4842385732.0,610141,1017,485,191,260,161,225,175,176,309,119,162,359,339,361,167,1192,309,14,140,175,265,589,323,3477474311.0,1364911421.0,585500626,658490225.0,550329116.0,625431386.0,1407431975.0,1015202404,3471131670.0,1363543739.0,85908487,869787774,916195998.0,1298489093.0,1015926979.0,648367077.0,437017,173124,84413,83915,88165,88304,92220,89555,83569,70152,91939,73115,82927,167186,124822,431250,178605,19947,137304,108012,145227,127534,71830
28294,33,844419906.0,41633,1105,295,197,157,288,209,255,207,91,17,219,239,546,329,50,765,638,2,135,154,153,525,436,685128076.0,159291830.0,17235601,174683506.0,183636730.0,261912028.0,161247673.0,45704368,423690036.0,331291075.0,1022780,68016921,94356003.0,101381591.0,268258606.0,221945211.0,30763,10870,6280,5820,6065,6069,6529,6430,4440,2053,7790,7204,7226,10911,6449,27364,12518,309,10152,11689,5921,6697,5116
32336,40,4489626598.0,253019,1196,406,277,212,215,239,255,255,153,0,156,389,445,579,33,863,739,2,72,188,486,439,417,3371348057.0,1118278541.0,2244604,497137867.0,1078669664.0,1075802917.0,1631521785.0,204249761,2454026129.0,1999825368.0,6631571,180448835,562829926.0,1325941517.0,1217868768.0,1160130882.0,190917,62102,38539,36680,37401,37304,40993,35202,26900,81,28653,51828,60472,90235,21750,143447,109450,1643,21002,42141,64789,68719,54606
24252,30,2487819402.0,162477,902,300,159,187,140,240,176,191,110,0,181,321,353,348,0,545,655,3,95,109,245,302,446,2110380984.0,377438418.0,0,560556226.0,720187212.0,745323788.0,460754005.0,998171,1148728897.0,1136270614.0,4320597,87274635,271216415.0,433154922.0,516539121.0,972493817.0,137759,24718,29097,27027,23518,31067,27050,23620,1098,0,38367,44054,48182,31733,141,71426,77637,864,8101,29039,34688,29907,46463
48504,60,4668919088.0,292836,1906,495,456,394,365,324,371,345,151,39,536,555,577,558,138,1574,831,12,144,331,458,703,753,3632650141.0,1036268947.0,95611992,1480975981.0,990327816.0,1000739180.0,830766755.0,270497364,2706534563.0,1415412823.0,18356802,243253498,554248084.0,810547771.0,1272080239.0,1223460988.0,225453,67383,43209,45030,44229,45061,47924,38779,28604,13099,69316,55345,50878,69207,34991,191347,86739,3580,41404,59682,63172,65800,44446
99029,123,14303175152.0,1025723,3767,1135,633,739,837,626,939,700,443,62,700,1184,1588,1146,231,2268,2637,4,308,848,1004,1123,1620,10709477155.0,3593697997.0,661965619,1804823951.0,3059976210.0,4019509150.0,3539075331.0,1217824891,6855169039.0,7104300038.0,30396915,1569022749,3052910431.0,3227236074.0,2646909593.0,3432993312.0,743737,281986,148831,143510,147133,147891,156372,155441,126545,71716,132067,175385,220878,288082,137595,552892,469271,5876,177974,243720,188857,189781,215959
52546,63,8713323528.0,738645,2034,570,362,335,496,450,397,309,264,68,305,451,698,916,163,1101,1502,8,377,439,475,504,799,6936556467.0,1776767061.0,459170469,979788576.0,1609117300.0,1961264667.0,2776056159.0,927926357,3915773306.0,4725844113.0,44974909,1474560100,1629121686.0,1399927055.0,1451872655.0,2641161017.0,551650,186995,113610,106232,107471,109461,114876,113998,72997,60002,123052,116218,128446,192925,118002,429305,308690,11176,189276,201598,150017,110073,75854
16168,20,997781740.0,81318,657,143,142,117,126,135,139,108,36,0,139,195,175,229,63,489,311,5,60,208,133,229,166,845143138.0,152638602.0,0,211524313.0,289821452.0,259907636.0,218732004.0,17796335,555516666.0,436655498.0,13502526,61933070,220055062.0,162668490.0,250548760.0,283464256.0,68830,12488,15156,13898,11701,14015,14060,11086,1402,0,15183,22619,20531,21175,1810,46193,34945,435,7578,23560,15360,16514,17693
30315,36,4413584427.0,357112,1331,170,288,228,268,280,266,112,59,323,161,404,264,136,214,418,1082,3,294,285,521,218,184,3921858954.0,491725473.0,913437508,595488775.0,656445582.0,1316890593.0,408114385.0,523207584,1975744906.0,2247197980.0,6750903,791123728,917637487.0,785633429.0,1231698626.0,490098714.0,289898,67214,57220,58691,57343,57523,59121,36821,30393,131728,40826,25270,21074,65261,72953,215151,139912,1484,129469,123723,61526,27419,11442
60630,75,1205535355176.0,22785978,2421,581,442,434,428,437,691,423,157,409,715,507,545,544,283,1759,1241,1,180,489,606,851,871,948925491181.0,256611805660.0,337464117350,277744120188.0,204282795137.0,207516985039.0,104488555953.0,74039810915,569114988979.0,370006562082.0,184607376,36089999429,181471893033.0,221741094095.0,237097417093.0,262536540026.0,18050880,4735098,3645262,3527300,3494186,3487171,3896961,3467185,1267913,6270885,5407228,3383764,3611709,2288928,1823464,12232573,7092430,12354,1388522,3930947,4602528,4716065,4674581
113176,142,80004867108.0,2954908,4575,1031,841,785,1102,878,981,719,312,106,717,1428,1704,1416,239,2613,2991,6,343,884,899,1883,1599,67241806569.0,12763060539.0,1466589385,17381676158.0,16697320424.0,21833604178.0,18308899462.0,4316777501,26517342710.0,28195096974.0,97928067,3763346656,8687312522.0,9719034222.0,16886001071.0,15558817143.0,2326439,628469,453115,456914,453554,469502,493354,373718,254751,166811,518656,606489,580863,753715,328374,1659051,1199967,18924,476963,734674,583516,553527,491413
163701,200,224676718756.0,4314942,5732,2375,1007,1124,1308,1047,1260,1555,822,34,545,1662,2879,2560,428,3879,4228,61,1581,2092,1938,1334,1109,145515005682.0,79161713074.0,676651747,4013381615.0,41163497852.0,80401822345.0,91382742394.0,7038622803,79727534706.0,134411315313.0,2804158815,69711131552,54673157791.0,41297247458.0,30782368870.0,14870785540.0,2957676,1357266,533820,549583,601259,594854,678160,778859,578407,69767,361744,804708,1224108,1536064,318551,1676524,2508905,123789,1718518,1069838,596779,479983,196560
58609,74,16786954843.0,700111,2179,723,442,398,407,561,375,399,326,0,316,619,946,967,54,1480,1423,1,105,383,849,911,661,12688545106.0,4098409737.0,3234875,1263644382.0,4864606271.0,4505098552.0,5610095799.0,540274964,8486176405.0,7993705202.0,4966457,423831530,2068726555.0,6783706048.0,4383158219.0,2815492791.0,481564,218547,101562,84488,94711,99543,101260,117512,101035,330,73920,148352,175684,281084,20741,396816,297163,558,41736,133049,194769,193054,130813
60630,75,2896355678.0,181643,2408,593,462,298,531,573,550,466,130,108,205,903,836,714,243,1775,1226,1,375,367,743,926,595,2215359087.0,680996591.0,48681256,190058770.0,704948197.0,763555347.0,953743502.0,235368606,1450960253.0,1441765349.0,5460345,485106535,455286413.0,547973871.0,870821227.0,528077210.0,130381,51262,25971,23286,29501,25741,25882,31333,19929,5308,18092,32242,34249,65204,26548,99412,82210,868,52611,40888,28979,31629,26646
94987,120,9218909414.0,1024210,3872,831,831,743,688,748,878,532,299,61,753,1030,1271,1234,360,2640,2065,5,616,1059,819,1149,1067,6826170219.0,2392739195.0,805404158,1028503976.0,1112020170.0,1464385647.0,2842188609.0,1966406854,5909962731.0,3052954576.0,37936911,2199599027,3023618187.0,1661721477.0,1216626026.0,823415675.0,743798,280412,147571,144749,147787,147541,156150,148151,132261,95995,125465,117753,124272,330306,230419,689061,327276,7167,320524,362207,152647,103329,70463
26273,29,21982684823.0,1082331,855,445,115,197,257,168,123,289,156,41,64,501,213,357,128,779,522,5,212,320,431,200,135,14277957732.0,7704727091.0,802228151,977048687.0,8066477103.0,3824562906.0,6083890345.0,2228477631,13747951779.0,8121880564.0,24935446,4152848105,6638655136.0,6850248185.0,2212847612.0,1990297857.0,772602,309729,145511,150766,154544,152683,169098,164652,145077,95356,151979,127828,117315,336185,253668,730813,345797,4091,415267,348693,179082,86945,42525
191995,236,1137782136459.0,33734722,8056,1450,1471,1456,1783,1679,1682,864,583,13,1051,2805,3150,2345,159,5807,3699,32,1445,2673,2406,1951,1008,869438411123.0,268343229756.0,2777764463,107793055713.0,357442993694.0,380502197838.0,269792797048.0,19472832123,580504464879.0,403697180514.0,1847610920,104970611751,242751771595.0,275678843437.0,237014442196.0,121938365509.0,28280828,5453894,5480209,5662258,5637030,5808755,5692576,3014449,2439445,348970,7596325,9422786,7840182,7230640,1295819,19532129,12187461,227967,7964374,9853952,7164517,4390914,2117814
28294,37,7515854188.0,101583,1088,313,243,166,293,285,105,167,147,0,307,370,251,294,181,840,561,0,44,361,144,495,356,7160222845.0,355631343.0,152106,1973438277.0,2570243892.0,1977055389.0,647754749.0,347209775,1482124839.0,6022352879.0,855305,103162738,471203895.0,284613577.0,4904311672.0,1740330532.0,72108,29475,12896,13233,14412,15020,16547,15284,14191,48,7621,15849,19977,38990,19098,63544,37345,136,15025,24896,24351,27977,8505
88924,110,19392175610.0,1287715,3089,1313,594,543,600,639,720,750,573,57,490,908,1375,1229,349,2674,1732,9,515,843,949,1224,869,12551989869.0,6840185741.0,805261197,2079315261.0,4488215744.0,5129818670.0,5188506049.0,1701058689,12687190763.0,6394009647.0,97112957,2616774969,5004125578.0,3475368086.0,4496954567.0,3390864256.0,934203,353512,187443,177314,182712,189035,197699,190450,163062,106097,211332,179493,196451,383180,211162,882857,397044,21502,343374,375790,213890,216530,108815
66693,84,19045224323.0,434099,2658,648,457,633,454,500,622,527,120,34,237,657,1020,1212,147,1179,2126,24,616,720,519,572,846,16771643003.0,2273581320.0,58550878,841956993.0,3241329572.0,5493280661.0,8651052973.0,759053246,6437339678.0,11839136898.0,38880689,4180913814,5403655913.0,3587192763.0,3033281110.0,2032552285.0,358670,75429,74805,73799,67440,71345,71281,58532,16897,8361,55465,103311,113946,127843,25173,199075,233826,4689,81044,114093,78059,81349,73668
42441,52,5742026701.0,327440,1697,405,340,279,321,372,392,264,140,39,248,352,804,555,104,966,1135,6,147,268,630,552,504,4584046053.0,1157980648.0,107384330,789613681.0,947915848.0,1667924290.0,1945487838.0,283700714,2027570406.0,1942288507.0,12345394,328376823,656492386.0,1027452847.0,1102914421.0,842277040.0,242014,85426,46204,45895,46441,51890,51584,49168,36258,12323,50100,54340,69082,106865,34730,181718,137494,3319,45902,64536,74679,72758,58021
22231,26,1774643640.0,201164,774,326,164,146,153,148,167,172,156,44,90,194,237,400,139,695,405,6,96,182,193,302,322,1264480716.0,510162924.0,123210860,201151316.0,268752425.0,327083784.0,534555717.0,319889538,1219642781.0,547373642.0,13731776,216213810,305331575.0,306548171.0,475900582.0,449290509.0,142637,58527,27543,28754,28431,26676,31233,31034,27493,15843,28361,27867,33982,55523,39588,138871,61947,4226,38518,43198,36524,48832,29520
54567,64,14346465789.0,996102,2124,580,472,417,376,406,456,361,222,32,300,620,805,854,92,1113,1589,8,148,342,447,1024,737,11906951664.0,2439514125.0,203177404,3366673577.0,4046196583.0,4026796777.0,2211437045.0,492184403,7048084126.0,7238491143.0,28639314,991040663,2137767109.0,2282559663.0,3546011092.0,5300557426.0,816552,179550,169938,158352,152416,167082,168764,130968,48582,25717,232410,260027,247212,166014,64722,507518,487614,6998,136087,232065,176526,201416,242043
72756,90,3182485795.0,320729,2956,645,460,542,463,626,870,489,158,40,331,793,1083,1200,154,1432,2170,29,524,769,592,764,930,2475312988.0,707172807.0,200888351,382248754.0,444911763.0,519632419.0,1161535371.0,473269137,1674129318.0,1493892509.0,30068259,550006675,681204101.0,654502067.0,571599151.0,680641573.0,235406,85323,45215,45222,46226,46848,51895,47776,37547,26309,41772,43327,52690,97160,59471,192207,128322,7739,76765,80615,70025,49715,35669
56588,70,9930413011.0,546736,2281,520,421,422,432,443,566,434,86,4,325,846,1000,578,51,1117,1684,4,159,372,703,729,845,8386033129.0,1544379882.0,23932205,1801765453.0,2814564847.0,2915023079.0,2078361264.0,296766163,3804347868.0,6010148688.0,28781979,652623663,1703757492.0,2593697457.0,2648500960.0,2187135006.0,466446,80290,106963,87713,84928,83889,102953,77495,2795,71,111853,151031,174105,108793,883,245309,299532,3693,50630,111183,147998,117228,114101
86903,106,40347013883.0,796474,3348,960,712,636,613,689,706,658,304,37,755,955,1237,1190,137,2342,1960,8,286,645,909,1295,1173,27378579872.0,12968434011.0,147770884,5105673157.0,9450168272.0,14541656558.0,10725295149.0,376449863,17136810169.0,19869675914.0,20663576,1306054674,4166662085.0,6900203964.0,12756073200.0,11856828581.0,588430,208044,109418,111904,115178,120883,131047,124491,83553,18398,142142,180340,201913,201203,52478,408591,346174,5191,78192,141246,164072,181723,184335
8084,10,4493296333.0,38218,183,217,25,43,45,36,35,116,103,0,44,87,126,139,3,278,122,2,23,68,195,81,31,2056259245.0,2437037088.0,0,491354868.0,963051427.0,1424866968.0,1578705985.0,35317085,2844292343.0,1259607719.0,27860257,235561931,699700147.0,2002411784.0,820123192.0,318242755.0,17724,20494,2335,3921,3905,3573,3990,10069,10425,0,4536,8863,12583,12021,215,22509,13193,531,2392,6309,16627,7601,2244
70735,89,4226860795.0,448366,2659,845,579,467,454,584,587,537,307,59,370,757,1126,990,203,1656,1846,20,245,345,446,1079,1372,3109200887.0,1117659908.0,255651968,654754309.0,656458354.0,826920186.0,1152163609.0,680912369,2538889790.0,1684982234.0,58466110,659000712,658631808.0,744621408.0,1082893367.0,1020258617.0,326037,122329,64881,63484,63864,65701,68107,65043,57286,33407,69364,61469,74189,124409,85528,287084,161101,13603,100709,84532,76729,90680,81936
165722,206,547606912722.0,9776770,5607,2600,906,1016,1142,1258,1283,1325,1279,9,438,2099,2908,2610,158,3824,4383,95,1586,2354,1978,1286,916,360918676139.0,186688236583.0,188092404,24057958640.0,130244160500.0,185043895061.0,192401544123.0,15671261994,189292853183.0,333879133527.0,3728958220,104832540929,148754032894.0,124788371915.0,83277957223.0,57790125528.0,6615074,3161696,1238970,1193083,1274280,1372642,1536099,1684457,1477239,19906,654579,2305845,2911498,3556663,328279,3291489,6221097,112930,2571332,3286339,1876771,1094064,571125
115197,140,19093142840.0,1303893,4421,1281,947,794,925,795,969,814,467,30,508,1416,1791,1779,179,2351,3358,180,399,670,1287,1699,1480,14352954475.0,4740188365.0,177713338,1958965146.0,4249423423.0,5386786603.0,6361383178.0,958871152,7850292219.0,10226589325.0,198264231,1083302086,1961638539.0,3796558567.0,5926456080.0,5110662050.0,946426,357467,193558,179231,186629,187847,199161,204370,153097,26492,144337,252598,316924,437454,126088,651517,633782,62160,162819,166712,284773,337014,271836
40420,50,13868348010.0,947629,1554,446,281,173,602,208,293,279,168,22,302,327,564,705,80,950,1054,0,145,193,296,568,802,9963698931.0,3904649079.0,169656823,2490920862.0,2649533234.0,3302188159.0,4603314994.0,652733938,5033609029.0,8165478210.0,4171804,806083489,1383848081.0,1888579301.0,4397571464.0,4718833096.0,678150,269479,135915,119502,137046,135017,150670,149982,119497,18737,110311,163265,223581,355902,75833,383341,525089,908,90802,127451,141427,268439,279405
32336,40,874248987.0,88001,1286,315,276,323,252,229,211,221,96,36,129,345,411,462,221,717,883,11,227,347,357,601,59,639273488.0,234975499.0,58686364,98420519.0,131331657.0,180694365.0,248358329.0,156757753,432419104.0,387598981.0,14272582,104179184,263629070.0,237693266.0,161602649.0,38641337.0,63893,24108,12132,12679,12837,12784,13461,12913,11195,5834,13754,13746,16006,21909,16752,49531,37727,3416,13649,25984,26272,12235,5705
123281,151,93576190644.0,4200875,4655,1450,903,884,920,850,1122,954,492,25,609,1542,2307,1536,99,2912,3193,22,694,1259,1327,1323,1486,74563113809.0,19013076835.0,609416308,12032144962.0,23355800864.0,32819781211.0,22371290130.0,2387757169,34932192614.0,40501409436.0,273915377,6684774694,13576862013.0,18670756505.0,17336855069.0,18890438388.0,3377414,823461,710317,662074,656608,646824,701591,533132,290329,77904,698777,1050379,1041710,1053358,278747,2035335,2054016,67339,565213,947210,1123536,719870,666182
141470,178,75572009086.0,4311099,5569,1437,1118,1172,1157,1149,983,1014,427,32,647,1996,2199,1978,157,3396,3609,31,1314,1749,1669,1294,962,56312534443.0,19259474643.0,1005916851,6677996187.0,21466505430.0,22816711222.0,20521984185.0,3082895211,31610774671.0,37404917193.0,597637692,10251227726,17512210637.0,16687437235.0,13404923640.0,10562254933.0,3354434,956665,647345,663102,666046,676086,701855,556454,400211,114049,600400,1087061,1033720,1175748,300121,2148832,1997670,106926,1065219,1103159,915747,616544,338891
6063,9,1096513934.0,980,300,0,5,94,46,94,63,0,0,0,23,6,273,0,0,236,64,0,44,167,85,3,0,1096513934.0,0.0,0,82179423.0,24044158.0,990290353.0,0.0,0,516143613.0,90957393.0,0,34699377,397934660.0,173068646.0,1398323.0,0.0,980,0,70,420,140,245,105,0,0,0,175,105,700,0,0,770,175,0,70,525,315,35,0
18189,19,2363389592.0,95730,665,235,130,122,121,131,162,203,31,2,108,326,297,167,2,516,386,24,167,179,222,171,140,1585370906.0,778018686.0,7085709,258992819.0,808430131.0,783881775.0,498846706.0,6152452,1374732846.0,921383444.0,85337220,535197613,422122198.0,503215025.0,369839937.0,380404295.0,87673,8057,20155,17490,15283,17252,17493,7202,855,269,20446,27824,32434,14488,269,45090,50148,783,10042,17079,23233,22052,22052
16168,20,1095726239.0,118883,680,122,175,117,105,203,82,63,58,10,102,166,248,168,108,377,424,3,208,281,135,113,60,851194918.0,244531321.0,24897514,114412303.0,177405807.0,223182410.0,302999791.0,252828414,559971945.0,426293822.0,6420306,230530621,363171544.0,213904898.0,112215375.0,60023022.0,90509,28374,18009,17059,18679,18005,18757,15556,12818,2686,16365,18794,19893,34682,26463,72284,45989,1082,30256,45737,24869,11770,4559
62651,77,3050189487.0,140118,2591,512,487,495,516,575,525,365,151,0,356,928,821,959,44,1420,1683,11,296,653,257,1019,864,2394171661.0,656017826.0,257163,446567593.0,760097905.0,770003404.0,1020084445.0,53178977,987625114.0,1686276435.0,6606108,222976337,378463116.0,266914269.0,1073229463.0,725712249.0,107573,32545,21315,21263,21061,19456,24478,19190,13355,7,20753,29618,36185,51243,2312,52171,73861,725,19556,24488,16692,41078,23491
22231,29,234781417.0,14973,906,196,253,132,104,274,145,149,45,0,174,277,253,375,22,463,640,14,157,199,208,343,179,183349559.0,51431858.0,0,25952821.0,56061991.0,60376327.0,83816706.0,8573572,70842234.0,141242723.0,3209602,46998088,39555515.0,41837066.0,48052033.0,32432654.0,11691,3282,2704,2092,1823,2781,2291,2304,978,0,1254,3741,3377,6072,529,4806,9157,570,3309,2650,2091,3519,1824
173806,212,406940905740.0,22566876,6924,1680,1339,1235,1403,1410,1553,1189,495,24,841,2434,2667,2419,239,4039,4566,104,2147,2303,1738,1177,1153,324489574696.0,82451331044.0,4044725753,35248767874.0,98328174387.0,123945469245.0,123402410916.0,21971357565,159550801814.0,227676405935.0,5314291789,108911485727,109635975124.0,77012845991.0,61065839297.0,25286865334.0,17727037,4839839,3449253,3479843,3442695,3571675,3783571,3012964,1826875,508845,3945029,5074427,4840148,6260593,1937834,10478918,11617898,624372,8340962,5591853,3427231,2965001,1147420
159659,193,103938713466.0,3358543,6202,1702,1351,1187,1181,1325,1182,1072,636,36,943,2107,2512,2074,245,3932,3973,11,828,1914,2152,1227,1784,74692991000.0,29245722466.0,1504882595,7808917219.0,25436110230.0,31599918536.0,32692787122.0,4896097764,43673534419.0,52621383328.0,207760579,14880722398,29079711215.0,23241515181.0,14342760177.0,14542448186.0,2751718,606825,517157,545647,545329,567845,575740,367998,238827,168351,695101,767060,613583,739305,375143,1894305,1293462,34683,898480,1056212,622498,406240,169645
80840,100,58975378224.0,1810510,2678,1327,511,472,598,529,569,685,643,0,87,1025,1705,1176,16,1007,2995,45,481,485,834,1199,969,39372566668.0,19602811556.0,0,2060218231.0,14386057883.0,24178983795.0,17741363072.0,608755243,13138519713.0,41896302100.0,501258385,6051748692,7063926707.0,12950746414.0,15406127280.0,13061014346.0,1188385,622125,212591,217851,242419,241640,273884,352243,269882,0,59350,447497,698459,584014,21190,392814,1381281,29033,274647,260677,389239,452321,368167
80840,97,11950550243.0,879770,3256,746,828,393,758,684,596,484,262,118,547,962,926,1228,230,2484,1519,11,334,737,368,853,1702,8340015566.0,3610534677.0,1532798673,2143889207.0,2687262026.0,1876991718.0,2137479456.0,1572129163,7504004901.0,2521155382.0,55757718,1731297180,1639293494.0,1362584049.0,1533361821.0,3702866026.0,622365,257405,126334,117593,121063,123031,134344,139846,117559,96952,132387,109107,119503,237777,184044,619817,254780,12257,242566,215428,135216,144592,124537
113176,134,28412103949.0,1605852,4472,1134,887,856,900,633,1203,823,313,65,715,1329,1656,1634,208,2902,2700,6,330,850,903,1750,1768,22104918022.0,6307185927.0,879634389,6467278287.0,5501492090.0,7034719507.0,6252459205.0,2276520471,13884268766.0,9123205511.0,57401234,2002740285,3923856648.0,4756074209.0,6162642504.0,6104759396.0,1160730,445122,232297,226560,233474,229997,238402,258418,186704,104265,254545,227266,284579,469988,265209,938307,606998,11426,274510,381036,312908,290018,275406
30315,37,1526524809.0,128934,1400,100,297,232,386,210,277,56,44,7,119,342,461,487,91,746,756,43,99,440,396,421,103,1344201221.0,182323588.0,12853402,135979721.0,314218527.0,373686158.0,528105617.0,161681384,762641358.0,709638114.0,9365725,145631570,336448258.0,322294210.0,602353373.0,56186338.0,101160,27774,19505,20794,19118,20973,20770,14982,12792,1914,27392,21568,22636,32049,23375,89477,39053,2928,30971,39233,31153,17841,6403
131365,164,79581661502.0,1354259,5282,1222,941,867,1086,1128,1274,765,461,32,781,1738,2131,1700,135,3608,2901,18,548,1093,1601,1581,1683,58713117965.0,20868543537.0,435726582,5228634340.0,21844551944.0,27445689645.0,23248574439.0,1378484552,46244205553.0,30026074044.0,59384601,6153447456,14725811444.0,18372340326.0,20026102853.0,16933192918.0,1061451,292808,204238,205876,207053,218449,225835,177361,115447,54477,193663,297467,313363,367496,127793,803596,511984,11909,229916,299798,290418,254603,228904
