연번,구획라벨,소속동,소속구간,용도구분,공유종류,경도,위도
1603, 11-41-101,화곡6동, 11-41,전용,공유가능,126.8514814,37.54609764
1604, 11-43-06,화곡6동, 11-43,일반,공유가능,126.8485771,37.54907062
1605, 11-43-07,화곡6동, 11-43,일반,공유가능,126.8486422,37.54903241
1606, 11-43-08,화곡6동, 11-43,일반,공유가능,126.8486932,37.5490032
1607, 11-44-15,화곡6동, 11-44,일반,공유가능,126.8507751,37.54978171
1608, 11-44-16,화곡6동, 11-44,일반,공유가능,126.8508067,37.5498196
1609, 11-44-17,화곡6동, 11-44,일반,공유가능,126.8508372,37.54985658
1610, 11-44-18,화곡6동, 11-44,일반,공유가능,126.8508688,37.54989447
1611, 11-44-102,화곡6동, 11-44,전용,공유가능,126.849208,37.54837653
1612, 11-45-04,화곡6동, 11-45,일반,공유불가능,126.8487221,37.54948616
1613, 11-45-05,화곡6동, 11-45,일반,공유불가능,126.8486757,37.54951223
1614, 11-48-04,화곡6동, 11-48,일반,공유불가능,126.8500083,37.54978789
1615, 11-48-05,화곡6동, 11-48,일반,공유불가능,126.8499619,37.54981396
1616, 11-48-06,화곡6동, 11-48,일반,공유불가능,126.8499154,37.54983913
1617, 11-48-10,화곡6동, 11-48,일반,공유불가능,126.8497285,37.54994252
1618, 11-48-11,화곡6동, 11-48,일반,공유불가능,126.849682,37.54996769
1619, 11-48-12,화곡6동, 11-48,일반,공유불가능,126.8496356,37.54999376
1620, 11-48-13,화곡6동, 11-48,일반,공유불가능,126.8495891,37.55001893
1621, 11-48-14,화곡6동, 11-48,일반,공유불가능,126.8495427,37.550045
1622, 11-48-15,화곡6동, 11-48,일반,공유불가능,126.8494962,37.55007017
1623, 11-48-16,화곡6동, 11-48,일반,공유불가능,126.8494497,37.55009624
1624, 11-48-17,화곡6동, 11-48,일반,공유불가능,126.8494033,37.55012141
1625, 11-48-20,화곡6동, 11-48,일반,공유불가능,126.8492639,37.55019873
1626, 11-58-14,화곡6동, 11-58,일반,공유가능,126.8503864,37.55490318
1627, 11-58-101,화곡6동, 11-58,전용,공유가능,126.8504008,37.55493284
1628, 11-60-01,화곡6동, 11-60,일반,공유가능,126.8488725,37.55480697
1629, 11-60-02,화곡6동, 11-60,일반,공유가능,126.8489234,37.55478677
1630, 11-60-03,화곡6동, 11-60,일반,공유가능,126.8489801,37.55476431
1631, 11-60-04,화곡6동, 11-60,일반,공유가능,126.8490395,37.55474862
1632, 11-60-05,화곡6동, 11-60,일반,공유가능,126.8491329,37.55471496
1633, 11-60-07,화곡6동, 11-60,일반,공유가능,126.8492745,37.55467459
1634, 11-60-08,화곡6동, 11-60,일반,공유가능,126.8497162,37.5544927
1635, 11-60-09,화곡6동, 11-60,일반,공유가능,126.8496483,37.55451514
1636, 11-60-10,화곡6동, 11-60,일반,공유가능,126.8498012,37.55446578
1637, 11-60-11,화곡6동, 11-60,일반,공유가능,126.8498746,37.5544504
1638, 11-61-02,화곡6동, 11-61,일반,공유가능,126.8505772,37.55405906
1639, 11-61-03,화곡6동, 11-61,일반,공유가능,126.8505462,37.55398695
1640, 11-61-04,화곡6동, 11-61,일반,공유가능,126.8505222,37.55395425
1641, 11-61-05,화곡6동, 11-61,일반,공유가능,126.8504983,37.55392044
1642, 11-61-06,화곡6동, 11-61,일반,공유가능,126.8504828,37.55388888
1643, 11-62-05,화곡6동, 11-62,일반,공유불가능,126.8483356,37.55448418
1644, 11-62-06,화곡6동, 11-62,일반,공유불가능,126.8483808,37.55451803
1645, 11-62-07,화곡6동, 11-62,일반,공유불가능,126.8484175,37.55454961
1646, 11-62-08,화곡6동, 11-62,일반,공유불가능,126.848457,37.55458345
1647, 11-62-09,화곡6동, 11-62,일반,공유불가능,126.8485022,37.55461729
1648, 11-62-11,화곡6동, 11-62,일반,공유불가능,126.848587,37.55468272
1649, 11-62-12,화곡6동, 11-62,일반,공유불가능,126.8486237,37.55471656
1650, 11-62-13,화곡6동, 11-62,일반,공유불가능,126.8486745,37.55475041
1651, 11-62-14,화곡6동, 11-62,일반,공유불가능,126.8485474,37.55464663
1652, 11-64-105,화곡6동, 11-64,전용,공유가능,126.849378,37.55412549
1653, 11-66-01,화곡6동, 11-66,일반,공유불가능,126.8475681,37.55343128
1654, 11-66-02,화곡6동, 11-66,일반,공유불가능,126.8475907,37.55346284
1655, 11-66-03,화곡6동, 11-66,일반,공유불가능,126.8476076,37.55348989
1656, 11-66-04,화곡6동, 11-66,일반,공유불가능,126.8476217,37.55351694
1657, 11-66-05,화곡6동, 11-66,일반,공유불가능,126.8476415,37.55354625
1658, 11-66-06,화곡6동, 11-66,일반,공유불가능,126.8476555,37.55357555
1659, 11-66-07,화곡6동, 11-66,일반,공유불가능,126.8476809,37.55360261
1660, 11-66-08,화곡6동, 11-66,일반,공유불가능,126.8476979,37.55362966
1661, 11-66-09,화곡6동, 11-66,일반,공유불가능,126.8479432,37.55400615
1662, 11-66-10,화곡6동, 11-66,일반,공유불가능,126.8479714,37.55405349
1663, 11-66-11,화곡6동, 11-66,일반,공유불가능,126.847994,37.55410307
1664, 11-66-12,화곡6동, 11-66,일반,공유불가능,126.8480335,37.55415718
1665, 11-66-13,화곡6동, 11-66,일반,공유불가능,126.8480532,37.55419775
1666, 11-66-14,화곡6동, 11-66,일반,공유불가능,126.8480842,37.55423608
1667, 11-66-103,화곡6동, 11-66,전용,공유불가능,126.8480141,37.55396344
1668, 11-68-01,화곡6동, 11-68,일반,공유불가능,126.8479054,37.55313559
1669, 11-68-02,화곡6동, 11-68,일반,공유불가능,126.847953,37.55310952
1670, 11-68-05,화곡6동, 11-68,일반,공유불가능,126.8482476,37.55293681
1671, 11-68-06,화곡6동, 11-68,일반,공유불가능,126.8482941,37.55291164
1672, 11-68-07,화곡6동, 11-68,일반,공유불가능,126.8483405,37.55288647
1673, 11-68-08,화곡6동, 11-68,일반,공유불가능,126.848387,37.5528604
1674, 11-68-09,화곡6동, 11-68,일반,공유불가능,126.8484697,37.55281546
1675, 11-68-10,화곡6동, 11-68,일반,공유불가능,126.8485161,37.55279029
1676, 11-68-11,화곡6동, 11-68,일반,공유불가능,126.8485626,37.55276422
1677, 11-69-104,화곡6동, 11-69,전용,공유가능,126.8490354,37.55259974
1678, 11-70-102,화곡6동, 11-70,전용,공유가능,126.8479686,37.55274281
1679, 11-70-103,화곡6동, 11-70,전용,공유가능,126.8479178,37.55268508
1680, 11-70-107,화곡6동, 11-70,전용,공유가능,126.847559,37.5523771
1681, 11-71-101,화곡6동, 11-71,전용,공유불가능,126.8485492,37.55199854
1682, 11-72-03,화곡6동, 11-72,일반,공유불가능,126.8469782,37.55226213
1683, 11-72-04,화곡6동, 11-72,일반,공유불가능,126.8469193,37.55224493
1684, 11-72-05,화곡6동, 11-72,일반,공유불가능,126.8468605,37.55222863
1685, 11-72-06,화곡6동, 11-72,일반,공유불가능,126.8468028,37.55221144
1686, 11-72-08,화곡6동, 11-72,일반,공유불가능,126.8464318,37.55210281
1687, 11-72-09,화곡6동, 11-72,일반,공유불가능,126.8463741,37.55208471
1688, 11-72-10,화곡6동, 11-72,일반,공유불가능,126.8463153,37.55206752
1689, 11-72-11,화곡6동, 11-72,일반,공유불가능,126.8462565,37.55205032
1690, 11-72-12,화곡6동, 11-72,일반,공유불가능,126.8461988,37.55203312
1691, 11-72-13,화곡6동, 11-72,일반,공유불가능,126.84614,37.55201592
1692, 11-72-14,화곡6동, 11-72,일반,공유불가능,126.8460823,37.55199872
1693, 11-72-15,화곡6동, 11-72,일반,공유불가능,126.8460235,37.55198152
1694, 11-72-16,화곡6동, 11-72,일반,공유불가능,126.846744,37.55219424
1695, 11-72-18,화곡6동, 11-72,일반,공유가능,126.8471178,37.55228418
1696, 11-72-19,화곡6동, 11-72,일반,공유가능,126.8470527,37.55227733
1697, 11-73-01,화곡6동, 11-73,일반,공유불가능,126.8454101,37.55202749
1698, 11-73-02,화곡6동, 11-73,일반,공유불가능,126.8453558,37.55203913
1699, 11-73-03,화곡6동, 11-73,일반,공유불가능,126.8453014,37.55205167
1700, 11-73-04,화곡6동, 11-73,일반,공유불가능,126.8452471,37.55206332
1701, 11-73-06,화곡6동, 11-73,일반,공유불가능,126.845084,37.55210004
1702, 11-73-07,화곡6동, 11-73,일반,공유불가능,126.8447635,37.55217441
1703, 11-73-08,화곡6동, 11-73,일반,공유불가능,126.8447092,37.55218695
1704, 11-73-09,화곡6동, 11-73,일반,공유불가능,126.8446548,37.55219949
1705, 11-73-10,화곡6동, 11-73,일반,공유불가능,126.8446005,37.55221203
1706, 11-73-22,화곡6동, 11-73,일반,공유불가능,126.8456208,37.55193045
1707, 11-73-23,화곡6동, 11-73,일반,공유불가능,126.8456752,37.55191881
1708, 11-73-24,화곡6동, 11-73,일반,공유불가능,126.8457307,37.55190717
1709, 11-74-01,화곡6동, 11-74,일반,공유불가능,126.8461314,37.55181663
1710, 11-74-02,화곡6동, 11-74,일반,공유불가능,126.8461964,37.55180545
1711, 11-74-03,화곡6동, 11-74,일반,공유불가능,126.8462446,37.55179425
1712, 11-74-04,화곡6동, 11-74,일반,공유불가능,126.8462899,37.55178305
1713, 11-74-05,화곡6동, 11-74,일반,공유불가능,126.8463465,37.55177186
1714, 11-74-07,화곡6동, 11-74,일반,공유불가능,126.8465194,37.55173744
1715, 11-74-09,화곡6동, 11-74,일반,공유불가능,126.8463974,37.55176066
1716, 11-74-10,화곡6동, 11-74,일반,공유불가능,126.8467484,37.55168003
1717, 11-76-03,화곡6동, 11-76,일반,공유가능,126.84791,37.55142182
1718, 11-77-04,화곡6동, 11-77,일반,공유가능,126.8483857,37.55122177
1719, 11-77-06,화곡6동, 11-77,일반,공유가능,126.8486033,37.5510914
1720, 11-77-07,화곡6동, 11-77,일반,공유가능,126.8486554,37.55106353
1721, 11-77-103,화곡6동, 11-77,전용,공유가능,126.8483098,37.55125952
1722, 11-79-03,화곡6동, 11-79,일반,공유불가능,126.8460369,37.551258
1723, 11-79-06,화곡6동, 11-79,일반,공유불가능,126.8461819,37.55118791
1724, 11-79-07,화곡6동, 11-79,일반,공유불가능,126.8463258,37.55112052
1725, 11-79-08,화곡6동, 11-79,일반,공유불가능,126.8463779,37.55109626
1726, 11-79-09,화곡6동, 11-79,일반,공유불가능,126.8464346,37.5510684
1727, 11-79-10,화곡6동, 11-79,일반,공유불가능,126.8464878,37.55104234
1728, 11-79-13,화곡6동, 11-79,일반,공유불가능,126.8465956,37.55090822
1729, 11-79-14,화곡6동, 11-79,일반,공유불가능,126.8466059,37.55086408
1730, 11-79-16,화곡6동, 11-79,일반,공유불가능,126.846614,37.55077128
1731, 11-79-17,화곡6동, 11-79,일반,공유불가능,126.846605,37.55072441
1732, 11-79-18,화곡6동, 11-79,일반,공유불가능,126.8465814,37.55068022
1733, 11-79-19,화곡6동, 11-79,일반,공유불가능,126.846552,37.55064054
1734, 11-79-20,화곡6동, 11-79,일반,공유불가능,126.8465159,37.55060444
1735, 11-79-21,화곡6동, 11-79,일반,공유불가능,126.8464752,37.55057015
1736, 11-79-22,화곡6동, 11-79,일반,공유불가능,126.8464334,37.55053946
1737, 11-79-23,화곡6동, 11-79,일반,공유불가능,126.8463452,37.55048257
1738, 11-79-24,화곡6동, 11-79,일반,공유불가능,126.8463023,37.55045368
1739, 11-79-25,화곡6동, 11-79,일반,공유불가능,126.8462141,37.55039589
1740, 11-79-26,화곡6동, 11-79,일반,공유불가능,126.8461712,37.550367
1741, 11-79-27,화곡6동, 11-79,일반,공유불가능,126.8461282,37.55033811
1742, 11-79-28,화곡6동, 11-79,일반,공유불가능,126.8460864,37.55030832
1743, 11-79-29,화곡6동, 11-79,일반,공유불가능,126.8460435,37.55027852
1744, 11-79-30,화곡6동, 11-79,일반,공유불가능,126.8460017,37.55024873
1745, 11-79-102,화곡6동, 11-79,전용,공유가능,126.8457622,37.55165863
1746, 11-79-101,화곡6동, 11-79,전용,공유가능,126.8458095,37.55150987
1747, 11-80-01,화곡6동, 11-80,일반,공유가능,126.8468306,37.54975509
1748, 11-80-04,화곡6동, 11-80,일반,공유가능,126.8471442,37.55027093
1749, 11-80-102,화곡6동, 11-80,전용,공유가능,126.8468535,37.55073461
1750, 11-81-09,화곡6동, 11-81,일반,공유가능,126.8471422,37.54945975
1751, 11-81-10,화곡6동, 11-81,일반,공유가능,126.8471887,37.54943368
1752, 11-81-11,화곡6동, 11-81,일반,공유가능,126.8472351,37.54940851
1753, 11-87-102,화곡6동, 11-87,전용,공유가능,126.8495981,37.55213471
1754, 11-87-101,화곡6동, 11-87,전용,공유가능,126.8495281,37.55217148
1755, 13-01-03,화곡8동, 13-01,일반,공유불가능,126.8454395,37.53757341
1756, 13-01-04,화곡8동, 13-01,일반,공유불가능,126.8454292,37.53760782
1757, 13-01-05,화곡8동, 13-01,일반,공유불가능,126.8454136,37.53764411
1758, 13-01-10,화곡8동, 13-01,일반,공유불가능,126.8454907,37.53735927
1759, 13-01-11,화곡8동, 13-01,일반,공유불가능,126.8455135,37.53728046
1760, 13-01-12,화곡8동, 13-01,일반,공유불가능,126.8455021,37.53731874
1761, 13-05-02,화곡8동, 13-05,일반,공유가능,126.8483036,37.53835493
1762, 13-05-101,화곡8동, 13-05,전용,공유가능,126.8483757,37.53821247
1763, 13-06-03,화곡8동, 13-06,일반,공유가능,126.8490169,37.53707991
1764, 13-06-05,화곡8동, 13-06,일반,공유가능,126.8488511,37.53738156
1765, 13-06-06,화곡8동, 13-06,일반,공유가능,126.8487761,37.53751573
1766, 13-07-02,화곡8동, 13-07,일반,공유가능,126.8516266,37.53846861
1767, 13-07-03,화곡8동, 13-07,일반,공유불가능,126.8516351,37.53850016
1768, 13-07-04,화곡8동, 13-07,일반,공유가능,126.8516435,37.5385365
1769, 13-07-05,화곡8동, 13-07,일반,공유가능,126.8516519,37.53857226
1770, 13-08-06,화곡8동, 13-08,일반,공유가능,126.8485505,37.53675635
1771, 13-08-08,화곡8동, 13-08,일반,공유가능,126.8488332,37.53685764
1772, 13-08-104,화곡8동, 13-08,전용,공유가능,126.8494528,37.53713689
1773, 13-08-105,화곡8동, 13-08,전용,공유가능,126.8493546,37.5371081
1774, 13-09-02,화곡8동, 13-09,일반,공유불가능,126.8456778,37.53579853
1775, 13-09-03,화곡8동, 13-09,일반,공유불가능,126.8457202,37.53581436
1776, 13-09-05,화곡8동, 13-09,일반,공유불가능,126.8458078,37.53584826
1777, 13-09-06,화곡8동, 13-09,일반,공유불가능,126.8458586,37.5358686
1778, 13-09-07,화곡8동, 13-09,일반,공유불가능,126.8459152,37.5358912
1779, 13-09-08,화곡8동, 13-09,일반,공유불가능,126.8459689,37.53591604
1780, 13-09-12,화곡8동, 13-09,일반,공유불가능,126.8462657,37.53600653
1781, 13-09-13,화곡8동, 13-09,일반,공유불가능,126.8463194,37.53602462
1782, 13-09-14,화곡8동, 13-09,일반,공유불가능,126.8463816,37.53604723
1783, 13-09-15,화곡8동, 13-09,일반,공유불가능,126.8464409,37.53607208
1784, 13-09-16,화곡8동, 13-09,일반,공유불가능,126.8465144,37.53609921
1785, 13-10-103,화곡8동, 13-10,전용,공유가능,126.8461526,37.5355605
1786, 13-11-03,화곡8동, 13-11,일반,공유가능,126.8467799,37.53508971
1787, 13-11-04,화곡8동, 13-11,일반,공유불가능,126.8467279,37.53507072
1788, 13-11-05,화곡8동, 13-11,일반,공유가능,126.846677,37.53505263
1789, 13-11-101,화곡8동, 13-11,전용,공유가능,126.8469879,37.53516297
1790, 13-11-102,화곡8동, 13-11,전용,공유가능,126.8463413,37.53497048
1791, 13-13-105,화곡8동, 13-13,전용,공유가능,126.8479608,37.53563031
1792, 13-14-05,화곡8동, 13-14,일반,공유가능,126.8480994,37.53560345
1793, 13-16-06,화곡8동, 13-16,일반,공유가능,126.849411,37.53605789
1794, 13-17-101,화곡8동, 13-17,전용,공유가능,126.8491726,37.53645627
1795, 13-17-102,화곡8동, 13-17,전용,공유가능,126.8485139,37.53626847
1796, 13-22-02,화곡8동, 13-22,일반,공유가능,126.8511395,37.53593844
1797, 13-25-01,화곡8동, 13-25,일반,공유가능,126.8493009,37.5348771
1798, 13-26-10,화곡8동, 13-26,일반,공유가능,126.8484616,37.53472192
1799, 13-26-11,화곡8동, 13-26,일반,공유가능,126.8484855,37.5346814
1800, 13-26-12,화곡8동, 13-26,일반,공유가능,126.848523,37.53461567
1801, 13-26-106,화곡8동, 13-26,전용,공유가능,126.8484346,37.53476703
1802, 13-26-103,화곡8동, 13-26,전용,공유가능,126.8482613,37.53507552
1803, 13-26-105,화곡8동, 13-26,전용,공유가능,126.8480862,37.53538941
1804, 13-29-01,화곡8동, 13-29,일반,공유가능,126.8454235,37.53428452
1805, 13-29-02,화곡8동, 13-29,일반,공유가능,126.8454489,37.53429357
1806, 13-29-03,화곡8동, 13-29,일반,공유가능,126.8454828,37.53430712
1807, 13-29-04,화곡8동, 13-29,일반,공유가능,126.8455083,37.53431617
1808, 13-29-06,화곡8동, 13-29,일반,공유가능,126.8457033,37.53439526
1809, 13-30-105,화곡8동, 13-30,전용,공유가능,126.8480777,37.5338041
1810, 13-30-106,화곡8동, 13-30,전용,공유가능,126.8480311,37.53388604
1811, 13-30-107,화곡8동, 13-30,전용,공유가능,126.8479519,37.53403435
1812, 13-34-01,화곡8동, 13-34,일반,공유가능,126.8483587,37.53188716
1813, 13-34-02,화곡8동, 13-34,일반,공유가능,126.8484181,37.53190301
1814, 13-34-03,화곡8동, 13-34,일반,공유가능,126.8484689,37.53193461
1815, 13-40-02,화곡8동, 13-40,일반,공유불가능,126.8502556,37.53338072
1816, 13-40-13,화곡8동, 13-40,일반,공유불가능,126.8503267,37.53236437
1817, 13-40-14,화곡8동, 13-40,일반,공유불가능,126.8503291,37.53231932
1818, 13-40-15,화곡8동, 13-40,일반,공유불가능,126.8503326,37.53227427
1819, 13-40-101,화곡8동, 13-40,전용,공유불가능,126.8502368,37.53331314
1820, 13-40-103,화곡8동, 13-40,전용,공유불가능,126.850336,37.53222742
1821, 13-40-112,화곡8동, 13-40,전용,공유불가능,126.8503232,37.53241122
1822, 13-41-01,화곡8동, 13-41,일반,공유가능,126.8503908,37.53123428
1823, 13-41-03,화곡8동, 13-41,일반,공유가능,126.8503792,37.53138518
1824, 13-41-101,화곡8동, 13-41,전용,공유가능,126.8503879,37.53128383
1825, 13-42-03,화곡8동, 13-42,일반,공유불가능,126.8510489,37.535353
1826, 13-42-04,화곡8동, 13-42,일반,공유가능,126.8510513,37.53530795
1827, 13-42-05,화곡8동, 13-42,일반,공유가능,126.8510547,37.5352629
1828, 13-42-102,화곡8동, 13-42,전용,공유가능,126.8510429,37.53548519
1829, 13-47-01,화곡8동, 13-47,일반,공유불가능,126.8490953,37.52983122
1830, 13-47-02,화곡8동, 13-47,일반,공유불가능,126.8490285,37.52982392
1831, 13-47-03,화곡8동, 13-47,일반,공유불가능,126.848972,37.52981754
1832, 13-47-04,화곡8동, 13-47,일반,공유불가능,126.8489166,37.52981116
1833, 13-47-05,화곡8동, 13-47,일반,공유불가능,126.8488147,37.52979931
1834, 13-47-06,화곡8동, 13-47,일반,공유불가능,126.8487593,37.52979384
1835, 13-47-07,화곡8동, 13-47,일반,공유불가능,126.8487193,37.52978829
1836, 13-47-08,화곡8동, 13-47,일반,공유불가능,126.8486473,37.52978107
1837, 13-47-09,화곡8동, 13-47,일반,공유불가능,126.8485908,37.52977469
1838, 13-47-10,화곡8동, 13-47,일반,공유불가능,126.8485353,37.52976831
1839, 13-47-14,화곡8동, 13-47,일반,공유불가능,126.8483114,37.52974369
1840, 13-47-15,화곡8동, 13-47,일반,공유불가능,126.8482548,37.52973731
1841, 13-47-16,화곡8동, 13-47,일반,공유불가능,126.8481994,37.52973093
1842, 13-50-07,화곡8동, 13-50,일반,공유불가능,126.8492425,37.52939693
1843, 13-50-08,화곡8동, 13-50,일반,공유불가능,126.8492344,37.52944648
1844, 13-50-09,화곡8동, 13-50,일반,공유불가능,126.8492253,37.52949513
1845, 13-50-10,화곡8동, 13-50,일반,공유불가능,126.8492161,37.52954378
1846, 13-50-11,화곡8동, 13-50,일반,공유불가능,126.8492081,37.52959333
1847, 13-50-12,화곡8동, 13-50,일반,공유불가능,126.849199,37.52964197
1848, 13-50-13,화곡8동, 13-50,일반,공유불가능,126.8491909,37.52969152
1849, 13-50-14,화곡8동, 13-50,일반,공유불가능,126.8491818,37.52974017
1850, 13-51-04,화곡8동, 13-51,일반,공유가능,126.8499174,37.53035069
1851, 13-51-05,화곡8동, 13-51,일반,공유가능,126.8499768,37.53035528
1852, 13-51-06,화곡8동, 13-51,일반,공유가능,126.8500871,37.53036668
1853, 13-52-05,화곡8동, 13-52,일반,공유가능,126.8494998,37.52987939
1854, 13-53-104,화곡8동, 13-53,전용,공유가능,126.849628,37.5293795
1855, 13-54-101,화곡8동, 13-54,전용,공유가능,126.8504416,37.530589
1856, 13-56-103,화곡8동, 13-56,전용,공유가능,126.8510528,37.53044561
1857, 13-57-01,화곡8동, 13-57,일반,공유가능,126.851448,37.53015542
1858, 13-57-02,화곡8동, 13-57,일반,공유가능,126.8512077,37.53007076
1859, 13-57-102,화곡8동, 13-57,전용,공유가능,126.8513814,37.53014451
1860, 13-57-103,화곡8동, 13-57,전용,공유가능,126.8513442,37.53008544
1861, 13-57-104,화곡8동, 13-57,전용,공유가능,126.8507438,37.5300927
1862, 13-59-03,화곡8동, 13-59,일반,공유가능,126.8515055,37.53029101
1863, 13-59-04,화곡8동, 13-59,일반,공유가능,126.8515227,37.53019912
1864, 13-60-01,화곡8동, 13-60,일반,공유가능,126.8515866,37.52989608
1865, 14-02-04,가양1동, 14-02,일반,공유불가능,126.8234548,37.57193921
1866, 14-02-05,가양1동, 14-02,일반,공유불가능,126.8234005,37.5719139
1867, 14-02-06,가양1동, 14-02,일반,공유불가능,126.8233462,37.57188949
1868, 14-02-07,가양1동, 14-02,일반,공유불가능,126.8232931,37.57186508
1869, 14-02-08,가양1동, 14-02,일반,공유불가능,126.8232377,37.57184066
1870, 14-02-09,가양1동, 14-02,일반,공유불가능,126.8231834,37.57181625
1871, 14-02-10,가양1동, 14-02,일반,공유불가능,126.8231291,37.57179274
1872, 14-02-11,가양1동, 14-02,일반,공유불가능,126.8230748,37.57176833
1873, 14-02-12,가양1동, 14-02,일반,공유불가능,126.8230205,37.57174482
1874, 14-02-13,가양1동, 14-02,일반,공유불가능,126.8229662,37.5717204
1875, 14-02-14,가양1동, 14-02,일반,공유불가능,126.822912,37.57169599
1876, 14-07-07,가양1동, 14-07,일반,공유가능,126.8390616,37.57133567
1877, 14-07-08,가양1동, 14-07,일반,공유가능,126.83904,37.57137709
1878, 14-07-09,가양1동, 14-07,일반,공유가능,126.8390195,37.57141941
1879, 14-07-10,가양1동, 14-07,일반,공유가능,126.8392773,37.5710159
1880, 14-07-11,가양1동, 14-07,일반,공유가능,126.8393022,37.57096511
1881, 14-07-16,가양1동, 14-07,일반,공유가능,126.8381337,37.5712269
1882, 14-07-17,가양1동, 14-07,일반,공유가능,126.8380856,37.57120206
1883, 14-07-15,가양1동, 14-07,일반,공유가능,126.8381902,37.57125626
1884, 14-10-101,가양1동, 14-10,전용,공유가능,126.8411258,37.56934068
1885, 14-10-102,가양1동, 14-10,전용,공유가능,126.8411778,37.56934273
1886, 14-12-01,가양1동, 14-12,일반,공유가능,126.8421251,37.56968735
1887, 14-12-02,가양1동, 14-12,일반,공유가능,126.842117,37.5697315
1888, 14-12-03,가양1동, 14-12,일반,공유가능,126.8421067,37.56977654
1889, 14-12-04,가양1동, 14-12,일반,공유가능,126.8420953,37.56982067
1890, 14-12-05,가양1동, 14-12,일반,공유가능,126.8420828,37.56986481
1891, 14-12-06,가양1동, 14-12,일반,공유가능,126.8420702,37.56990895
1892, 14-12-14,가양1동, 14-12,일반,공유가능,126.8423855,37.57019592
1893, 14-12-15,가양1동, 14-12,일반,공유가능,126.8424421,37.57019149
1894, 14-12-16,가양1동, 14-12,일반,공유가능,126.8424976,37.57018797
1895, 14-12-17,가양1동, 14-12,일반,공유가능,126.8425542,37.57018444
1896, 14-12-18,가양1동, 14-12,일반,공유가능,126.8426108,37.57018091
1897, 14-12-19,가양1동, 14-12,일반,공유불가능,126.842678,37.57016086
1898, 14-12-22,가양1동, 14-12,일반,공유가능,126.8428963,37.57006145
1899, 14-12-23,가양1동, 14-12,일반,공유가능,126.8429258,37.57002365
1900, 14-12-24,가양1동, 14-12,일반,공유불가능,126.8429554,37.56998494
1901, 14-12-25,가양1동, 14-12,일반,공유가능,126.8430032,37.56986426
1902, 14-12-26,가양1동, 14-12,일반,공유가능,126.8430225,37.56982193
1903, 14-12-27,가양1동, 14-12,일반,공유가능,126.8430418,37.56977961
1904, 14-12-28,가양1동, 14-12,일반,공유가능,126.843032,37.56963452
1905, 14-12-29,가양1동, 14-12,일반,공유가능,126.8430106,37.56958763
1906, 14-12-30,가양1동, 14-12,일반,공유가능,126.8429756,37.56950559
1907, 14-12-32,가양1동, 14-12,일반,공유가능,126.8429193,37.56936945
1908, 14-12-34,가양1동, 14-12,일반,공유가능,126.8428603,37.5691777
1909, 14-12-35,가양1동, 14-12,일반,공유가능,126.8430657,37.56911833
1910, 14-12-101,가양1동, 14-12,전용,공유가능,126.8429554,37.5694587
1911, 14-12-104,가양1동, 14-12,전용,공유가능,126.8429386,37.5694354
1912, 14-14-02,가양1동, 14-14,일반,공유가능,126.8433026,37.56894176
1913, 14-14-03,가양1동, 14-14,일반,공유가능,126.8432824,37.56889487
1914, 14-14-04,가양1동, 14-14,일반,공유가능,126.8432621,37.56884799
1915, 14-14-05,가양1동, 14-14,일반,공유가능,126.8432418,37.5688011
1916, 14-14-06,가양1동, 14-14,일반,공유가능,126.8432215,37.56875422
1917, 14-14-07,가양1동, 14-14,일반,공유가능,126.8432013,37.56870734
1918, 14-14-09,가양1동, 14-14,일반,공유가능,126.8431607,37.56861357
1919, 14-14-10,가양1동, 14-14,일반,공유가능,126.8431404,37.56856668
1920, 14-14-11,가양1동, 14-14,일반,공유가능,126.8431201,37.5685198
1921, 14-14-13,가양1동, 14-14,일반,공유가능,126.8430999,37.56847292
1922, 14-14-14,가양1동, 14-14,일반,공유가능,126.8430593,37.56838005
1923, 14-14-15,가양1동, 14-14,일반,공유가능,126.8430379,37.56833316
1924, 14-14-16,가양1동, 14-14,일반,공유가능,126.8430176,37.56828628
1925, 14-14-17,가양1동, 14-14,일반,공유가능,126.8429962,37.56823939
1926, 14-14-18,가양1동, 14-14,일반,공유가능,126.8429759,37.56819341
1927, 14-14-19,가양1동, 14-14,일반,공유가능,126.8429545,37.56814652
1928, 14-14-20,가양1동, 14-14,일반,공유가능,126.8429343,37.56809964
1929, 14-14-21,가양1동, 14-14,일반,공유가능,126.8429128,37.56805275
1930, 14-14-101,가양1동, 14-14,전용,공유가능,126.8428355,37.56790183
1931, 14-16-101,가양1동, 14-16,전용,공유가능,126.8426815,37.5671155
1932, 14-16-102,가양1동, 14-16,전용,공유가능,126.842843,37.56705265
1933, 14-16-103,가양1동, 14-16,전용,공유가능,126.843517,37.5667855
1934, 14-16-104,가양1동, 14-16,전용,공유가능,126.8436161,37.56673607
1935, 14-16-105,가양1동, 14-16,전용,공유가능,126.8437491,37.56674751
1936, 14-16-106,가양1동, 14-16,전용,공유가능,126.8438227,37.56672058
1937, 14-16-107,가양1동, 14-16,전용,공유가능,126.8439077,37.56669591
1938, 14-16-108,가양1동, 14-16,전용,공유가능,126.8439728,37.56667122
1939, 14-16-110,가양1동, 14-16,전용,공유가능,126.8432904,37.56691021
1940, 14-16-111,가양1동, 14-16,전용,공유가능,126.8433668,37.56687878
1941, 14-16-112,가양1동, 14-16,전용,공유가능,126.843582,37.56681261
