연번,구획라벨,소속동,소속구간,용도구분,공유종류,경도,위도
1, 1-13-01,염창동, 1-13,일반,공유가능,126.8743747,37.55293616
2, 1-13-02,염창동, 1-13,일반,공유가능,126.8743701,37.55298392
3, 1-13-03,염창동, 1-13,일반,공유가능,126.8743654,37.55303347
4, 1-13-04,염창동, 1-13,일반,공유가능,126.8743608,37.55308303
5, 1-15-02,염창동, 1-15,일반,공유가능,126.8762511,37.55051388
6, 1-15-03,염창동, 1-15,일반,공유가능,126.8761945,37.55052824
7, 1-15-04,염창동, 1-15,일반,공유가능,126.8761379,37.5505426
8, 1-15-11,염창동, 1-15,일반,공유가능,126.8760054,37.5505767
9, 1-20-104,염창동, 1-20,전용,공유가능,126.8772885,37.54799921
10, 1-22-01,염창동, 1-22,일반,공유가능,126.8764668,37.54814098
11, 1-22-02,염창동, 1-22,일반,공유가능,126.8764633,37.54818874
12, 1-22-03,염창동, 1-22,일반,공유가능,126.8764587,37.54823829
13, 1-22-04,염창동, 1-22,일반,공유가능,126.8764553,37.54828785
14, 1-22-05,염창동, 1-22,일반,공유가능,126.876454,37.54833741
15, 1-22-06,염창동, 1-22,일반,공유가능,126.876454,37.54838427
16, 1-22-07,염창동, 1-22,일반,공유가능,126.8764458,37.5485005
17, 1-34-01,염창동, 1-34,일반,공유가능,126.8695069,37.54968628
18, 1-34-02,염창동, 1-34,일반,공유가능,126.869448,37.54968261
19, 1-34-03,염창동, 1-34,일반,공유가능,126.869388,37.54967803
20, 1-34-04,염창동, 1-34,일반,공유가능,126.869044,37.54965602
21, 1-34-05,염창동, 1-34,일반,공유가능,126.8689874,37.54965325
22, 1-34-06,염창동, 1-34,일반,공유가능,126.8697886,37.54970462
23, 1-34-07,염창동, 1-34,일반,공유가능,126.8691006,37.54965968
24, 1-35-02,염창동, 1-35,일반,공유가능,126.8707054,37.55039999
25, 1-35-03,염창동, 1-35,일반,공유가능,126.870776,37.5504226
26, 1-35-04,염창동, 1-35,일반,공유가능,126.8709626,37.55049488
27, 1-35-05,염창동, 1-35,일반,공유가능,126.8710135,37.55051971
28, 1-35-06,염창동, 1-35,일반,공유가능,126.8710729,37.5505423
29, 1-35-07,염창동, 1-35,일반,공유가능,126.8711238,37.55056714
30, 1-35-08,염창동, 1-35,일반,공유가능,126.8711803,37.55059197
31, 1-35-09,염창동, 1-35,일반,공유가능,126.871234,37.55062582
32, 1-36-01,염창동, 1-36,일반,공유가능,126.8705569,37.55116117
33, 1-36-02,염창동, 1-36,일반,공유가능,126.8706022,37.55113645
34, 1-36-03,염창동, 1-36,일반,공유가능,126.870656,37.55110497
35, 1-36-05,염창동, 1-36,일반,공유가능,126.8710412,37.55088239
36, 1-36-07,염창동, 1-36,일반,공유가능,126.8707155,37.551069
37, 1-36-08,염창동, 1-36,일반,공유가능,126.8707693,37.55103752
38, 1-36-09,염창동, 1-36,일반,공유가능,126.8708146,37.55100829
39, 1-36-10,염창동, 1-36,일반,공유가능,126.87086,37.55098356
40, 1-36-11,염창동, 1-36,일반,공유가능,126.8709109,37.55095658
41, 1-36-12,염창동, 1-36,일반,공유가능,126.8709562,37.55093411
42, 1-36-06,염창동, 1-36,일반,공유가능,126.8710893,37.55085992
43, 1-38-01,염창동, 1-38,일반,공유가능,126.8698639,37.55146994
44, 1-38-02,염창동, 1-38,일반,공유가능,126.8697899,37.55151852
45, 1-38-03,염창동, 1-38,일반,공유가능,126.8696778,37.55158057
46, 1-38-04,염창동, 1-38,일반,공유가능,126.869586,37.55163273
47, 1-38-05,염창동, 1-38,일반,공유가능,126.8694693,37.55169838
48, 1-38-06,염창동, 1-38,일반,공유가능,126.8694108,37.55173237
49, 1-38-07,염창동, 1-38,일반,공유가능,126.8697415,37.55154545
50, 1-39-01,염창동, 1-39,일반,공유불가능,126.8696427,37.55098328
51, 1-39-02,염창동, 1-39,일반,공유불가능,126.8696788,37.55102297
52, 1-39-03,염창동, 1-39,일반,공유불가능,126.869715,37.55106356
53, 1-39-04,염창동, 1-39,일반,공유불가능,126.8697511,37.55110415
54, 1-39-05,염창동, 1-39,일반,공유불가능,126.8698223,37.55118443
55, 1-39-08,염창동, 1-39,일반,공유불가능,126.8699488,37.55132514
56, 1-39-09,염창동, 1-39,일반,공유불가능,126.8697861,37.55114474
57, 1-44-05,염창동, 1-44,일반,공유불가능,126.8664704,37.55212649
58, 1-44-06,염창동, 1-44,일반,공유불가능,126.866484,37.55207784
59, 1-44-07,염창동, 1-44,일반,공유불가능,126.8664966,37.5520292
60, 1-44-08,염창동, 1-44,일반,공유불가능,126.8665091,37.55198145
61, 1-44-09,염창동, 1-44,일반,공유불가능,126.8665228,37.55193281
62, 1-44-10,염창동, 1-44,일반,공유불가능,126.8665353,37.55188417
63, 1-44-16,염창동, 1-44,일반,공유불가능,126.8666089,37.55161807
64, 1-44-17,염창동, 1-44,일반,공유불가능,126.8666208,37.55156618
65, 1-44-18,염창동, 1-44,일반,공유불가능,126.8666333,37.55151753
66, 1-44-19,염창동, 1-44,일반,공유불가능,126.8666459,37.55146889
67, 1-44-20,염창동, 1-44,일반,공유불가능,126.8666584,37.55142025
68, 1-44-21,염창동, 1-44,일반,공유불가능,126.8666721,37.5513716
69, 1-47-101,염창동, 1-47,전용,공유가능,126.8658413,37.55141587
70, 1-47-102,염창동, 1-47,전용,공유가능,126.8657982,37.55143474
71, 1-47-103,염창동, 1-47,전용,공유가능,126.8656732,37.55148458
72, 1-47-104,염창동, 1-47,전용,공유가능,126.8661489,37.55127789
73, 1-48-02,염창동, 1-48,일반,공유가능,126.8681971,37.5501829
74, 1-48-03,염창동, 1-48,일반,공유가능,126.8681383,37.5501844
75, 1-48-04,염창동, 1-48,일반,공유가능,126.8680082,37.5501747
76, 1-48-06,염창동, 1-48,일반,공유가능,126.8676348,37.5501501
77, 1-48-101,염창동, 1-48,전용,공유가능,126.8677502,37.5501598
78, 센터스퀘어-1,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
79, 센터스퀘어-2,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
80, 센터스퀘어-3,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
81, 센터스퀘어-4,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
82, 센터스퀘어-5,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
83, 센터스퀘어-6,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
84, 센터스퀘어-7,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
85, 센터스퀘어-8,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
86, 센터스퀘어-9,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
87, 센터스퀘어-10,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
88, 센터스퀘어-11,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
89, 센터스퀘어-12,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
90, 센터스퀘어-13,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
91, 센터스퀘어-14,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
92, 센터스퀘어-15,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
93, 센터스퀘어-16,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
94, 센터스퀘어-17,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
95, 센터스퀘어-18,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
96, 센터스퀘어-19,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
97, 센터스퀘어-20,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
98, 센터스퀘어-21,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
99, 센터스퀘어-22,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
100, 센터스퀘어-23,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
101, 센터스퀘어-24,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
102, 센터스퀘어-25,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
103, 센터스퀘어-26,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
104, 센터스퀘어-27,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
105, 센터스퀘어-28,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
106, 센터스퀘어-29,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
107, 센터스퀘어-30,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
108, 센터스퀘어-31,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
109, 센터스퀘어-32,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
110, 센터스퀘어-33,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
111, 센터스퀘어-34,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
112, 센터스퀘어-35,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
113, 센터스퀘어-36,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
114, 센터스퀘어-37,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
115, 센터스퀘어-38,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
116, 센터스퀘어-39,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
117, 센터스퀘어-40,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
118, 센터스퀘어-41,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
119, 센터스퀘어-42,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
120, 센터스퀘어-43,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
121, 센터스퀘어-44,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
122, 센터스퀘어-45,염창동, 센터스퀘어,부설,공유불가능, 값 없음, 값 없음
123, 2-06-01,등촌1동, 2-06,일반,공유가능,126.855698,37.55560389
124, 2-06-02,등촌1동, 2-06,일반,공유가능,126.8556642,37.55556555
125, 2-06-03,등촌1동, 2-06,일반,공유가능,126.8556331,37.55553173
126, 2-06-04,등촌1동, 2-06,일반,공유가능,126.8555936,37.55549339
127, 2-06-05,등촌1동, 2-06,일반,공유가능,126.8555568,37.55547307
128, 2-06-06,등촌1동, 2-06,일반,공유가능,126.8554663,37.55548422
129, 2-06-07,등촌1동, 2-06,일반,공유가능,126.8554295,37.55550445
130, 2-06-08,등촌1동, 2-06,일반,공유가능,126.8553785,37.55552241
131, 2-06-09,등촌1동, 2-06,일반,공유가능,126.8553304,37.55553136
132, 2-06-10,등촌1동, 2-06,일반,공유가능,126.8552681,37.55555831
133, 2-06-11,등촌1동, 2-06,일반,공유가능,126.8552256,37.55558529
134, 2-06-12,등촌1동, 2-06,일반,공유가능,126.8550527,37.55571572
135, 2-06-13,등촌1동, 2-06,일반,공유가능,126.8550018,37.55574269
136, 2-06-14,등촌1동, 2-06,일반,공유가능,126.8549451,37.55577415
137, 2-07-05,등촌1동, 2-07,일반,공유가능,126.8590664,37.55783567
138, 2-07-06,등촌1동, 2-07,일반,공유가능,126.8590974,37.55788526
139, 2-07-07,등촌1동, 2-07,일반,공유가능,126.859137,37.55792585
140, 2-07-08,등촌1동, 2-07,일반,공유가능,126.8591709,37.55796193
141, 2-07-09,등촌1동, 2-07,일반,공유가능,126.8591991,37.55800702
142, 2-07-10,등촌1동, 2-07,일반,공유가능,126.8592358,37.5580386
143, 2-07-13,등촌1동, 2-07,일반,공유가능,126.859456,37.55831141
144, 2-07-14,등촌1동, 2-07,일반,공유가능,126.8594955,37.55834975
145, 2-08-01,등촌1동, 2-08,일반,공유가능,126.8584663,37.55710469
146, 2-08-02,등촌1동, 2-08,일반,공유가능,126.8585256,37.5571836
147, 2-08-03,등촌1동, 2-08,일반,공유가능,126.8586103,37.55728823
148, 2-08-04,등촌1동, 2-08,일반,공유가능,126.8586419,37.55732612
149, 2-08-05,등촌1동, 2-08,일반,공유가능,126.8586746,37.55736581
150, 2-08-10,등촌1동, 2-08,일반,공유가능,126.8587926,37.55751098
151, 2-10-02,등촌1동, 2-10,일반,공유가능,126.8575734,37.55588998
152, 2-10-04,등촌1동, 2-10,일반,공유가능,126.8576383,37.55596889
153, 2-10-101,등촌1동, 2-10,전용,공유가능,126.8581179,37.55666774
154, 2-14-06,등촌1동, 2-14,일반,공유가능,126.8572868,37.55468824
155, 2-14-07,등촌1동, 2-14,일반,공유가능,126.8572503,37.55465072
156, 2-14-08,등촌1동, 2-14,일반,공유가능,126.8572237,37.5546089
157, 2-14-09,등촌1동, 2-14,일반,공유가능,126.8571911,37.55455829
158, 2-16-08,등촌1동, 2-16,일반,공유가능,126.8602217,37.5562044
159, 2-16-09,등촌1동, 2-16,일반,공유가능,126.8602522,37.55624228
160, 2-16-10,등촌1동, 2-16,일반,공유가능,126.8602815,37.55628016
161, 2-19-01,등촌1동, 2-19,일반,공유가능,126.8620851,37.55572763
162, 2-19-02,등촌1동, 2-19,일반,공유가능,126.8620573,37.55574752
163, 2-19-12,등촌1동, 2-19,일반,공유가능,126.8621256,37.55569524
164, 2-21-05,등촌1동, 2-21,일반,공유가능,126.8602615,37.55469885
165, 2-21-101,등촌1동, 2-21,전용,공유가능,126.8604554,37.55494512
166, 2-24-01,등촌1동, 2-24,일반,공유가능,126.8630118,37.55575276
167, 2-24-02,등촌1동, 2-24,일반,공유가능,126.8629507,37.55574169
168, 2-24-08,등촌1동, 2-24,일반,공유가능,126.8625567,37.55567518
169, 2-24-09,등촌1동, 2-24,일반,공유가능,126.8624956,37.55566519
170, 2-24-10,등촌1동, 2-24,일반,공유가능,126.8624345,37.55565521
171, 2-24-11,등촌1동, 2-24,일반,공유가능,126.8623768,37.55564523
172, 2-30-06,등촌1동, 2-30,일반,공유가능,126.8641517,37.55482725
173, 2-30-07,등촌1동, 2-30,일반,공유가능,126.864185,37.55481098
174, 2-30-08,등촌1동, 2-30,일반,공유가능,126.8642165,37.55479227
175, 2-30-09,등촌1동, 2-30,일반,공유가능,126.8642699,37.5547662
176, 2-30-10,등촌1동, 2-30,일반,공유가능,126.8643196,37.55473202
177, 2-30-11,등촌1동, 2-30,일반,공유가능,126.8643854,37.55470434
178, 2-30-12,등촌1동, 2-30,일반,공유가능,126.8644187,37.55468879
179, 2-30-13,등촌1동, 2-30,일반,공유가능,126.8644553,37.55467838
180, 2-30-14,등촌1동, 2-30,일반,공유가능,126.8646944,37.55454701
181, 2-30-15,등촌1동, 2-30,일반,공유가능,126.8647291,37.5545302
182, 2-30-16,등촌1동, 2-30,일반,공유가능,126.8647668,37.55451267
183, 2-30-17,등촌1동, 2-30,일반,공유가능,126.8647983,37.55449595
184, 2-30-18,등촌1동, 2-30,일반,공유가능,126.8648285,37.55447742
185, 2-30-19,등촌1동, 2-30,일반,공유가능,126.8648587,37.5544691
186, 2-30-101,등촌1동, 2-30,전용,공유가능,126.8637825,37.55502784
187, 2-33-01,등촌1동, 2-33,일반,공유불가능,126.8660236,37.55257562
188, 2-33-02,등촌1동, 2-33,일반,공유불가능,126.8659726,37.55259898
189, 2-33-03,등촌1동, 2-33,일반,공유불가능,126.8659183,37.55262325
190, 2-33-04,등촌1동, 2-33,일반,공유불가능,126.8658639,37.55264752
191, 2-33-05,등촌1동, 2-33,일반,공유불가능,126.8657801,37.55268617
192, 2-33-06,등촌1동, 2-33,일반,공유불가능,126.8657257,37.55271043
193, 2-33-07,등촌1동, 2-33,일반,공유불가능,126.8656713,37.5527356
194, 2-33-08,등촌1동, 2-33,일반,공유불가능,126.8656169,37.55275987
195, 2-33-09,등촌1동, 2-33,일반,공유불가능,126.8654586,37.55284485
196, 2-33-13,등촌1동, 2-33,일반,공유불가능,126.8652261,37.55294053
197, 2-33-14,등촌1동, 2-33,일반,공유불가능,126.8651718,37.5529648
198, 2-33-16,등촌1동, 2-33,일반,공유불가능,126.8650607,37.55301513
199, 2-33-17,등촌1동, 2-33,일반,공유불가능,126.8650086,37.5530385
200, 2-33-18,등촌1동, 2-33,일반,공유가능,126.8649543,37.55306276
201, 2-33-19,등촌1동, 2-33,일반,공유불가능,126.8648999,37.55308793
202, 2-33-20,등촌1동, 2-33,일반,공유불가능,126.8648489,37.5531113
203, 2-33-21,등촌1동, 2-33,일반,공유불가능,126.8648002,37.55313377
204, 2-33-10,등촌1동, 2-33,일반,공유가능,126.8654076,37.55286506
205, 2-34-01,등촌1동, 2-34,일반,공유가능,126.8660862,37.55251649
206, 2-34-02,등촌1동, 2-34,일반,공유가능,126.8660569,37.55247501
207, 2-34-03,등촌1동, 2-34,일반,공유가능,126.8660264,37.55243172
208, 2-34-04,등촌1동, 2-34,일반,공유가능,126.8659948,37.55238933
209, 2-34-05,등촌1동, 2-34,일반,공유가능,126.8659654,37.55234785
210, 2-34-06,등촌1동, 2-34,일반,공유가능,126.8659372,37.55230907
211, 홈플러스(전일)-1,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
212, 홈플러스(전일)-2,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
213, 홈플러스(전일)-3,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
214, 홈플러스(전일)-4,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
215, 홈플러스(전일)-5,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
216, 홈플러스(전일)-10,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
217, 홈플러스(전일)-11,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
218, 홈플러스(전일)-110,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
219, 홈플러스(전일)-12,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
220, 홈플러스(전일)-13,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
221, 홈플러스(전일)-14,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
222, 홈플러스(전일)-15,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
223, 홈플러스(전일)-16,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
224, 홈플러스(전일)-17,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
225, 홈플러스(전일)-18,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
226, 홈플러스(전일)-19,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
227, 홈플러스(전일)-20,등촌1동, 홈플러스(전일),부설,공유가능,126.8549234,37.5584621
228, 홈플러스(전일)-21,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
229, 홈플러스(전일)-22,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
230, 홈플러스(전일)-23,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
231, 홈플러스(전일)-24,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
232, 홈플러스(전일)-25,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
233, 홈플러스(전일)-26,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
234, 홈플러스(전일)-27,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
235, 홈플러스(전일)-28,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
236, 홈플러스(전일)-29,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
237, 홈플러스(전일)-30,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
238, 홈플러스(전일)-31,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
239, 홈플러스(전일)-32,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
240, 홈플러스(전일)-33,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
241, 홈플러스(전일)-34,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
242, 홈플러스(전일)-35,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
243, 홈플러스(전일)-36,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
244, 홈플러스(전일)-37,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
245, 홈플러스(전일)-38,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
246, 홈플러스(전일)-39,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
247, 홈플러스(전일)-40,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
248, 홈플러스(전일)-41,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
249, 홈플러스(전일)-42,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
250, 홈플러스(전일)-43,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
251, 홈플러스(전일)-44,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
252, 홈플러스(전일)-45,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
253, 홈플러스(전일)-46,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
254, 홈플러스(전일)-47,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
255, 홈플러스(전일)-48,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
256, 홈플러스(전일)-49,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
257, 홈플러스(전일)-50,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
258, 홈플러스(전일)-51,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
259, 홈플러스(전일)-52,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
260, 홈플러스(전일)-53,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
261, 홈플러스(전일)-54,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
262, 홈플러스(전일)-55,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
263, 홈플러스(전일)-56,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
264, 홈플러스(전일)-57,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
265, 홈플러스(전일)-58,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
266, 홈플러스(전일)-59,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
267, 홈플러스(전일)-6,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
268, 홈플러스(전일)-60,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
269, 홈플러스(전일)-61,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
270, 홈플러스(전일)-62,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
271, 홈플러스(전일)-63,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
272, 홈플러스(전일)-64,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
273, 홈플러스(전일)-65,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
274, 홈플러스(전일)-66,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
275, 홈플러스(전일)-67,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
276, 홈플러스(전일)-68,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
277, 홈플러스(전일)-69,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
278, 홈플러스(전일)-7,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
279, 홈플러스(전일)-70,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
280, 홈플러스(전일)-71,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
281, 홈플러스(전일)-72,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
282, 홈플러스(전일)-73,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
283, 홈플러스(전일)-74,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
284, 홈플러스(전일)-75,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
285, 홈플러스(전일)-76,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
286, 홈플러스(전일)-77,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
287, 홈플러스(전일)-78,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
288, 홈플러스(전일)-79,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
289, 홈플러스(전일)-8,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
290, 홈플러스(전일)-80,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
291, 홈플러스(전일)-81,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
292, 홈플러스(전일)-82,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
293, 홈플러스(전일)-83,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
294, 홈플러스(전일)-84,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
295, 홈플러스(전일)-85,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
296, 홈플러스(전일)-86,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
297, 홈플러스(전일)-87,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
298, 홈플러스(전일)-88,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
299, 홈플러스(전일)-89,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
300, 홈플러스(전일)-9,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
301, 홈플러스(전일)-100,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
302, 홈플러스(전일)-101,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
303, 홈플러스(전일)-90,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
304, 홈플러스(전일)-91,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
305, 홈플러스(전일)-102,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
306, 홈플러스(전일)-103,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
307, 홈플러스(전일)-92,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
308, 홈플러스(전일)-93,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
309, 홈플러스(전일)-104,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
310, 홈플러스(전일)-105,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
311, 홈플러스(전일)-94,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
312, 홈플러스(전일)-95,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
313, 홈플러스(전일)-106,등촌1동, 홈플러스(전일),부설,공유불가능,126.8549234,37.5584621
