통근·통학지별,2020
종로구,287173
중구,329941
용산구,177143
성동구,201060
광진구,169073
동대문구,210163
중랑구,142976
성북구,218543
강북구,109739
도봉구,111704
노원구,215080
은평구,151103
서대문구,193216
마포구,287134
양천구,176664
강서구,310226
구로구,239561
금천구,195820
영등포구,367547
동작구,179370
관악구,190419
서초구,395992
강남구,762766
송파구,379200
강동구,190772
