현거주지별,통근·통학지별,2020
부산광역시,서울특별시,181
대구광역시,서울특별시,191
대전광역시,서울특별시,3313
울산광역시,서울특별시,67
세종특별자치시,서울특별시,2289
강원도,서울특별시,3553
충청북도,서울특별시,1163
충청남도,서울특별시,5514
전라북도,서울특별시,33
경상북도,서울특별시,131
경상남도,서울특별시,112
