현거주지별,2020
종로구,82692
중구,68167
용산구,124078
성동구,165458
광진구,202218
동대문구,192914
중랑구,210478
성북구,245708
강북구,159847
도봉구,171641
노원구,284596
은평구,254514
서대문구,176994
마포구,213538
양천구,254009
강서구,326875
구로구,225899
금천구,131740
영등포구,213390
동작구,222297
관악구,286144
서초구,237245
강남구,300194
송파구,376433
강동구,251349
