,날짜,영화제목,영화평점
1265,2022-08-07,그레이 맨,8.42
1266,2022-08-07,드라이브 마이 카,8.40
1267,2022-08-07,큐어,8.38
1268,2022-08-07,빛나는 순간,8.33
1269,2022-08-07,우연과 상상,8.18
1270,2022-08-07,애프터 양,8.18
1271,2022-08-07,혼자 사는 사람들,8.05
1272,2022-08-07,아이 엠 러브,7.85
1273,2022-08-07,미니언즈2,7.70
1274,2022-08-07,썸머 필름을 타고!,7.59
1275,2022-08-07,외계+인 1부,7.44
1276,2022-08-07,마녀(魔女) Part2. The Other One,6.64
1277,2022-08-07,비상선언,6.64
1278,2022-08-07,토르: 러브 앤 썬더,6.52
1279,2022-08-07,박쥐,6.33
1280,2022-08-07,브로커,5.53
1281,2022-08-08,탑건: 매버릭,9.78
1282,2022-08-08,명탐정 코난: 할로윈의 신부,9.50
1283,2022-08-08,범죄도시2,9.37
1284,2022-08-08,극장판 주술회전 0,9.24
1285,2022-08-08,내 사랑,9.21
1286,2022-08-08,코다,9.12
1287,2022-08-08,카시오페아,9.06
1288,2022-08-08,올드보이,9.04
1289,2022-08-08,중경삼림,8.89
1290,2022-08-08,엘비스,8.88
1291,2022-08-08,한산: 용의 출현,8.77
1292,2022-08-08,펄프 픽션,8.77
1293,2022-08-08,대니 콜린스,8.75
1294,2022-08-08,위대한 침묵,8.74
1295,2022-08-08,헤어질 결심,8.69
1296,2022-08-08,헤이트풀8,8.47
1297,2022-08-08,그레이 맨,8.42
1298,2022-08-08,드라이브 마이 카,8.40
1299,2022-08-08,큐어,8.37
1300,2022-08-08,빛나는 순간,8.33
1301,2022-08-08,우연과 상상,8.18
1302,2022-08-08,애프터 양,8.18
1303,2022-08-08,혼자 사는 사람들,8.05
1304,2022-08-08,아이 엠 러브,7.85
1305,2022-08-08,미니언즈2,7.71
1306,2022-08-08,썸머 필름을 타고!,7.54
1307,2022-08-08,외계+인 1부,7.45
1308,2022-08-08,비상선언,6.66
1309,2022-08-08,마녀(魔女) Part2. The Other One,6.63
1310,2022-08-08,토르: 러브 앤 썬더,6.51
1311,2022-08-08,박쥐,6.33
1312,2022-08-08,브로커,5.53
1313,2022-08-09,탑건: 매버릭,9.78
1314,2022-08-09,명탐정 코난: 할로윈의 신부,9.50
1315,2022-08-09,범죄도시2,9.37
1316,2022-08-09,극장판 주술회전 0,9.24
1317,2022-08-09,내 사랑,9.21
1318,2022-08-09,코다,9.12
1319,2022-08-09,카시오페아,9.06
1320,2022-08-09,올드보이,9.04
1321,2022-08-09,중경삼림,8.89
1322,2022-08-09,엘비스,8.87
1323,2022-08-09,한산: 용의 출현,8.78
1324,2022-08-09,펄프 픽션,8.77
1325,2022-08-09,대니 콜린스,8.75
1326,2022-08-09,위대한 침묵,8.74
1327,2022-08-09,헤어질 결심,8.69
1328,2022-08-09,헤이트풀8,8.47
1329,2022-08-09,그레이 맨,8.42
1330,2022-08-09,드라이브 마이 카,8.40
1331,2022-08-09,큐어,8.37
1332,2022-08-09,빛나는 순간,8.33
1333,2022-08-09,신은 죽지 않았다 3: 어둠 속의 빛,8.32
1334,2022-08-09,우연과 상상,8.18
1335,2022-08-09,애프터 양,8.18
1336,2022-08-09,혼자 사는 사람들,8.05
1337,2022-08-09,아이 엠 러브,7.85
1338,2022-08-09,미니언즈2,7.69
1339,2022-08-09,썸머 필름을 타고!,7.55
1340,2022-08-09,외계+인 1부,7.45
1341,2022-08-09,비상선언,6.67
1342,2022-08-09,마녀(魔女) Part2. The Other One,6.63
1343,2022-08-09,토르: 러브 앤 썬더,6.51
1344,2022-08-09,브로커,5.53
1345,2022-08-10,탑건: 매버릭,9.78
1346,2022-08-10,명탐정 코난: 할로윈의 신부,9.49
1347,2022-08-10,범죄도시2,9.37
1348,2022-08-10,극장판 주술회전 0,9.24
1349,2022-08-10,내 사랑,9.21
1350,2022-08-10,코다,9.12
1351,2022-08-10,카시오페아,9.05
1352,2022-08-10,올드보이,9.04
1353,2022-08-10,하녀,8.93
1354,2022-08-10,중경삼림,8.89
1355,2022-08-10,엘비스,8.87
1356,2022-08-10,한산: 용의 출현,8.78
1357,2022-08-10,펄프 픽션,8.77
1358,2022-08-10,대니 콜린스,8.75
1359,2022-08-10,헤어질 결심,8.69
1360,2022-08-10,헌트,8.50
1361,2022-08-10,헤이트풀8,8.47
1362,2022-08-10,큐어,8.36
1363,2022-08-10,빛나는 순간,8.33
1364,2022-08-10,신은 죽지 않았다 3: 어둠 속의 빛,8.32
1365,2022-08-10,애프터 양,8.18
1366,2022-08-10,우연과 상상,8.18
1367,2022-08-10,혼자 사는 사람들,8.05
1368,2022-08-10,아이 엠 러브,7.85
1369,2022-08-10,미니언즈2,7.69
1370,2022-08-10,썸머 필름을 타고!,7.52
1371,2022-08-10,홀리 모터스,7.46
1372,2022-08-10,외계+인 1부,7.45
1373,2022-08-10,비상선언,6.68
1374,2022-08-10,토르: 러브 앤 썬더,6.50
1375,2022-08-10,박쥐,6.33
1376,2022-08-10,브로커,5.53
1377,2022-08-11,탑건: 매버릭,9.77
1378,2022-08-11,명탐정 코난: 할로윈의 신부,9.50
1379,2022-08-11,범죄도시2,9.37
1380,2022-08-11,극장판 주술회전 0,9.24
1381,2022-08-11,내 사랑,9.21
1382,2022-08-11,코다,9.12
1383,2022-08-11,카시오페아,9.05
1384,2022-08-11,올드보이,9.04
1385,2022-08-11,하녀,8.93
1386,2022-08-11,중경삼림,8.89
1387,2022-08-11,엘비스,8.87
1388,2022-08-11,한산: 용의 출현,8.79
1389,2022-08-11,펄프 픽션,8.77
1390,2022-08-11,대니 콜린스,8.75
1391,2022-08-11,헤어질 결심,8.69
1392,2022-08-11,헌트,8.47
1393,2022-08-11,헤이트풀8,8.47
1394,2022-08-11,큐어,8.35
1395,2022-08-11,빛나는 순간,8.33
1396,2022-08-11,신은 죽지 않았다 3: 어둠 속의 빛,8.32
1397,2022-08-11,애프터 양,8.18
1398,2022-08-11,우연과 상상,8.18
1399,2022-08-11,아이 엠 러브,7.85
1400,2022-08-11,미니언즈2,7.69
1401,2022-08-11,썸머 필름을 타고!,7.54
1402,2022-08-11,홀리 모터스,7.46
1403,2022-08-11,외계+인 1부,7.45
1404,2022-08-11,비상선언,6.69
1405,2022-08-11,토르: 러브 앤 썬더,6.50
1406,2022-08-11,박쥐,6.33
1407,2022-08-11,브로커,5.53
1408,2022-08-12,탑건: 매버릭,9.77
1409,2022-08-12,명탐정 코난: 할로윈의 신부,9.50
1410,2022-08-12,범죄도시2,9.37
1411,2022-08-12,극장판 주술회전 0,9.25
1412,2022-08-12,내 사랑,9.21
1413,2022-08-12,코다,9.12
1414,2022-08-12,카시오페아,9.05
1415,2022-08-12,올드보이,9.04
1416,2022-08-12,디어 헌터,8.93
1417,2022-08-12,하녀,8.93
1418,2022-08-12,중경삼림,8.89
1419,2022-08-12,엘비스,8.86
1420,2022-08-12,한산: 용의 출현,8.79
1421,2022-08-12,펄프 픽션,8.77
1422,2022-08-12,대니 콜린스,8.75
1423,2022-08-12,헤어질 결심,8.69
1424,2022-08-12,헤이트풀8,8.47
1425,2022-08-12,헌트,8.44
1426,2022-08-12,레미제라블,8.39
1427,2022-08-12,큐어,8.35
1428,2022-08-12,카모메 식당,8.34
1429,2022-08-12,빛나는 순간,8.33
1430,2022-08-12,신은 죽지 않았다 3: 어둠 속의 빛,8.32
1431,2022-08-12,애프터 양,8.18
1432,2022-08-12,우연과 상상,8.18
1433,2022-08-12,황혼에서 새벽까지,8.08
1434,2022-08-12,아이 엠 러브,7.85
1435,2022-08-12,미니언즈2,7.70
1436,2022-08-12,썸머 필름을 타고!,7.55
1437,2022-08-12,홀리 모터스,7.46
1438,2022-08-12,외계+인 1부,7.45
1439,2022-08-12,비상선언,6.69
1440,2022-08-12,토르: 러브 앤 썬더,6.49
1441,2022-08-12,박쥐,6.33
1442,2022-08-12,브로커,5.53
1443,2022-08-13,탑건: 매버릭,9.77
1444,2022-08-13,명탐정 코난: 할로윈의 신부,9.49
1445,2022-08-13,범죄도시2,9.37
1446,2022-08-13,극장판 주술회전 0,9.25
1447,2022-08-13,내 사랑,9.21
1448,2022-08-13,코다,9.12
1449,2022-08-13,카시오페아,9.06
1450,2022-08-13,올드보이,9.04
1451,2022-08-13,디어 헌터,8.93
1452,2022-08-13,하녀,8.93
1453,2022-08-13,중경삼림,8.89
1454,2022-08-13,엘비스,8.86
1455,2022-08-13,한산: 용의 출현,8.80
1456,2022-08-13,펄프 픽션,8.77
1457,2022-08-13,대니 콜린스,8.75
1458,2022-08-13,헤어질 결심,8.68
1459,2022-08-13,헌트,8.43
1460,2022-08-13,레미제라블,8.39
1461,2022-08-13,카모메 식당,8.34
1462,2022-08-13,큐어,8.34
1463,2022-08-13,신은 죽지 않았다 3: 어둠 속의 빛,8.32
1464,2022-08-13,애프터 양,8.18
1465,2022-08-13,우연과 상상,8.18
1466,2022-08-13,황혼에서 새벽까지,8.08
1467,2022-08-13,아이 엠 러브,7.85
1468,2022-08-13,미니언즈2,7.70
1469,2022-08-13,썸머 필름을 타고!,7.55
1470,2022-08-13,홀리 모터스,7.46
1471,2022-08-13,외계+인 1부,7.45
1472,2022-08-13,비상선언,6.70
1473,2022-08-13,토르: 러브 앤 썬더,6.49
1474,2022-08-13,박쥐,6.33
1475,2022-08-13,브로커,5.53
1476,2022-08-14,탑건: 매버릭,9.77
1477,2022-08-14,명탐정 코난: 할로윈의 신부,9.49
1478,2022-08-14,범죄도시2,9.36
1479,2022-08-14,극장판 주술회전 0,9.24
1480,2022-08-14,내 사랑,9.21
1481,2022-08-14,코다,9.12
1482,2022-08-14,카시오페아,9.06
1483,2022-08-14,올드보이,9.04
1484,2022-08-14,디어 헌터,8.93
1485,2022-08-14,하녀,8.93
1486,2022-08-14,중경삼림,8.89
1487,2022-08-14,엘비스,8.87
1488,2022-08-14,한산: 용의 출현,8.80
1489,2022-08-14,펄프 픽션,8.77
1490,2022-08-14,헤어질 결심,8.67
1491,2022-08-14,헌트,8.47
1492,2022-08-14,레미제라블,8.39
1493,2022-08-14,카모메 식당,8.34
1494,2022-08-14,큐어,8.34
1495,2022-08-14,신은 죽지 않았다 3: 어둠 속의 빛,8.32
1496,2022-08-14,애프터 양,8.18
1497,2022-08-14,우연과 상상,8.18
1498,2022-08-14,황혼에서 새벽까지,8.08
1499,2022-08-14,아이 엠 러브,7.85
1500,2022-08-14,미니언즈2,7.69
1501,2022-08-14,썸머 필름을 타고!,7.56
1502,2022-08-14,홀리 모터스,7.46
1503,2022-08-14,외계+인 1부,7.45
1504,2022-08-14,비상선언,6.73
1505,2022-08-14,토르: 러브 앤 썬더,6.49
1506,2022-08-14,박쥐,6.33
1507,2022-08-14,브로커,5.53
1508,2022-08-15,탑건: 매버릭,9.77
1509,2022-08-15,명탐정 코난: 할로윈의 신부,9.49
1510,2022-08-15,범죄도시2,9.36
1511,2022-08-15,극장판 주술회전 0,9.24
1512,2022-08-15,코다,9.12
1513,2022-08-15,카시오페아,9.06
1514,2022-08-15,올드보이,9.04
1515,2022-08-15,디어 헌터,8.93
1516,2022-08-15,하녀,8.93
1517,2022-08-15,중경삼림,8.89
1518,2022-08-15,엘비스,8.86
1519,2022-08-15,한산: 용의 출현,8.81
1520,2022-08-15,펄프 픽션,8.77
1521,2022-08-15,헤어질 결심,8.67
1522,2022-08-15,헌트,8.49
1523,2022-08-15,레미제라블,8.39
1524,2022-08-15,카모메 식당,8.34
1525,2022-08-15,큐어,8.33
1526,2022-08-15,신은 죽지 않았다 3: 어둠 속의 빛,8.32
1527,2022-08-15,애프터 양,8.18
1528,2022-08-15,우연과 상상,8.18
1529,2022-08-15,황혼에서 새벽까지,8.08
1530,2022-08-15,아이 엠 러브,7.85
1531,2022-08-15,미니언즈2,7.68
1532,2022-08-15,썸머 필름을 타고!,7.57
1533,2022-08-15,홀리 모터스,7.46
1534,2022-08-15,외계+인 1부,7.46
1535,2022-08-15,그대가 조국,7.09
1536,2022-08-15,비상선언,6.76
1537,2022-08-15,토르: 러브 앤 썬더,6.49
1538,2022-08-15,박쥐,6.33
1539,2022-08-15,브로커,5.53
1540,2022-08-16,탑건: 매버릭,9.78
1541,2022-08-16,명탐정 코난: 할로윈의 신부,9.48
1542,2022-08-16,범죄도시2,9.36
1543,2022-08-16,극장판 주술회전 0,9.24
1544,2022-08-16,킹 오브 프리즘,9.18
1545,2022-08-16,코다,9.12
1546,2022-08-16,킹 오브 프리즘 프라이드 더 히어로,9.11
1547,2022-08-16,카시오페아,9.06
1548,2022-08-16,올드보이,9.04
1549,2022-08-16,남매의 여름밤,8.96
1550,2022-08-16,하녀,8.93
1551,2022-08-16,중경삼림,8.89
1552,2022-08-16,엘비스,8.86
1553,2022-08-16,천로역정: 천국을 찾아서,8.86
1554,2022-08-16,한산: 용의 출현,8.81
1555,2022-08-16,펄프 픽션,8.77
1556,2022-08-16,헤어질 결심,8.67
1557,2022-08-16,헌트,8.49
1558,2022-08-16,레미제라블,8.39
1559,2022-08-16,카모메 식당,8.34
1560,2022-08-16,큐어,8.34
1561,2022-08-16,애프터 양,8.19
1562,2022-08-16,우연과 상상,8.18
1563,2022-08-16,황혼에서 새벽까지,8.08
1564,2022-08-16,아이 엠 러브,7.85
1565,2022-08-16,미니언즈2,7.68
1566,2022-08-16,썸머 필름을 타고!,7.55
1567,2022-08-16,홀리 모터스,7.46
1568,2022-08-16,외계+인 1부,7.46
1569,2022-08-16,그대가 조국,7.09
1570,2022-08-16,비상선언,6.77
1571,2022-08-16,토르: 러브 앤 썬더,6.49
1572,2022-08-16,박쥐,6.33
1573,2022-08-16,브로커,5.53
1574,2022-08-16,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.19
1575,2022-08-17,탑건: 매버릭,9.77
1576,2022-08-17,명탐정 코난: 할로윈의 신부,9.48
1577,2022-08-17,범죄도시2,9.36
1578,2022-08-17,"나, 다니엘 블레이크",9.29
1579,2022-08-17,극장판 주술회전 0,9.24
1580,2022-08-17,킹 오브 프리즘,9.18
1581,2022-08-17,코다,9.12
1582,2022-08-17,킹 오브 프리즘 프라이드 더 히어로,9.11
1583,2022-08-17,올드보이,9.04
1584,2022-08-17,남매의 여름밤,8.96
1585,2022-08-17,하녀,8.93
1586,2022-08-17,중경삼림,8.90
1587,2022-08-17,엘비스,8.86
1588,2022-08-17,천로역정: 천국을 찾아서,8.86
1589,2022-08-17,한산: 용의 출현,8.81
1590,2022-08-17,펄프 픽션,8.77
1591,2022-08-17,헤어질 결심,8.67
1592,2022-08-17,헌트,8.48
1593,2022-08-17,레미제라블,8.39
1594,2022-08-17,카모메 식당,8.34
1595,2022-08-17,큐어,8.33
1596,2022-08-17,애프터 양,8.19
1597,2022-08-17,우연과 상상,8.18
1598,2022-08-17,황혼에서 새벽까지,8.08
1599,2022-08-17,아이 엠 러브,7.85
1600,2022-08-17,미니언즈2,7.67
1601,2022-08-17,썸머 필름을 타고!,7.56
1602,2022-08-17,홀리 모터스,7.46
1603,2022-08-17,외계+인 1부,7.46
1604,2022-08-17,비상선언,6.77
1605,2022-08-17,놉,6.56
1606,2022-08-17,토르: 러브 앤 썬더,6.49
1607,2022-08-17,박쥐,6.33
1608,2022-08-17,브로커,5.53
1609,2022-08-17,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.19
1610,2022-08-18,탑건: 매버릭,9.77
1611,2022-08-18,가버나움,9.59
1612,2022-08-18,명탐정 코난: 할로윈의 신부,9.48
1613,2022-08-18,범죄도시2,9.36
1614,2022-08-18,"나, 다니엘 블레이크",9.29
1615,2022-08-18,극장판 주술회전 0,9.24
1616,2022-08-18,똥파리,9.22
1617,2022-08-18,내 사랑,9.21
1618,2022-08-18,킹 오브 프리즘,9.18
1619,2022-08-18,코다,9.12
1620,2022-08-18,킹 오브 프리즘 프라이드 더 히어로,9.11
1621,2022-08-18,카시오페아,9.09
1622,2022-08-18,올드보이,9.04
1623,2022-08-18,타오르는 여인의 초상,9.03
1624,2022-08-18,남매의 여름밤,8.96
1625,2022-08-18,하녀,8.93
1626,2022-08-18,중경삼림,8.90
1627,2022-08-18,엘비스,8.86
1628,2022-08-18,천로역정: 천국을 찾아서,8.86
1629,2022-08-18,한산: 용의 출현,8.81
1630,2022-08-18,화양연화,8.81
1631,2022-08-18,펄프 픽션,8.77
1632,2022-08-18,사이비,8.75
1633,2022-08-18,여름날 우리,8.75
1634,2022-08-18,헤어질 결심,8.67
1635,2022-08-18,라라랜드,8.62
1636,2022-08-18,캐롤,8.61
1637,2022-08-18,헌트,8.49
1638,2022-08-18,드라이브 마이 카,8.40
1639,2022-08-18,레미제라블,8.39
1640,2022-08-18,카모메 식당,8.35
1641,2022-08-18,큐어,8.34
1642,2022-08-18,애프터 양,8.19
1643,2022-08-18,우연과 상상,8.19
1644,2022-08-18,황혼에서 새벽까지,8.08
1645,2022-08-18,문라이트,8.07
1646,2022-08-18,시인의 사랑,8.04
1647,2022-08-18,돼지의 왕,8.01
1648,2022-08-18,프렌치 디스패치,7.96
1649,2022-08-18,춘몽,7.95
1650,2022-08-18,아이 엠 러브,7.85
1651,2022-08-18,미니언즈2,7.67
1652,2022-08-18,썸머 필름을 타고!,7.57
1653,2022-08-18,홀리 모터스,7.46
1654,2022-08-18,외계+인 1부,7.45
1655,2022-08-18,귀멸의 칼날: 남매의 연,6.81
1656,2022-08-18,비상선언,6.77
1657,2022-08-18,놉,6.57
1658,2022-08-18,토르: 러브 앤 썬더,6.49
1659,2022-08-18,박쥐,6.33
1660,2022-08-19,탑건: 매버릭,9.77
1661,2022-08-19,가버나움,9.59
1662,2022-08-19,명탐정 코난: 할로윈의 신부,9.48
1663,2022-08-19,범죄도시2,9.36
1664,2022-08-19,"나, 다니엘 블레이크",9.29
1665,2022-08-19,극장판 주술회전 0,9.24
1666,2022-08-19,똥파리,9.22
1667,2022-08-19,내 사랑,9.21
1668,2022-08-19,킹 오브 프리즘,9.18
1669,2022-08-19,코다,9.12
1670,2022-08-19,킹 오브 프리즘 프라이드 더 히어로,9.11
1671,2022-08-19,타오르는 여인의 초상,9.03
1672,2022-08-19,십계,9.03
1673,2022-08-19,하녀,8.93
1674,2022-08-19,중경삼림,8.90
1675,2022-08-19,엘비스,8.86
1676,2022-08-19,천로역정: 천국을 찾아서,8.86
1677,2022-08-19,한산: 용의 출현,8.81
1678,2022-08-19,화양연화,8.81
1679,2022-08-19,펄프 픽션,8.77
1680,2022-08-19,사이비,8.75
1681,2022-08-19,여름날 우리,8.75
1682,2022-08-19,헤어질 결심,8.67
1683,2022-08-19,라라랜드,8.62
1684,2022-08-19,캐롤,8.61
1685,2022-08-19,헌트,8.49
1686,2022-08-19,드라이브 마이 카,8.40
1687,2022-08-19,레미제라블,8.39
1688,2022-08-19,카모메 식당,8.35
1689,2022-08-19,큐어,8.34
1690,2022-08-19,애프터 양,8.19
1691,2022-08-19,황혼에서 새벽까지,8.08
1692,2022-08-19,문라이트,8.07
1693,2022-08-19,시인의 사랑,8.04
1694,2022-08-19,돼지의 왕,8.01
1695,2022-08-19,프렌치 디스패치,7.96
1696,2022-08-19,춘몽,7.95
1697,2022-08-19,아이 엠 러브,7.85
1698,2022-08-19,미니언즈2,7.67
1699,2022-08-19,썸머 필름을 타고!,7.57
1700,2022-08-19,외계+인 1부,7.45
1701,2022-08-19,귀멸의 칼날: 남매의 연,6.81
1702,2022-08-19,비상선언,6.76
1703,2022-08-19,놉,6.60
1704,2022-08-19,토르: 러브 앤 썬더,6.49
1705,2022-08-19,박쥐,6.33
1706,2022-08-19,브로커,5.53
1707,2022-08-19,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.19
1708,2022-08-20,탑건: 매버릭,9.77
1709,2022-08-20,가버나움,9.59
1710,2022-08-20,명탐정 코난: 할로윈의 신부,9.49
1711,2022-08-20,범죄도시2,9.36
1712,2022-08-20,"나, 다니엘 블레이크",9.29
1713,2022-08-20,극장판 주술회전 0,9.24
1714,2022-08-20,똥파리,9.22
1715,2022-08-20,내 사랑,9.21
1716,2022-08-20,킹 오브 프리즘,9.18
1717,2022-08-20,코다,9.12
1718,2022-08-20,킹 오브 프리즘 프라이드 더 히어로,9.11
1719,2022-08-20,타오르는 여인의 초상,9.03
1720,2022-08-20,십계,9.03
1721,2022-08-20,하녀,8.93
1722,2022-08-20,중경삼림,8.90
1723,2022-08-20,엘비스,8.87
1724,2022-08-20,천로역정: 천국을 찾아서,8.86
1725,2022-08-20,한산: 용의 출현,8.81
1726,2022-08-20,화양연화,8.81
1727,2022-08-20,펄프 픽션,8.77
1728,2022-08-20,사이비,8.75
1729,2022-08-20,여름날 우리,8.75
1730,2022-08-20,헤어질 결심,8.67
1731,2022-08-20,라라랜드,8.62
1732,2022-08-20,캐롤,8.61
1733,2022-08-20,헌트,8.47
1734,2022-08-20,드라이브 마이 카,8.40
1735,2022-08-20,레미제라블,8.39
1736,2022-08-20,카모메 식당,8.35
1737,2022-08-20,큐어,8.34
1738,2022-08-20,애프터 양,8.19
1739,2022-08-20,황혼에서 새벽까지,8.08
1740,2022-08-20,문라이트,8.07
1741,2022-08-20,시인의 사랑,8.04
1742,2022-08-20,돼지의 왕,8.01
1743,2022-08-20,프렌치 디스패치,7.96
1744,2022-08-20,춘몽,7.95
1745,2022-08-20,아이 엠 러브,7.85
1746,2022-08-20,미니언즈2,7.67
1747,2022-08-20,썸머 필름을 타고!,7.57
1748,2022-08-20,외계+인 1부,7.46
1749,2022-08-20,그대가 조국,7.09
1750,2022-08-20,귀멸의 칼날: 남매의 연,6.81
1751,2022-08-20,비상선언,6.76
1752,2022-08-20,놉,6.61
1753,2022-08-20,토르: 러브 앤 썬더,6.48
1754,2022-08-20,박쥐,6.33
1755,2022-08-20,브로커,5.53
1756,2022-08-20,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.19
1757,2022-08-21,탑건: 매버릭,9.77
1758,2022-08-21,가버나움,9.59
1759,2022-08-21,명탐정 코난: 할로윈의 신부,9.49
1760,2022-08-21,범죄도시2,9.36
1761,2022-08-21,"나, 다니엘 블레이크",9.29
1762,2022-08-21,극장판 주술회전 0,9.24
1763,2022-08-21,똥파리,9.22
1764,2022-08-21,내 사랑,9.21
1765,2022-08-21,코다,9.12
1766,2022-08-21,타오르는 여인의 초상,9.03
1767,2022-08-21,십계,9.03
1768,2022-08-21,중경삼림,8.90
1769,2022-08-21,엘비스,8.86
1770,2022-08-21,천로역정: 천국을 찾아서,8.86
1771,2022-08-21,한산: 용의 출현,8.82
1772,2022-08-21,화양연화,8.81
1773,2022-08-21,펄프 픽션,8.77
1774,2022-08-21,사이비,8.75
1775,2022-08-21,여름날 우리,8.75
1776,2022-08-21,헤어질 결심,8.67
1777,2022-08-21,라라랜드,8.62
1778,2022-08-21,캐롤,8.61
1779,2022-08-21,헌트,8.47
1780,2022-08-21,드라이브 마이 카,8.40
1781,2022-08-21,레미제라블,8.39
1782,2022-08-21,카모메 식당,8.35
1783,2022-08-21,큐어,8.34
1784,2022-08-21,애프터 양,8.19
1785,2022-08-21,황혼에서 새벽까지,8.08
1786,2022-08-21,문라이트,8.07
1787,2022-08-21,시인의 사랑,8.04
1788,2022-08-21,돼지의 왕,8.01
1789,2022-08-21,프렌치 디스패치,7.96
1790,2022-08-21,춘몽,7.95
1791,2022-08-21,아이 엠 러브,7.85
1792,2022-08-21,DC 리그 오브 슈퍼-펫,7.80
1793,2022-08-21,미니언즈2,7.67
1794,2022-08-21,썸머 필름을 타고!,7.57
1795,2022-08-21,외계+인 1부,7.45
1796,2022-08-21,귀멸의 칼날: 남매의 연,6.81
1797,2022-08-21,비상선언,6.77
1798,2022-08-21,놉,6.65
1799,2022-08-21,토르: 러브 앤 썬더,6.48
1800,2022-08-21,박쥐,6.33
1801,2022-08-21,브로커,5.53
1802,2022-08-21,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.19
1803,2022-08-22,탑건: 매버릭,9.77
1804,2022-08-22,가버나움,9.59
1805,2022-08-22,명탐정 코난: 할로윈의 신부,9.48
1806,2022-08-22,범죄도시2,9.36
1807,2022-08-22,"나, 다니엘 블레이크",9.29
1808,2022-08-22,극장판 주술회전 0,9.24
1809,2022-08-22,똥파리,9.22
1810,2022-08-22,내 사랑,9.21
1811,2022-08-22,코다,9.12
1812,2022-08-22,타오르는 여인의 초상,9.03
1813,2022-08-22,십계,9.03
1814,2022-08-22,중경삼림,8.89
1815,2022-08-22,천로역정: 천국을 찾아서,8.86
1816,2022-08-22,엘비스,8.85
1817,2022-08-22,한산: 용의 출현,8.82
1818,2022-08-22,화양연화,8.81
1819,2022-08-22,펄프 픽션,8.77
1820,2022-08-22,사이비,8.75
1821,2022-08-22,여름날 우리,8.75
1822,2022-08-22,헤어질 결심,8.67
1823,2022-08-22,라라랜드,8.62
1824,2022-08-22,캐롤,8.61
1825,2022-08-22,헌트,8.47
1826,2022-08-22,드라이브 마이 카,8.40
1827,2022-08-22,레미제라블,8.39
1828,2022-08-22,큐어,8.35
1829,2022-08-22,카모메 식당,8.35
1830,2022-08-22,애프터 양,8.19
1831,2022-08-22,황혼에서 새벽까지,8.08
1832,2022-08-22,문라이트,8.07
1833,2022-08-22,시인의 사랑,8.04
1834,2022-08-22,돼지의 왕,8.01
1835,2022-08-22,프렌치 디스패치,7.96
1836,2022-08-22,춘몽,7.95
1837,2022-08-22,아이 엠 러브,7.85
1838,2022-08-22,DC 리그 오브 슈퍼-펫,7.81
1839,2022-08-22,미니언즈2,7.67
1840,2022-08-22,썸머 필름을 타고!,7.57
1841,2022-08-22,외계+인 1부,7.45
1842,2022-08-22,귀멸의 칼날: 남매의 연,6.81
1843,2022-08-22,비상선언,6.77
1844,2022-08-22,놉,6.68
1845,2022-08-22,토르: 러브 앤 썬더,6.48
1846,2022-08-22,박쥐,6.33
1847,2022-08-22,브로커,5.53
1848,2022-08-23,탑건: 매버릭,9.77
1849,2022-08-23,가버나움,9.59
1850,2022-08-23,명탐정 코난: 할로윈의 신부,9.48
1851,2022-08-23,범죄도시2,9.36
1852,2022-08-23,"나, 다니엘 블레이크",9.29
1853,2022-08-23,극장판 주술회전 0,9.24
1854,2022-08-23,똥파리,9.22
1855,2022-08-23,내 사랑,9.21
1856,2022-08-23,코다,9.11
1857,2022-08-23,타오르는 여인의 초상,9.03
1858,2022-08-23,십계,9.03
1859,2022-08-23,중경삼림,8.89
1860,2022-08-23,천로역정: 천국을 찾아서,8.86
1861,2022-08-23,엘비스,8.85
1862,2022-08-23,한산: 용의 출현,8.82
1863,2022-08-23,화양연화,8.81
1864,2022-08-23,펄프 픽션,8.77
1865,2022-08-23,사이비,8.75
1866,2022-08-23,여름날 우리,8.75
1867,2022-08-23,헤어질 결심,8.67
1868,2022-08-23,라라랜드,8.62
1869,2022-08-23,캐롤,8.61
1870,2022-08-23,그녀,8.51
1871,2022-08-23,헌트,8.46
1872,2022-08-23,드라이브 마이 카,8.40
1873,2022-08-23,레미제라블,8.39
1874,2022-08-23,큐어,8.35
1875,2022-08-23,카모메 식당,8.35
1876,2022-08-23,애프터 양,8.19
1877,2022-08-23,우연과 상상,8.17
1878,2022-08-23,황혼에서 새벽까지,8.08
1879,2022-08-23,문라이트,8.07
1880,2022-08-23,시인의 사랑,8.04
1881,2022-08-23,돼지의 왕,8.01
1882,2022-08-23,프렌치 디스패치,7.96
1883,2022-08-23,춘몽,7.95
1884,2022-08-23,아이 엠 러브,7.85
1885,2022-08-23,DC 리그 오브 슈퍼-펫,7.81
1886,2022-08-23,미니언즈2,7.68
1887,2022-08-23,썸머 필름을 타고!,7.56
1888,2022-08-23,외계+인 1부,7.44
1889,2022-08-23,귀멸의 칼날: 남매의 연,6.81
1890,2022-08-23,비상선언,6.77
1891,2022-08-23,놉,6.69
