거래일자,법정동,도로명,아파트,층,전용면적,건축년도,거래금액
2019-10-19,삼선동2가,보문로29다길,삼선푸르지오,6,59.95,2008,57800
2019-10-20,삼선동2가,낙산길,삼선현대힐스테이트,3,56.83,2009,54000
2019-10-20,삼선동2가,낙산길,삼선현대힐스테이트,8,84.83,2009,65000
2019-10-20,삼선동2가,낙산길,삼선현대힐스테이트,12,84.71,2009,63000
2019-10-21,삼선동2가,보문로29다길,삼선푸르지오,12,59.95,2008,55300
2019-11-01,돈암동,정릉로,돈암현대아파트,11,84.8,1991,54800
2019-11-01,돈암동,아리랑로,일신건영휴먼빌아파트,1,117.16,2005,60000
2019-11-02,돈암동,아리랑로,일신건영휴먼빌아파트,1,117.16,2005,60000
2019-11-03,돈암동,동소문로34길,길음역금호어울림센터힐,11,84.8,2014,78000
2019-11-04,돈암동,정릉로,돈암현대아파트,5,55.89,1991,44000
2019-11-04,돈암동,아리랑로,일신건영휴먼빌아파트,14,117.16,2005,74000
2019-11-05,돈암동,정릉로,동부센트레빌,2,80.54,2003,60000
2019-11-05,돈암동,정릉로,돈암현대아파트,7,41.58,1991,33800
2019-11-06,돈암동,정릉로,돈암현대아파트,1,41.58,1991,31500
2019-11-06,돈암동,정릉로,돈암현대아파트,7,68.76,1991,50000
2019-11-09,돈암동,아리랑로,돈암코오롱하늘채,7,84.9594,2016,82000
2019-11-09,돈암동,아리랑로,돈암코오롱하늘채,8,84.8778,2016,86000
2019-11-09,돈암동,정릉로,돈암현대아파트,14,68.76,1991,48000
2019-11-10,돈암동,동소문로34길,길음역금호어울림센터힐,22,59.5,2014,69000
2019-11-12,돈암동,아리랑로,돈암코오롱하늘채,3,84.9594,2016,83500
2019-11-15,돈암동,정릉로,동부센트레빌,6,80.54,2003,69000
2019-11-15,돈암동,아리랑로,돈암코오롱하늘채,10,84.8576,2016,83500
2019-11-16,돈암동,정릉로,돈암현대아파트,8,56.7,1991,44000
2019-11-16,돈암동,아리랑로,돈암코오롱하늘채,3,84.9594,2016,86000
2019-11-17,돈암동,아리랑로,돈암코오롱하늘채,11,59.9342,2016,71000
2019-11-19,돈암동,동소문로34길,길음역금호어울림센터힐,8,59.5,2014,70000
2019-11-19,돈암동,동소문로34길,길음역금호어울림센터힐,6,119.56,2014,92500
2019-11-22,돈암동,정릉로,돈암현대아파트,6,41.58,1991,34500
2019-11-22,돈암동,정릉로,돈암현대아파트,7,41.58,1991,34000
2019-11-23,돈암동,정릉로,동부센트레빌,4,80.54,2003,68000
2019-11-23,돈암동,정릉로,돈암현대아파트,7,56.7,1991,45500
2019-11-24,돈암동,아리랑로,돈암코오롱하늘채,8,84.757,2016,86500
2019-11-25,돈암동,아리랑로,일신건영휴먼빌아파트,15,84.98,2005,64000
2019-11-25,돈암동,동소문로34길,길음역금호어울림센터힐,6,59.5,2014,68800
2019-11-27,돈암동,정릉로,동부센트레빌,16,80.54,2003,70000
2019-11-30,돈암동,아리랑로,일신건영휴먼빌아파트,5,117.16,2005,68000
2019-11-30,돈암동,정릉로,돈암현대아파트,5,41.58,1991,33900
2019-11-01,동소문동4가,동소문로3길,송산아파트,7,58.59,1998,42800
2019-11-02,동소문동4가,동소문로3길,송산아파트,18,58.59,1998,42000
2019-11-05,동소문동4가,동소문로3길,송산아파트,7,111.55,1998,61500
2019-11-13,동소문동4가,동소문로3길,송산아파트,6,58.59,1998,41500
2019-11-23,동소문동4가,동소문로3길,송산아파트,6,111.55,1998,67500
2019-11-26,동소문동5가,보문로38길,돈암동일하이빌,25,84.958,2006,78500
2019-11-02,삼선동2가,보문로29다길,삼선푸르지오,5,59.95,2008,59900
2019-11-05,삼선동2가,보문로29다길,삼선푸르지오,8,59.95,2008,59700
2019-11-08,삼선동2가,보문로29다길,삼선푸르지오,5,59.95,2008,58000
2019-11-11,삼선동2가,보문로29다길,삼선푸르지오,8,84.84,2008,67000
2019-11-11,삼선동2가,보문로29다길,삼선푸르지오,9,84.83,2008,66500
2019-11-13,삼선동2가,보문로29다길,삼선푸르지오,4,84.83,2008,65000
2019-11-14,삼선동2가,보문로29다길,삼선푸르지오,6,114.65,2008,72800
2019-11-15,삼선동2가,보문로29다길,삼선푸르지오,5,84.88,2008,64300
2019-11-16,삼선동2가,보문로29다길,삼선푸르지오,7,59.95,2008,58000
2019-11-18,삼선동2가,보문로29다길,삼선푸르지오,3,114.65,2008,71700
2019-11-19,삼선동2가,낙산길,삼선현대힐스테이트,1,84.71,2009,60000
2019-11-21,삼선동2가,보문로29다길,삼선푸르지오,2,114.65,2008,70000
2019-11-22,삼선동2가,보문로29다길,삼선푸르지오,8,59.95,2008,60000
2019-11-24,삼선동2가,보문로29다길,삼선푸르지오,2,84.88,2008,61500
2019-11-25,삼선동2가,보문로29다길,삼선푸르지오,12,114.65,2008,76000
2019-11-27,삼선동2가,보문로29다길,삼선푸르지오,5,59.95,2008,56700
2019-11-29,삼선동2가,보문로29다길,삼선푸르지오,2,59.95,2008,57500
2019-11-30,삼선동2가,보문로29다길,삼선푸르지오,4,84.83,2008,64000
2019-11-30,삼선동2가,보문로29다길,삼선푸르지오,9,59.95,2008,60800
2019-11-30,삼선동2가,보문로29다길,삼선푸르지오,2,114.65,2008,71000
2019-11-04,동선동3가,동소문로26마길,태극에버빌,3,107.51,2003,40300
2019-12-04,돈암동,아리랑로,일신건영휴먼빌아파트,13,117.16,2005,69500
2019-12-06,돈암동,아리랑로,일신건영휴먼빌아파트,2,117.16,2005,63000
2019-12-06,돈암동,정릉로,동부센트레빌,8,115.51,2003,75000
2019-12-07,돈암동,정릉로,돈암현대아파트,11,84.8,1991,56000
2019-12-11,돈암동,아리랑로,돈암코오롱하늘채,14,59.8616,2016,72000
2019-12-12,돈암동,아리랑로,돈암코오롱하늘채,9,84.9594,2016,87000
2019-12-12,돈암동,동소문로34길,길음역금호어울림센터힐,14,84.77,2014,85000
2019-12-14,돈암동,정릉로,돈암현대아파트,11,41.58,1991,36200
2019-12-14,돈암동,아리랑로,돈암코오롱하늘채,16,59.9342,2016,74000
2019-12-14,돈암동,아리랑로,돈암코오롱하늘채,16,84.8778,2016,89500
2019-12-14,돈암동,아리랑로,돈암코오롱하늘채,15,84.869,2016,88500
2019-12-15,돈암동,정릉로,돈암현대아파트,9,56.7,1991,44500
2019-12-16,돈암동,동소문로34길,길음역금호어울림센터힐,19,59.5,2014,70000
2019-12-16,돈암동,동소문로34길,길음역금호어울림센터힐,19,119.56,2014,98000
2019-12-17,돈암동,아리랑로,돈암코오롱하늘채,9,84.9594,2016,89500
2019-12-18,돈암동,정릉로,돈암현대아파트,13,84.39,1991,56800
2019-12-20,돈암동,정릉로,동부센트레빌,14,115.51,2003,84000
2019-12-20,돈암동,정릉로,동부센트레빌,1,80.54,2003,66750
2019-12-21,돈암동,아리랑로,일신건영휴먼빌아파트,2,84.98,2005,60300
2019-12-21,돈암동,정릉로,돈암현대아파트,5,41.58,1991,35300
2019-12-21,돈암동,정릉로,동부센트레빌,5,80.54,2003,69500
2019-12-28,돈암동,동소문로34길,길음역금호어울림센터힐,19,84.94,2014,83500
2019-12-28,돈암동,아리랑로,돈암코오롱하늘채,12,84.869,2016,90000
2019-12-29,돈암동,정릉로,동부센트레빌,3,80.54,2003,67000
2019-12-02,동소문동4가,동소문로3길,송산아파트,7,58.59,1998,43000
2019-12-09,동소문동4가,동소문로3길,송산아파트,3,58.59,1998,42500
2019-12-20,동소문동4가,동소문로3길,송산아파트,7,84.87,1998,61000
2019-12-21,동소문동4가,동소문로3길,송산아파트,14,84.87,1998,62700
2019-12-21,동소문동4가,동소문로3길,송산아파트,15,58.59,1998,46000
2019-12-23,동소문동4가,동소문로3길,송산아파트,14,111.55,1998,67000
2019-12-28,동소문동4가,동소문로3길,송산아파트,14,58.59,1998,44800
2019-12-02,삼선동2가,보문로29다길,삼선푸르지오,7,59.95,2008,59600
2019-12-02,삼선동2가,보문로29다길,삼선푸르지오,8,84.83,2008,67000
2019-12-04,삼선동2가,보문로29다길,삼선푸르지오,14,84.84,2008,68500
2019-12-06,삼선동2가,낙산길,삼선현대힐스테이트,9,56.83,2009,57700
2019-12-06,삼선동2가,보문로29다길,삼선푸르지오,12,84.83,2008,69700
2019-12-07,삼선동2가,보문로29다길,삼선푸르지오,9,84.53,2008,67000
2019-12-07,삼선동2가,낙산길,삼선현대힐스테이트,7,56.83,2009,59500
2019-12-08,삼선동2가,보문로29다길,삼선푸르지오,5,84.83,2008,67400
2019-12-09,삼선동2가,낙산길,삼선현대힐스테이트,2,56.83,2009,53800
2019-12-10,삼선동2가,낙산길,삼선현대힐스테이트,9,56.83,2009,57000
2019-12-10,삼선동2가,보문로29다길,삼선푸르지오,10,114.65,2008,78500
2019-12-15,삼선동2가,보문로29다길,삼선푸르지오,4,84.53,2008,67000
2019-12-19,삼선동2가,보문로29다길,삼선푸르지오,10,84.84,2008,70400
2019-12-21,삼선동2가,낙산길,삼선현대힐스테이트,1,56.83,2009,51700
2019-12-23,삼선동2가,낙산길,삼선현대힐스테이트,5,114.86,2009,72500
2019-12-26,삼선동2가,보문로29다길,삼선푸르지오,3,84.83,2008,68000
2019-10-08,미아동,월계로21나길,두예파크빌,1,48.88,2005,22000
2019-10-09,미아동,삼양로74길,경남아너스빌,15,62.7103,2008,47000
2019-10-12,미아동,삼양로74길,경남아너스빌,12,81.9853,2008,53000
2019-10-15,미아동,오패산로60길,신일해피트리,7,83.72,2006,44500
2019-10-16,미아동,삼양로74길,경남아너스빌,8,84.9134,2008,56500
2019-10-22,미아동,솔샘로,벽산라이브파크,5,114.68,2004,50700
2019-10-24,미아동,솔샘로,벽산라이브파크,9,60,2004,40000
2019-10-01,번동,오현로,해모로아파트,5,127.25,2003,50000
2019-10-05,번동,오현로31길,번동금호어울림,1,59.43,1998,28000
2019-10-05,번동,오현로,해모로아파트,12,59.98,2003,38500
2019-10-08,번동,월계로37길,신원,8,84.6,2000,38900
2019-10-11,번동,월계로37길,신원,3,84.6,2000,38000
2019-10-11,번동,월계로37길,신원,9,84.6,2000,40300
2019-10-17,번동,오현로31길,번동금호어울림,15,84.93,1998,41000
2019-10-17,번동,도봉로98길,삼성,16,59.77,1998,35750
2019-10-21,번동,월계로37길,신원,14,84.6,2000,40000
2019-10-17,수유동,도봉로71가길,태솔캡슬,7,49.37,2012,23500
2019-11-02,미아동,월계로21가길,미아한일유앤아이,14,84.552,2002,53500
2019-11-03,미아동,오패산로60길,신일해피트리,5,59.27,2006,34900
2019-11-06,미아동,솔샘로,벽산라이브파크,19,84.89,2004,47000
2019-11-07,미아동,솔샘로,벽산라이브파크,13,59.67,2004,37000
2019-11-09,미아동,도봉로,두원프라자,3,84.24,1996,42000
2019-11-09,미아동,솔샘로,벽산라이브파크,19,59.67,2004,36500
2019-11-17,미아동,삼양로74길,경남아너스빌,4,84.9134,2008,54500
2019-11-19,미아동,월계로21가길,미아한일유앤아이,4,84.552,2002,51500
2019-11-19,미아동,도봉로33길,성북프라자,8,68.675,2009,37100
2019-11-21,미아동,솔샘로,벽산라이브파크,6,59.67,2004,36250
2019-11-23,미아동,솔샘로,벽산라이브파크,20,60,2004,38900
2019-11-23,미아동,솔샘로,벽산라이브파크,19,59.67,2004,37500
2019-11-25,미아동,솔샘로,벽산라이브파크,18,84.89,2004,49000
2019-11-02,번동,오현로,해모로아파트,3,59.98,2003,35000
2019-11-06,번동,오현로31길,번동금호어울림,11,59.43,1998,34000
2019-11-07,번동,월계로37길,신원,6,84.6,2000,42000
2019-11-07,번동,월계로37길,신원,16,84.6,2000,39500
2019-11-13,번동,오현로31길,번동금호어울림,18,84.93,1998,43200
2019-11-20,번동,오현로,해모로아파트,3,84.93,2003,42000
2019-11-22,번동,월계로37길,신원,3,84.6,2000,39000
2019-11-25,번동,오현로31길,번동금호어울림,17,84.93,1998,41000
2019-11-22,수유동,노해로8길,경남아너스빌,13,84.59,2005,49000
2019-12-02,미아동,솔샘로,벽산라이브파크,1,114.68,2004,49000
2019-12-04,미아동,솔샘로,벽산라이브파크,15,114.68,2004,52000
2019-12-05,미아동,솔샘로,벽산라이브파크,13,59.67,2004,38000
2019-12-09,미아동,솔샘로,벽산라이브파크,11,84.89,2004,50000
2019-12-10,미아동,솔샘로,벽산라이브파크,24,84.89,2004,49000
2019-12-11,미아동,도봉로33길,성북프라자,5,68.675,2009,37500
2019-12-14,미아동,솔샘로,벽산라이브파크,15,59.67,2004,37500
2019-12-14,미아동,삼양로74길,경남아너스빌,6,84.8712,2008,56700
2019-12-15,미아동,월계로21가길,미아한일유앤아이,10,84.552,2002,51500
2019-12-16,미아동,솔샘로,벽산라이브파크,14,84.89,2004,49700
2019-12-16,미아동,솔샘로,벽산라이브파크,18,59.67,2004,37300
2019-12-17,미아동,솔샘로,벽산라이브파크,17,60,2004,41500
2019-12-17,미아동,솔샘로,벽산라이브파크,11,60,2004,40700
2019-12-19,미아동,솔샘로,벽산라이브파크,4,114.68,2004,53000
2019-12-19,미아동,월계로21나길,두예파크빌,3,46.36,2005,24500
2019-12-20,미아동,도봉로,두원프라자,6,84.24,1996,42000
2019-12-21,미아동,월계로21가길,미아한일유앤아이,7,68.303,2002,49000
2019-12-21,미아동,솔샘로,벽산라이브파크,4,114.68,2004,51000
2019-12-21,미아동,삼양로74길,경남아너스빌,9,84.9134,2008,57800
2019-12-23,미아동,솔샘로,벽산라이브파크,12,114.68,2004,52400
2019-12-23,미아동,월계로21가길,미아한일유앤아이,5,84.552,2002,50000
2019-12-24,미아동,도봉로33길,성북프라자,12,68.675,2009,39500
2019-12-26,미아동,솔샘로,벽산라이브파크,11,60,2004,42000
2019-12-26,미아동,솔샘로,벽산라이브파크,19,84.89,2004,47000
2019-12-27,미아동,솔샘로,벽산라이브파크,17,59.67,2004,36700
2019-12-27,미아동,솔샘로,벽산라이브파크,4,84.89,2004,48200
2019-12-28,미아동,도봉로33길,성북프라자,12,68.675,2009,37400
2019-12-30,미아동,월계로21가길,미아한일유앤아이,14,84.552,2002,52400
2019-12-31,미아동,솔샘로,벽산라이브파크,16,60,2004,41000
2019-12-06,번동,오현로,해모로아파트,20,84.93,2003,45000
2019-12-13,번동,도봉로98길,삼성,7,84.96,1998,44200
2019-12-20,번동,오현로31길,번동금호어울림,6,59.43,1998,35500
2019-12-21,번동,오현로,해모로아파트,7,84.93,2003,43700
2019-12-21,번동,오현로,해모로아파트,6,84.93,2003,45000
2019-12-23,번동,오현로,해모로아파트,16,59.98,2003,37000
2019-12-23,번동,도봉로98길,삼성,16,59.77,1998,37500
2019-12-26,번동,한천로,센트로힐,2,72.7695,2015,34000
2019-12-11,수유동,삼양로80길,태솔에버빌,4,84.86,2008,36000
2019-12-21,수유동,수유로23길,형인휴아름,8,83.82,2013,46900
2019-10-03,쌍문동,우이천로38길,삼보,4,77.1,2003,19000
2019-10-04,쌍문동,우이천로38길,청화,3,71.76,2000,22300
2019-10-04,쌍문동,우이천로,쌍문동삼성래미안,11,59.9899,2002,42000
2019-10-08,쌍문동,우이천로,쌍문동삼성래미안,11,114.9396,2002,63000
2019-10-08,쌍문동,해등로,성원,14,84.98,1989,39000
2019-10-09,쌍문동,노해로41가길,e편한세상,2,84.965,2007,50000
2019-10-14,쌍문동,시루봉로,파라다이스빌,13,59.33,2004,32900
2019-10-14,쌍문동,우이천로,쌍문동삼성래미안,7,59.9899,2002,43000
2019-10-15,쌍문동,해등로,성원,7,71.78,1989,31800
2019-10-16,쌍문동,우이천로,쌍문동삼성래미안,9,59.9899,2002,43500
2019-10-20,쌍문동,삼양로,북한산월드메르디앙,4,70.71,2005,42800
2019-10-29,쌍문동,도봉로137길,에덴,3,67.404,2001,28200
2019-10-01,방학동,시루봉로11길,극동아파트,8,84.935,1993,34000
2019-10-01,방학동,방학로7길,성원아파트,11,84.54,1996,39500
2019-10-01,방학동,시루봉로,청구아파트,11,84.97,1994,36800
2019-10-01,방학동,마들로,대상타운현대아파트,22,60,2001,51000
2019-10-01,방학동,시루봉로,동양크레오아파트,10,84.9661,2004,44000
2019-10-02,방학동,해등로,청구아파트,11,84.97,1994,36000
2019-10-04,방학동,도당로,삼익세라믹아파트,3,58.77,1988,26200
2019-10-04,방학동,시루봉로,청구아파트,8,84.97,1994,37500
2019-10-05,방학동,도당로,삼익세라믹아파트,8,74.105,1988,37000
2019-10-07,방학동,해등로,청구아파트,15,84.97,1994,39250
2019-10-08,방학동,해등로,청구아파트,3,84.97,1994,34500
2019-10-09,방학동,도봉로146길,브라운스톤방학아파트,23,84.9,2003,48000
2019-10-10,방학동,도봉로146길,브라운스톤방학아파트,8,84.9,2003,47800
2019-10-10,방학동,마들로,대상타운현대아파트,20,84.78,2001,66300
2019-10-11,방학동,시루봉로,청구아파트,4,84.97,1994,35700
2019-10-14,방학동,시루봉로,청구아파트,4,84.97,1994,38000
2019-10-14,방학동,도봉로150바길,금광포란재아파트,9,59.611,2005,40300
2019-10-16,방학동,마들로,대상타운현대아파트,16,60,2001,55000
2019-10-19,방학동,해등로,청구아파트,2,84.97,1994,34000
2019-10-19,방학동,마들로,대상타운현대아파트,17,84.78,2001,67750
2019-10-22,방학동,도당로15길,송학휴스테이,4,51.257,2016,27600
2019-10-22,방학동,방학로,신동아타워아파트,14,84.74,1997,31800
2019-10-22,방학동,마들로,대상타운현대아파트,1,84.78,2001,59900
2019-10-24,방학동,도당로,삼익세라믹아파트,2,58.77,1988,25000
2019-10-24,방학동,마들로,대상타운현대아파트,19,60,2001,50000
2019-10-31,방학동,도당로,삼익세라믹아파트,13,42.93,1988,22800
2019-10-31,방학동,마들로,대상타운현대아파트,5,60,2001,52000
2019-10-01,창동,노해로63가길,상아2차아파트,5,45.54,1988,34800
2019-10-03,창동,노해로63가길,상아2차아파트,8,45.54,1988,34500
2019-10-04,창동,해등로,상아1차아파트,10,69.03,1987,50000
2019-10-09,창동,해등로,상아1차아파트,8,58.59,1987,43000
2019-10-09,창동,해등로,상아1차아파트,14,58.59,1987,43300
2019-10-22,창동,노해로63가길,상아2차아파트,8,45.54,1988,34500
2019-10-28,창동,해등로,상아1차아파트,14,84.99,1987,50000
2019-10-29,창동,해등로,상아1차아파트,4,58.59,1987,43500
2019-10-31,창동,해등로,서울가든,5,136.74,1992,64000
2019-10-01,도봉동,마들로,서원,5,40.02,1996,21000
2019-10-01,도봉동,도봉로180길,동아에코빌,15,84.967,2003,46500
2019-10-02,도봉동,마들로,서원,13,49.77,1996,25800
2019-10-03,도봉동,도봉로180길,동아에코빌,11,84.967,2003,45250
2019-10-09,도봉동,마들로,서원,16,49.77,1996,23500
2019-10-11,도봉동,마들로,서원,15,59.51,1996,29700
2019-10-11,도봉동,도봉산길,서울가든,3,75.33,1987,31000
2019-10-14,도봉동,도봉로180길,동아에코빌,17,84.967,2003,48600
2019-10-16,도봉동,도봉산길,서울가든,4,75.33,1987,29500
2019-10-16,도봉동,마들로,서원,17,49.77,1996,25000
2019-10-17,도봉동,마들로,서원,10,49.77,1996,25300
2019-10-19,도봉동,도봉로180길,동아에코빌,18,105.976,2003,60000
2019-10-19,도봉동,마들로,서원,6,49.77,1996,26000
2019-10-21,도봉동,마들로,서원,1,49.77,1996,21800
2019-10-21,도봉동,마들로,서원,4,49.77,1996,25000
2019-10-21,도봉동,마들로,서원,12,49.77,1996,25750
2019-10-22,도봉동,마들로,서원,6,49.77,1996,25000
2019-10-23,도봉동,마들로,서원,5,59.51,1996,31200
2019-10-24,도봉동,마들로,서원,16,49.77,1996,23300
2019-10-24,도봉동,마들로,서원,16,49.77,1996,25200
2019-10-27,도봉동,도봉산길,서울가든,4,75.33,1987,30000
2019-10-28,도봉동,마들로,서원,12,49.77,1996,26300
2019-10-29,도봉동,마들로,서원,16,49.77,1996,25300
2019-10-30,도봉동,마들로,서원,7,49.77,1996,25500
2019-10-31,도봉동,마들로,서원,15,49.14,1996,24700
2019-11-15,쌍문동,시루봉로,파라다이스빌,8,84.84,2004,44000
2019-11-15,쌍문동,노해로40길,브라운스톤쌍문,6,84.97,2006,52000
2019-11-18,쌍문동,우이천로,쌍문동삼성래미안,4,59.9899,2002,43350
2019-11-19,쌍문동,우이천로,쌍문동삼성래미안,5,114.9396,2002,59000
2019-11-22,쌍문동,해등로,성원,14,71.78,1989,32300
2019-11-02,방학동,마들로,대상타운현대아파트,21,133.97,2001,74500
2019-11-02,방학동,마들로,대상타운현대아파트,12,84.78,2001,66800
2019-11-04,방학동,마들로,대상타운현대아파트,1,133.97,2001,61600
2019-11-05,방학동,시루봉로,동양크레오아파트,6,84.9501,2004,40300
2019-11-11,방학동,도당로,삼익세라믹아파트,8,58.77,1988,26500
2019-11-11,방학동,도당로,거성학마을아파트,13,59.99,1994,33800
2019-11-12,방학동,마들로,대상타운현대아파트,20,84.78,2001,65000
2019-11-15,방학동,마들로,대상타운현대아파트,14,84.78,2001,67400
2019-11-16,방학동,도당로6길,성원아파트,2,59.94,1996,29800
2019-11-16,방학동,마들로,대상타운현대아파트,16,133.97,2001,77000
2019-11-21,방학동,도봉로146길,브라운스톤방학아파트,5,84.9,2003,50500
2019-11-22,방학동,도당로15길,송학휴스테이,2,51.001,2016,24500
2019-11-22,방학동,도봉로146길,브라운스톤방학아파트,8,84.9,2003,50000
2019-11-27,방학동,시루봉로,동양크레오아파트,5,84.9696,2004,37000
2019-11-29,방학동,마들로,대상타운현대아파트,9,164.15,2001,82600
2019-11-30,방학동,방학로7길,성원아파트,6,84.54,1996,39500
2019-11-30,방학동,마들로,대상타운현대아파트,16,133.97,2001,80000
2019-11-30,방학동,마들로,대상타운현대아파트,14,84.78,2001,67700
2019-11-30,방학동,마들로,대상타운현대아파트,14,101.48,2001,71400
2019-11-30,방학동,마들로,대상타운현대아파트,2,133.97,2001,77200
2019-11-30,방학동,시루봉로,동양크레오아파트,4,84.9696,2004,41500
2019-11-01,창동,우이천로4라길,초안산신도브래뉴,1,84.9991,2005,38900
2019-11-04,창동,해등로,상아1차아파트,3,69.03,1987,47000
2019-11-08,창동,노해로63가길,상아2차아파트,8,45.54,1988,35500
2019-11-09,창동,덕릉로63길,새울아파트,5,84.78,2006,27000
2019-11-13,창동,해등로,상아1차아파트,8,45.54,1987,34500
2019-11-16,창동,해등로,상아1차아파트,8,45.54,1987,34000
2019-11-19,창동,해등로,상아1차아파트,12,58.59,1987,44900
2019-11-21,창동,우이천로4라길,초안산신도브래뉴,9,59.8329,2005,37000
2019-11-28,창동,해등로,상아1차아파트,10,45.54,1987,33500
2019-11-01,도봉동,마들로,서원,13,59.51,1996,29500
2019-11-01,도봉동,도봉로180길,동아에코빌,3,123.687,2003,63900
2019-11-02,도봉동,마들로,서원,15,49.77,1996,24800
2019-11-02,도봉동,도봉로180길,동아에코빌,14,105.976,2003,63500
2019-11-04,도봉동,마들로,서원,4,59.76,1996,28700
2019-11-05,도봉동,마들로,서원,18,39.85,1996,21400
2019-11-05,도봉동,마들로,서원,13,49.77,1996,25000
2019-11-07,도봉동,마들로,서원,6,49.77,1996,26400
2019-11-07,도봉동,도봉로180길,동아에코빌,16,84.967,2003,49000
2019-11-08,도봉동,마들로,서원,5,39.85,1996,21250
2019-11-12,도봉동,마들로,서원,6,49.77,1996,25500
2019-11-14,도봉동,마들로,서원,18,49.77,1996,24800
2019-11-15,도봉동,마들로,서원,5,49.77,1996,26000
2019-11-16,도봉동,도봉산길,서울가든,3,75.33,1987,29500
2019-11-16,도봉동,도봉로180길,동아에코빌,1,105.976,2003,56500
2019-11-19,도봉동,마들로,서원,11,49.77,1996,26700
2019-11-20,도봉동,마들로,서원,11,49.77,1996,25500
2019-11-21,도봉동,마들로,서원,9,49.77,1996,27300
2019-11-22,도봉동,마들로,서원,3,59.51,1996,31700
2019-11-27,도봉동,마들로,서원,1,49.77,1996,24000
2019-11-27,도봉동,마들로,서원,8,59.76,1996,31800
2019-11-29,도봉동,도봉로180길,동아에코빌,9,105.976,2003,64000
2019-11-30,도봉동,마들로,서원,8,59.76,1996,31000
2019-12-05,쌍문동,우이천로,쌍문동삼성래미안,9,59.9899,2002,43250
2019-12-07,쌍문동,우이천로,쌍문동삼성래미안,11,59.9899,2002,42900
2019-12-09,쌍문동,노해로40길,브라운스톤쌍문,7,84.969,2006,53500
2019-12-10,쌍문동,노해로40길,브라운스톤쌍문,8,74.8,2006,50000
2019-12-12,쌍문동,도봉로137길,에덴,8,67.404,2001,28000
2019-12-16,쌍문동,노해로41가길,e편한세상,5,84.965,2007,52200
2019-12-18,쌍문동,삼양로,북한산월드메르디앙,9,82.09,2005,57000
2019-12-21,쌍문동,해등로,성원,5,84.98,1989,41000
2019-12-21,쌍문동,해등로,성원,12,71.78,1989,36000
2019-12-21,쌍문동,해등로,성원,12,84.98,1989,39500
2019-12-27,쌍문동,도봉로129길,경남,1,44.5,1988,17500
2019-12-28,쌍문동,노해로,신일라이프,2,59.47,2002,27500
2019-12-30,쌍문동,해등로,성원,9,71.78,1989,34000
2019-12-02,방학동,마들로,대상타운현대아파트,11,60,2001,54400
2019-12-02,방학동,마들로,대상타운현대아파트,11,84.78,2001,67500
2019-12-02,방학동,마들로,대상타운현대아파트,21,60,2001,55000
2019-12-03,방학동,마들로,대상타운현대아파트,5,60,2001,53000
2019-12-03,방학동,도당로,거성학마을아파트,16,84.93,1994,40100
2019-12-04,방학동,도봉로146길,브라운스톤방학아파트,3,84.9,2003,49300
2019-12-07,방학동,도봉로150바길,금광포란재아파트,4,59.611,2005,35750
2019-12-07,방학동,마들로,대상타운현대아파트,14,60,2001,54300
2019-12-10,방학동,시루봉로,청구아파트,1,72.21,1994,27000
2019-12-10,방학동,마들로,대상타운현대아파트,4,164.15,2001,82000
2019-12-10,방학동,해등로,청구아파트,8,84.97,1994,38750
2019-12-11,방학동,마들로,대상타운현대아파트,7,60,2001,54000
2019-12-16,방학동,마들로,대상타운현대아파트,15,84.78,2001,69500
2019-12-20,방학동,마들로,대상타운현대아파트,19,84.78,2001,62000
2019-12-20,방학동,시루봉로,청구아파트,13,84.97,1994,39000
2019-12-21,방학동,마들로,대상타운현대아파트,4,101.4,2001,71000
2019-12-23,방학동,도당로,삼익세라믹아파트,2,58.77,1988,27400
2019-12-23,방학동,시루봉로,청구아파트,10,84.97,1994,36500
2019-12-24,방학동,도당로,삼익세라믹아파트,8,84.96,1988,41300
2019-12-26,방학동,마들로,대상타운현대아파트,4,164.15,2001,82000
2019-12-26,방학동,시루봉로,청구아파트,5,84.97,1994,42000
2019-12-27,방학동,방학로7길,성원아파트,12,84.54,1996,40000
2019-12-28,방학동,시루봉로11길,극동아파트,3,84.935,1993,30000
2019-12-30,방학동,도당로,거성학마을아파트,13,84.93,1994,40800
2019-12-12,창동,해등로,상아1차아파트,1,58.59,1987,41000
2019-12-14,창동,해등로,상아1차아파트,13,45.54,1987,34000
2019-12-15,창동,해등로,상아1차아파트,4,69.03,1987,50650
2019-12-16,창동,우이천로4라길,초안산신도브래뉴,16,84.9991,2005,43000
2019-12-18,창동,해등로,상아1차아파트,10,58.59,1987,48000
2019-12-21,창동,해등로,상아1차아파트,11,84.99,1987,58000
2019-12-25,창동,덕릉로,파크힐,5,59.03,2013,24000
2019-12-02,도봉동,도봉로180길,동아에코빌,2,84.967,2003,48000
2019-12-02,도봉동,마들로,서원,14,49.77,1996,25180
2019-12-02,도봉동,도봉산길,서울가든,4,75.33,1987,29000
2019-12-03,도봉동,마들로,서원,9,49.77,1996,25700
2019-12-03,도봉동,도봉로180길,동아에코빌,20,84.967,2003,47700
2019-12-05,도봉동,도봉산길,서울가든,6,75.33,1987,32800
2019-12-07,도봉동,마들로,서원,13,40.02,1996,21500
2019-12-07,도봉동,마들로,서원,6,49.77,1996,26000
2019-12-09,도봉동,도봉산길,서울가든,12,75.33,1987,29000
