거래일자,법정동,도로명,아파트,층,전용면적,건축년도,거래금액
2019-12-12,도봉동,마들로,서원,14,40.02,1996,21500
2019-12-13,도봉동,마들로,서원,1,49.77,1996,21000
2019-12-16,도봉동,도봉로180길,동아에코빌,16,105.976,2003,64000
2019-12-17,도봉동,마들로,서원,1,40.02,1996,20000
2019-12-18,도봉동,마들로,서원,2,49.77,1996,24300
2019-12-20,도봉동,도봉산길,서울가든,6,75.33,1987,30000
2019-12-24,도봉동,마들로,서원,12,59.76,1996,31000
2019-12-25,도봉동,도봉로180길,동아에코빌,10,84.967,2003,48000
2019-12-30,도봉동,마들로,서원,13,49.77,1996,26500
2019-10-01,월계동,광운로,월계역신도브래뉴,15,84.5133,2005,50000
2019-10-04,월계동,마들로,미성,4,50.14,1986,49400
2019-10-04,월계동,마들로,미성,5,33.28,1986,40900
2019-10-05,월계동,광운로,월계역신도브래뉴,12,59.8587,2005,40000
2019-10-05,월계동,광운로,월계역신도브래뉴,9,117.1038,2005,59000
2019-10-07,월계동,마들로,미성,1,33.28,1986,39800
2019-10-08,월계동,석계로,현대,24,59.95,2000,49000
2019-10-09,월계동,마들로,미성,13,50.14,1986,49500
2019-10-11,월계동,석계로,현대,19,114.99,2000,64000
2019-10-12,월계동,마들로,미성,3,33.28,1986,41000
2019-10-14,월계동,마들로,미성,2,50.14,1986,48500
2019-10-15,월계동,석계로,현대,25,114.99,2000,69500
2019-10-15,월계동,마들로,미성,10,50.14,1986,50000
2019-10-15,월계동,마들로5길,녹천역두산위브아파트,7,84.9094,2017,56300
2019-10-17,월계동,광운로,월계역신도브래뉴,9,84.5133,2005,54500
2019-10-19,월계동,석계로,현대,7,59.95,2000,48000
2019-10-19,월계동,마들로5길,녹천역두산위브아파트,2,84.8218,2017,54700
2019-10-19,월계동,석계로,현대,1,59.95,2000,40000
2019-10-22,월계동,석계로,현대,3,59.95,2000,50000
2019-10-23,월계동,석계로,현대,3,114.99,2000,63000
2019-10-24,월계동,광운로,월계역신도브래뉴,2,59.8587,2005,40800
2019-10-24,월계동,마들로,미성,5,50.14,1986,50000
2019-10-25,월계동,석계로,현대,5,114.99,2000,64000
2019-10-26,월계동,마들로5길,녹천역두산위브아파트,6,84.9343,2017,56500
2019-10-29,월계동,마들로,미성,2,33.28,1986,43000
2019-10-29,월계동,석계로,현대,2,114.99,2000,69000
2019-10-01,공릉동,공릉로46길,삼익아파트,4,51.03,1995,31600
2019-10-01,공릉동,공릉로34길,태강아파트,4,49.6,1999,33000
2019-10-01,공릉동,공릉로46길,삼익아파트,5,84.6,1995,48500
2019-10-01,공릉동,화랑로51길,화랑타운아파트,4,84.65,2000,60000
2019-10-02,공릉동,공릉로34길,효성아파트,16,126.78,1999,70000
2019-10-03,공릉동,화랑로51길,비선아파트,7,59.87,1999,41300
2019-10-03,공릉동,동일로,노원 프레미어스 엠코,10,84.0408,2016,62500
2019-10-04,공릉동,동일로192나길,신원아파트,7,59.59,2000,35750
2019-10-04,공릉동,섬밭로,삼익아파트,10,59.89,1997,32500
2019-10-05,공릉동,노원로1길,대명아파트,5,62.04,1989,35000
2019-10-05,공릉동,공릉로46길,삼익아파트,11,51.03,1995,32000
2019-10-05,공릉동,화랑로51길,비선아파트,5,48.6,1999,31400
2019-10-05,공릉동,화랑로51길,비선아파트,3,59.87,1999,38800
2019-10-05,공릉동,화랑로51길,비선아파트,13,59.87,1999,39200
2019-10-05,공릉동,공릉로,동신아파트,14,59.99,1999,40000
2019-10-07,공릉동,화랑로51길,비선아파트,9,59.74,1999,41000
2019-10-07,공릉동,섬밭로,동아하이빌아파트,6,81.56,2002,34000
2019-10-07,공릉동,공릉로46길,공릉동 한보에센시티아파트,12,114.84,2000,60000
2019-10-07,공릉동,공릉로27길,현대성우아파트,11,84.96,2000,45000
2019-10-08,공릉동,노원로1길,대명아파트,3,66.24,1989,28000
2019-10-08,공릉동,공릉로46길,삼익아파트,4,51.03,1995,29200
2019-10-08,공릉동,공릉로46길,삼익아파트,11,84.6,1995,49700
2019-10-09,공릉동,노원로1길,대명아파트,1,66.24,1989,36800
2019-10-09,공릉동,공릉로,동신아파트,7,59.99,1999,37500
2019-10-09,공릉동,화랑로,효성아파트,3,73.18,1995,49700
2019-10-09,공릉동,공릉로46길,공릉동 한보에센시티아파트,10,59.4,2000,39500
2019-10-09,공릉동,공릉로46길,삼익아파트,7,51.03,1995,31000
2019-10-09,공릉동,공릉로27길,현대성우아파트,11,59.98,2000,36500
2019-10-10,공릉동,공릉로27길,현대성우아파트,12,59.98,2000,36500
2019-10-10,공릉동,동일로198길,공릉우성아파트,10,84.97,1995,49200
2019-10-11,공릉동,공릉로34길,태강아파트,4,49.6,1999,34000
2019-10-11,공릉동,화랑로51길,비선아파트,13,59.87,1999,42500
2019-10-12,공릉동,공릉로51길,건영장미아파트,14,59.87,1999,34700
2019-10-12,공릉동,공릉로,동신아파트,15,114.98,1999,63000
2019-10-12,공릉동,공릉로,동신아파트,9,59.99,1999,41000
2019-10-12,공릉동,동일로198길,공릉우성아파트,11,84.97,1995,54500
2019-10-12,공릉동,공릉로34길,삼익2차아파트,16,54.74,2004,40500
2019-10-12,공릉동,공릉로46길,공릉동 한보에센시티아파트,4,84.93,2000,49500
2019-10-12,공릉동,동일로177길,녹주아파트,6,84.7368,2002,41800
2019-10-12,공릉동,공릉로,비콘아파트,3,84.98,2004,45000
2019-10-12,공릉동,공릉로,동부아파트,6,59.34,1996,33400
2019-10-12,공릉동,공릉로46길,공릉동 한보에센시티아파트,2,114.84,2000,55500
2019-10-12,공릉동,화랑로51길,화랑타운아파트,2,84.65,2000,59700
2019-10-12,공릉동,공릉로34길,태강아파트,13,49.6,1999,34800
2019-10-12,공릉동,공릉로34길,태강아파트,13,49.6,1999,32000
2019-10-12,공릉동,노원로,우방아파트,15,84.881,2000,52500
2019-10-14,공릉동,노원로1길,대명아파트,4,67.44,1989,35950
2019-10-15,공릉동,동일로190길,진명비베레,2,13.9092,2012,8500
2019-10-15,공릉동,공릉로,동부아파트,2,59.34,1996,35000
2019-10-15,공릉동,공릉로34길,태강아파트,11,49.6,1999,33700
2019-10-16,공릉동,화랑로51길,비선아파트,4,59.97,1999,39700
2019-10-17,공릉동,동일로191길,신명아파트,11,59.99,1995,26200
2019-10-18,공릉동,공릉로27길,현대성우아파트,3,59.98,2000,32000
2019-10-19,공릉동,노원로,우방아파트,2,61.151,2000,39300
2019-10-19,공릉동,공릉로34길,삼익2차아파트,8,54.74,2004,36000
2019-10-19,공릉동,화랑로51길,화랑타운아파트,1,84.65,2000,59000
2019-10-19,공릉동,공릉로34길,삼익2차아파트,14,84.458,2004,50500
2019-10-21,공릉동,공릉로34길,태강아파트,2,49.6,1999,31500
2019-10-21,공릉동,동일로175길,대동아파트,1,59.83,1999,31900
2019-10-21,공릉동,공릉로34길,삼익2차아파트,7,54.74,2004,37000
2019-10-22,공릉동,노원로,우방아파트,5,84.881,2000,52900
2019-10-22,공릉동,화랑로51길,비선아파트,12,48.6,1999,34000
2019-10-22,공릉동,노원로,우방아파트,3,61.151,2000,40800
2019-10-23,공릉동,공릉로51길,건영장미아파트,7,59.87,1999,35500
2019-10-24,공릉동,섬밭로,삼익아파트,11,59.89,1997,36500
2019-10-24,공릉동,공릉로,두산힐스빌아파트,15,84.9,2000,58800
2019-10-24,공릉동,공릉로34길,태강아파트,3,49.6,1999,34000
2019-10-25,공릉동,노원로,우방아파트,14,84.881,2000,56000
2019-10-25,공릉동,공릉로34길,효성아파트,11,126.78,1999,60000
2019-10-26,공릉동,화랑로51길,화랑타운아파트,6,84.65,2000,63000
2019-10-26,공릉동,공릉로34길,태강아파트,10,59.38,1999,44200
2019-10-26,공릉동,동일로,노원 프레미어스 엠코,34,84.0261,2016,72500
2019-10-26,공릉동,동일로175길,대동아파트,6,84.97,1999,45900
2019-10-26,공릉동,동일로192나길,신원아파트,9,59.59,2000,36000
2019-10-28,공릉동,동일로190길,참다움아파트,1,74.4276,2012,27900
2019-10-28,공릉동,공릉로,동신아파트,1,114.98,1999,56000
2019-10-28,공릉동,동일로175길,대동아파트,1,59.83,1999,31800
2019-10-28,공릉동,공릉로,동신아파트,7,59.99,1999,38500
2019-10-28,공릉동,노원로,우방아파트,3,60.502,2000,44000
2019-10-28,공릉동,공릉로34길,태강아파트,10,59.34,1999,44500
2019-10-29,공릉동,동일로198길,공릉우성아파트,9,59.26,1995,37000
2019-10-29,공릉동,공릉로46길,공릉동 한보에센시티아파트,2,59.4,2000,37500
2019-10-29,공릉동,공릉로46길,공릉동 한보에센시티아파트,12,84.93,2000,51800
2019-10-31,공릉동,공릉로46길,삼익아파트,13,51.03,1995,32000
2019-10-01,하계동,섬밭로,현대,2,84.95,1988,64700
2019-10-01,하계동,섬밭로,건영,11,53.14,1988,38500
2019-10-02,하계동,섬밭로,현대,12,84.95,1988,67800
2019-10-04,하계동,섬밭로,건영,12,53.14,1988,38300
2019-10-04,하계동,섬밭로,건영,10,53.14,1988,39000
2019-10-06,하계동,공릉로59길,미성,15,84.94,1989,58900
2019-10-07,하계동,섬밭로,우성,14,84.91,1988,67000
2019-10-07,하계동,섬밭로,건영,2,45.55,1988,29400
2019-10-09,하계동,섬밭로,우성,14,127.22,1988,80000
2019-10-09,하계동,섬밭로,우성,11,84.91,1988,65700
2019-10-13,하계동,섬밭로,우성,2,84.91,1988,65000
2019-10-14,하계동,섬밭로,우성,2,84.91,1988,65000
2019-10-15,하계동,공릉로59길,미성,3,84.94,1989,42500
2019-10-16,하계동,섬밭로,건영,2,74.58,1988,55400
2019-10-17,하계동,섬밭로,우성,5,84.91,1988,65500
2019-10-18,하계동,섬밭로,건영,7,53.14,1988,40000
2019-10-19,하계동,섬밭로,건영,7,53.14,1988,36900
2019-10-19,하계동,섬밭로,현대,8,71.68,1988,60000
2019-10-19,하계동,섬밭로,현대,11,84.95,1988,70250
2019-10-21,하계동,공릉로59길,미성,2,57.97,1989,42500
2019-10-22,하계동,섬밭로,우성,3,84.91,1988,64700
2019-10-25,하계동,섬밭로,건영,13,65.43,1988,49000
2019-10-26,하계동,섬밭로,건영,15,65.43,1988,46500
2019-10-26,하계동,공릉로59길,미성,11,118.52,1989,74500
2019-10-26,하계동,섬밭로,현대,15,71.68,1988,59200
2019-10-29,하계동,공릉로59길,미성,12,72.17,1989,55000
2019-10-31,하계동,섬밭로,현대,13,71.68,1988,61600
2019-10-01,상계동,수락산로,대창센시티,8,84.8577,2002,41000
2019-10-05,상계동,동일로248길,수락파크빌,3,114.82,2001,65700
2019-10-15,상계동,노원로26나길,문수해오름,5,59.38,2003,29700
2019-10-16,상계동,동일로216길,한양,12,87.49,1988,58750
2019-10-17,상계동,동일로216길,한양,7,87.49,1988,58000
2019-10-19,상계동,동일로230가길,우림루미아트1,12,84.887,2004,52500
2019-10-21,상계동,동일로216길,한양,4,86.62,1988,59450
2019-10-24,상계동,동일로248길,수락파크빌,1,114.82,2001,63000
2019-10-25,상계동,동일로216길,한양,3,86.62,1988,56000
2019-10-26,상계동,동일로221길,대림,11,93.13,1988,71800
2019-10-26,상계동,동일로230가길,우림루미아트1,5,84.887,2004,52500
2019-10-04,중계동,중계로14나길,삼성,7,59.9,1999,37200
2019-10-07,중계동,중계로14나길,삼성,13,84.75,1999,57500
2019-10-12,중계동,섬밭로,경남,7,84.97,1989,62500
2019-10-12,중계동,섬밭로,경남,15,74.2,1989,54000
2019-10-12,중계동,중계로14나길,삼성,16,59.9,1999,37500
2019-10-19,중계동,섬밭로,경남,10,50.97,1989,37500
2019-10-26,중계동,중계로14나길,삼성,9,84.75,1999,61900
2019-10-29,중계동,중계로14나길,삼성,9,59.9,1999,37000
2019-10-29,중계동,중계로14나길,삼성,6,84.75,1999,54500
2019-10-29,중계동,한글비석로,대호,9,59.98,2000,39800
2019-11-01,월계동,광운로19길,성북역신도브래뉴,14,84.8437,2005,55000
2019-11-02,월계동,마들로,미성,7,50.14,1986,50400
2019-11-02,월계동,마들로5길,녹천역두산위브아파트,2,84.8514,2017,56000
2019-11-04,월계동,마들로,미성,9,50.14,1986,49200
2019-11-04,월계동,석계로,성북맨션,2,65.35,1976,41500
2019-11-05,월계동,마들로5길,녹천역두산위브아파트,5,84.9094,2017,59000
2019-11-07,월계동,마들로5길,녹천역두산위브아파트,6,117.4637,2017,73000
2019-11-08,월계동,광운로19길,성북역신도브래뉴,9,84.8437,2005,56800
2019-11-09,월계동,마들로,미성,1,50.14,1986,48650
2019-11-09,월계동,마들로5길,녹천역두산위브아파트,4,84.9094,2017,57000
2019-11-09,월계동,광운로19길,성북역신도브래뉴,4,59.8215,2005,49000
2019-11-12,월계동,마들로,미성,7,50.14,1986,51000
2019-11-13,월계동,석계로,현대,15,59.95,2000,49800
2019-11-14,월계동,광운로19길,성북역신도브래뉴,6,84.917,2005,54000
2019-11-15,월계동,석계로,현대,11,59.95,2000,46900
2019-11-19,월계동,마들로,미성,6,50.14,1986,51000
2019-11-19,월계동,석계로,현대,25,59.95,2000,50500
2019-11-21,월계동,마들로,미성,5,33.28,1986,40800
2019-11-22,월계동,마들로,미성,5,33.28,1986,42500
2019-11-22,월계동,석계로,현대,12,59.95,2000,51900
2019-11-23,월계동,마들로,미성,6,50.14,1986,52200
2019-11-23,월계동,광운로,월계역신도브래뉴,13,59.8587,2005,42500
2019-11-23,월계동,마들로,미성,3,50.14,1986,50000
2019-11-23,월계동,석계로,현대,2,59.95,2000,46500
2019-11-25,월계동,마들로,미성,12,50.14,1986,51800
2019-11-25,월계동,마들로,미성,1,33.28,1986,43000
2019-11-26,월계동,마들로,미성,1,50.14,1986,48500
2019-11-28,월계동,마들로,미성,11,50.14,1986,52000
2019-11-29,월계동,마들로5길,녹천역두산위브아파트,3,84.9343,2017,56000
2019-11-30,월계동,마들로,미성,5,33.28,1986,42000
2019-11-30,월계동,마들로,미성,14,50.14,1986,50000
2019-11-02,공릉동,공릉로34길,태강아파트,7,59.34,1999,44800
2019-11-02,공릉동,동일로176길,백영아파트,2,79.92,2004,31000
2019-11-02,공릉동,공릉로,동부아파트,4,59.34,1996,32800
2019-11-02,공릉동,공릉로34길,태강아파트,13,49.6,1999,33500
2019-11-02,공릉동,공릉로46길,공릉동 한보에센시티아파트,5,59.4,2000,40400
2019-11-02,공릉동,화랑로51길,화랑타운아파트,1,84.65,2000,58000
2019-11-02,공릉동,동일로,노원 프레미어스 엠코,13,84.0261,2016,70000
2019-11-02,공릉동,동일로,노원 프레미어스 엠코,16,84.0408,2016,65000
2019-11-04,공릉동,공릉로51길,건영장미아파트,5,84.88,1999,49800
2019-11-05,공릉동,공릉로34길,태강아파트,4,49.6,1999,33900
2019-11-05,공릉동,공릉로,동부아파트,1,84.79,1996,44900
2019-11-05,공릉동,노원로,우방아파트,13,61.151,2000,41500
2019-11-05,공릉동,공릉로51길,태승훼미리아파트,1,83.7,2009,40300
2019-11-06,공릉동,공릉로46길,공릉동 한보에센시티아파트,14,59.4,2000,40500
2019-11-06,공릉동,공릉로,두산힐스빌아파트,16,84.9,2000,58000
2019-11-08,공릉동,공릉로34길,태강아파트,8,59.34,1999,44500
2019-11-09,공릉동,공릉로34길,태강아파트,11,49.6,1999,34000
2019-11-09,공릉동,공릉로34길,효성아파트,9,59.84,1999,41900
2019-11-11,공릉동,화랑로,효성아파트,1,73.18,1995,50000
2019-11-11,공릉동,공릉로34길,태강아파트,9,49.6,1999,37000
2019-11-11,공릉동,공릉로34길,효성아파트,10,59.84,1999,41000
2019-11-12,공릉동,공릉로34길,태강아파트,1,49.6,1999,30000
2019-11-13,공릉동,화랑로51길,화랑타운아파트,6,84.65,2000,61800
2019-11-13,공릉동,공릉로34길,태강아파트,12,59.38,1999,44300
2019-11-13,공릉동,공릉로,동신아파트,7,114.98,1999,69500
2019-11-13,공릉동,공릉로,동신아파트,1,84.97,1999,48000
2019-11-13,공릉동,동일로192나길,신원아파트,13,84.99,2000,50000
2019-11-13,공릉동,공릉로34길,태강아파트,3,59.38,1999,43700
2019-11-14,공릉동,화랑로51길,비선아파트,1,48.6,1999,28500
2019-11-15,공릉동,화랑로51길,화랑타운아파트,6,84.65,2000,64500
2019-11-15,공릉동,동일로,노원 프레미어스 엠코,23,84.0261,2016,68000
2019-11-15,공릉동,공릉로46길,삼익아파트,4,51.03,1995,30900
2019-11-16,공릉동,화랑로51길,화랑타운아파트,9,84.65,2000,65000
2019-11-16,공릉동,공릉로,동부아파트,10,59.34,1996,34900
2019-11-16,공릉동,화랑로,효성아파트,4,73.18,1995,49000
2019-11-16,공릉동,화랑로51길,비선아파트,13,59.74,1999,42500
2019-11-18,공릉동,공릉로46길,공릉동 한보에센시티아파트,9,59.4,2000,38000
2019-11-18,공릉동,공릉로,두산힐스빌아파트,5,114.72,2000,68400
2019-11-18,공릉동,공릉로46길,삼익아파트,6,84.6,1995,49600
2019-11-19,공릉동,공릉로,동신아파트,4,84.97,1999,57500
2019-11-19,공릉동,공릉로34길,태강아파트,2,49.6,1999,33400
2019-11-20,공릉동,공릉로41가길,한진아파트,5,84.85,2007,35000
2019-11-21,공릉동,공릉로27길,현대성우아파트,8,59.98,2000,38300
2019-11-22,공릉동,화랑로51길,화랑타운아파트,2,84.74,2000,60000
2019-11-22,공릉동,공릉로,두산힐스빌아파트,6,84.9,2000,58500
2019-11-22,공릉동,공릉로,동부아파트,6,84.79,1996,47900
2019-11-23,공릉동,화랑로51길,화랑타운아파트,1,84.65,2000,59400
2019-11-23,공릉동,공릉로34길,태강아파트,3,49.6,1999,33300
2019-11-23,공릉동,공릉로34길,태강아파트,13,59.38,1999,44800
2019-11-23,공릉동,공릉로34길,태강아파트,10,49.6,1999,37000
2019-11-23,공릉동,화랑로51길,화랑타운아파트,6,84.65,2000,64500
2019-11-25,공릉동,공릉로46길,공릉동 한보에센시티아파트,12,59.4,2000,37500
2019-11-25,공릉동,공릉로34길,태강아파트,14,59.38,1999,44000
2019-11-25,공릉동,공릉로,비콘아파트,9,65.221,2004,41500
2019-11-27,공릉동,공릉로34길,태강아파트,4,49.6,1999,32800
2019-11-27,공릉동,화랑로51길,비선아파트,12,59.74,1999,41500
2019-11-27,공릉동,섬밭로,삼익아파트,15,84.77,1997,48000
2019-11-28,공릉동,공릉로46길,삼익아파트,5,84.6,1995,47850
2019-11-28,공릉동,노원로1길,대명아파트,5,57.96,1989,35000
2019-11-29,공릉동,공릉로27길,현대성우아파트,1,59.98,2000,32000
2019-11-30,공릉동,화랑로51길,화랑타운아파트,9,84.65,2000,65000
2019-11-30,공릉동,화랑로,효성아파트,3,73.18,1995,52000
2019-11-30,공릉동,동일로183길,서경하누리아파트,6,68.77,2005,29500
2019-11-30,공릉동,노원로,우방아파트,13,84.881,2000,57000
2019-11-30,공릉동,동일로176길,백영아파트,4,69.85,2004,26500
2019-11-01,하계동,섬밭로,현대,5,84.96,1988,68400
2019-11-01,하계동,공릉로59길,미성,13,72.17,1989,56500
2019-11-06,하계동,섬밭로,우성,1,127.22,1988,75000
2019-11-07,하계동,섬밭로,건영,5,84.93,1988,59000
2019-11-08,하계동,섬밭로,현대,11,71.68,1988,60000
2019-11-08,하계동,섬밭로,건영,4,53.14,1988,37000
2019-11-09,하계동,공릉로59길,미성,6,84.94,1989,60000
2019-11-09,하계동,섬밭로,현대,11,84.95,1988,69000
2019-11-15,하계동,섬밭로,현대,1,71.68,1988,56500
2019-11-16,하계동,공릉로59길,미성,7,72.17,1989,54200
2019-11-16,하계동,공릉로59길,미성,8,84.94,1989,64000
2019-11-16,하계동,섬밭로,우성,12,84.91,1988,66800
2019-11-19,하계동,공릉로59길,미성,11,118.52,1989,74500
2019-11-20,하계동,섬밭로,우성,1,84.91,1988,60500
2019-11-20,하계동,섬밭로,건영,14,74.58,1988,57000
2019-11-22,하계동,공릉로59길,미성,3,72.17,1989,56500
2019-11-23,하계동,공릉로59길,미성,5,57.97,1989,45000
2019-11-25,하계동,섬밭로,건영,5,45.55,1988,30400
2019-11-25,하계동,섬밭로,건영,3,65.43,1988,48900
2019-11-27,하계동,섬밭로,건영,10,74.58,1988,54500
2019-11-30,하계동,섬밭로,건영,14,45.55,1988,32500
2019-11-30,하계동,섬밭로,우성,1,84.91,1988,62700
2019-11-01,상계동,동일로216길,한양,5,87.49,1988,57500
2019-11-01,상계동,덕릉로70가길,중계센트럴파크,5,59.75,2016,59800
2019-11-02,상계동,동일로221길,대림,10,93.13,1988,72000
2019-11-05,상계동,누원로,수락리버시티4단지,15,84.81,2009,48300
2019-11-06,상계동,상계로5길,동양엔파트,5,84.88,2003,74200
2019-11-06,상계동,상계로5길,동양엔파트,10,84.88,2003,73000
2019-11-10,상계동,덕릉로70가길,중계센트럴파크,4,59.75,2016,57000
2019-11-14,상계동,상계로5길,동양엔파트,4,84.88,2003,69500
2019-11-15,상계동,덕릉로70가길,중계센트럴파크,7,84.53,2016,73000
2019-11-18,상계동,상계로5길,동양엔파트,1,84.88,2003,64000
2019-11-21,상계동,동일로216길,한양,12,87.49,1988,58000
2019-11-22,상계동,덕릉로115다길,건영,3,84.77,2003,38900
2019-11-25,상계동,상계로5길,동양엔파트,17,84.88,2003,77250
2019-11-28,상계동,노원로26나길,문수해오름,10,83.24,2003,38000
2019-11-29,상계동,동일로221길,대림,11,93.75,1988,71800
2019-11-01,중계동,섬밭로,경남,9,84.97,1989,58800
2019-11-01,중계동,중계로14나길,삼성,4,59.9,1999,36500
2019-11-04,중계동,중계로14나길,삼성,9,84.75,1999,59800
2019-11-05,중계동,덕릉로94길,경남아너스빌,7,79.098,2002,53000
2019-11-07,중계동,덕릉로94길,경남아너스빌,9,79.098,2002,54500
2019-11-14,중계동,섬밭로,경남,2,84.97,1989,61500
2019-11-16,중계동,중계로14나길,삼성,13,84.75,1999,59000
2019-11-28,중계동,중계로14나길,삼성,17,114.49,1999,75000
2019-11-29,중계동,중계로14나길,삼성,1,84.75,1999,50800
2019-11-30,중계동,중계로14나길,삼성,6,59.9,1999,37000
2019-11-30,중계동,중계로8길,현대그린,4,84.99,1998,46900
2019-12-03,월계동,마들로,미성,6,50.14,1986,52000
2019-12-03,월계동,석계로,현대,7,59.95,2000,52000
2019-12-07,월계동,마들로,미성,5,50.14,1986,51500
2019-12-07,월계동,마들로,미성,13,50.14,1986,53000
2019-12-10,월계동,석계로,현대,14,59.95,2000,52000
2019-12-10,월계동,마들로,미성,5,50.14,1986,51500
2019-12-14,월계동,마들로,미성,8,50.14,1986,52000
2019-12-14,월계동,마들로5길,녹천역두산위브아파트,2,84.8218,2017,58700
2019-12-14,월계동,월계로53길,동원베네스트,1,59.854,2005,40800
2019-12-18,월계동,석계로,현대,20,59.95,2000,52500
2019-12-18,월계동,석계로,현대,11,59.95,2000,50900
2019-12-18,월계동,석계로,현대,18,59.95,2000,52000
2019-12-21,월계동,석계로,현대,8,84.98,2000,64250
2019-12-23,월계동,석계로,현대,15,114.99,2000,73000
2019-12-24,월계동,석계로,현대,12,84.98,2000,60000
2019-12-24,월계동,마들로,미성,1,33.28,1986,43000
2019-12-25,월계동,마들로,미성,5,33.28,1986,43800
2019-12-31,월계동,마들로,미성,14,50.14,1986,52450
2019-12-31,월계동,마들로,미성,1,33.28,1986,44700
2019-12-02,공릉동,노원로,우방아파트,9,61.151,2000,42800
2019-12-03,공릉동,공릉로34길,태강아파트,14,49.6,1999,36300
2019-12-06,공릉동,화랑로51길,화랑타운아파트,9,84.65,2000,56500
2019-12-06,공릉동,공릉로34길,태강아파트,12,49.6,1999,35300
2019-12-06,공릉동,공릉로34길,태강아파트,12,59.38,1999,46000
2019-12-06,공릉동,공릉로,동부아파트,1,59.34,1996,32500
2019-12-07,공릉동,공릉로,동부아파트,1,84.79,1996,44000
2019-12-07,공릉동,노원로1길,대명아파트,1,66.24,1989,36500
2019-12-07,공릉동,공릉로34길,태강아파트,12,59.34,1999,43900
2019-12-07,공릉동,노원로,우방아파트,12,61.151,2000,41500
2019-12-09,공릉동,공릉로,두산힐스빌아파트,11,60,2000,51000
2019-12-09,공릉동,동일로175길,대동아파트,2,84.97,1999,43500
2019-12-10,공릉동,공릉로,두산힐스빌아파트,4,60,2000,47800
2019-12-11,공릉동,화랑로51길,비선아파트,3,49.28,1999,30500
2019-12-11,공릉동,공릉로46길,삼익아파트,4,84.6,1995,52500
2019-12-12,공릉동,공릉로46길,공릉동 한보에센시티아파트,9,84.93,2000,52500
2019-12-12,공릉동,노원로,우방아파트,15,84.881,2000,57000
2019-12-12,공릉동,공릉로,두산힐스빌아파트,15,114.72,2000,70000
2019-12-12,공릉동,공릉로34길,태강아파트,8,49.6,1999,34700
2019-12-12,공릉동,공릉로46길,공릉동 한보에센시티아파트,1,84.93,2000,46000
2019-12-13,공릉동,공릉로27길,현대성우아파트,3,59.98,2000,34800
2019-12-14,공릉동,공릉로34길,태강아파트,13,49.6,1999,35800
2019-12-14,공릉동,노원로,우방아파트,10,84.881,2000,55000
2019-12-14,공릉동,동일로191가길,길성그랑프리텔아파트,11,80.9407,2003,49000
2019-12-14,공릉동,공릉로34길,태강아파트,8,49.6,1999,35500
2019-12-16,공릉동,노원로,우방아파트,2,60.502,2000,42900
2019-12-16,공릉동,공릉로34길,태강아파트,14,49.6,1999,35000
2019-12-17,공릉동,동일로191길,신명아파트,3,84.55,1995,40800
2019-12-17,공릉동,공릉로34길,태강아파트,5,49.6,1999,34500
2019-12-18,공릉동,화랑로51길,화랑타운아파트,8,84.65,2000,66600
2019-12-18,공릉동,공릉로34길,태강아파트,12,49.6,1999,35400
2019-12-19,공릉동,공릉로34길,태강아파트,3,49.6,1999,34100
2019-12-19,공릉동,동일로,노원 프레미어스 엠코,25,84.0261,2016,75000
2019-12-19,공릉동,노원로,우방아파트,4,60.502,2000,43500
2019-12-23,공릉동,공릉로34길,태강아파트,12,49.6,1999,37400
2019-12-23,공릉동,공릉로34길,태강아파트,1,59.34,1999,43000
2019-12-23,공릉동,공릉로46길,삼익아파트,14,51.03,1995,30000
2019-12-23,공릉동,노원로1길,대명아파트,3,66.24,1989,35000
2019-12-23,공릉동,공릉로46길,삼익아파트,4,84.6,1995,48000
2019-12-24,공릉동,공릉로34길,태강아파트,14,49.6,1999,31400
2019-12-26,공릉동,노원로,우방아파트,7,61.151,2000,44000
2019-12-26,공릉동,화랑로51길,비선아파트,11,48.93,1999,32000
2019-12-27,공릉동,공릉로46길,공릉동 한보에센시티아파트,6,59.4,2000,37500
2019-12-27,공릉동,공릉로51길,건영장미아파트,10,84.88,1999,55000
2019-12-28,공릉동,화랑로,효성아파트,1,73.18,1995,50000
2019-12-28,공릉동,공릉로46길,삼익아파트,7,51.03,1995,29900
2019-12-28,공릉동,화랑로51길,비선아파트,3,59.87,1999,43400
2019-12-28,공릉동,화랑로,효성아파트,1,73.18,1995,51000
2019-12-28,공릉동,공릉로34길,태강아파트,2,49.6,1999,32800
2019-12-29,공릉동,공릉로34길,태강아파트,1,59.34,1999,39000
2019-12-30,공릉동,공릉로34길,태강아파트,10,49.6,1999,35000
2019-12-30,공릉동,화랑로,효성아파트,5,73.18,1995,49500
2019-12-30,공릉동,공릉로34길,태강아파트,2,49.6,1999,32000
2019-12-30,공릉동,공릉로34길,태강아파트,6,59.34,1999,45500
2019-12-31,공릉동,공릉로34길,태강아파트,12,49.6,1999,32000
2019-12-31,공릉동,공릉로46길,공릉동 한보에센시티아파트,8,59.4,2000,40500
2019-12-31,공릉동,공릉로34길,태강아파트,13,49.6,1999,37800
2019-12-02,하계동,공릉로59길,미성,11,84.94,1989,64800
2019-12-02,하계동,섬밭로,건영,3,45.55,1988,30800
2019-12-03,하계동,섬밭로,현대,2,84.95,1988,70000
2019-12-04,하계동,섬밭로,현대,8,84.95,1988,70300
2019-12-05,하계동,섬밭로,우성,12,84.91,1988,68800
